feature_24,feature_4,feature_26,feature_5,feature_1,feature_8,feature_9,feature_25,feature_28,feature_20,feature_22,feature_12,feature_29,feature_3,feature_23,feature_15,feature_13,feature_2,feature_18,feature_10,feature_27,feature_16,feature_21,feature_14,feature_7,feature_6,feature_19,feature_30,feature_17,feature_11,diagnosis
1150.0,797.8,0.1551,0.08206,16.02,0.03323,0.1528,0.1181,0.09975,0.003042,33.88,1.187,0.2948,102.7,123.8,0.004029,2.466,23.24,0.007591,0.05697,0.1459,0.009269,19.19,40.51,0.03299,0.06669,0.0146,0.08452,0.01101,0.3795,M
1299.0,781.0,0.5609,0.0971,15.78,0.06606,0.1842,0.1396,0.181,0.004144,27.28,0.9849,0.3792,103.6,136.5,0.005771,3.564,17.89,0.01282,0.06082,0.3965,0.04061,20.42,54.16,0.09954,0.1292,0.02008,0.1048,0.02791,0.5058,M
1332.0,1123.0,0.3903,0.0974,19.17,0.1118,0.2397,0.1037,0.1767,0.01284,29.94,3.568,0.3176,132.4,151.7,0.003139,11.07,24.8,0.0409,0.078,0.3639,0.08297,20.96,116.2,0.2065,0.2458,0.04484,0.1023,0.0889,0.9555,M
876.5,782.7,0.1924,0.08401,15.85,0.05364,0.1847,0.1131,0.1119,0.003002,27.66,1.078,0.2809,103.7,112.0,0.009769,2.903,23.95,0.01992,0.05338,0.2322,0.03126,16.84,36.58,0.09938,0.1002,0.02981,0.06287,0.05051,0.4033,M
697.7,578.3,0.7725,0.1131,13.73,0.08025,0.2069,0.1651,0.2208,0.008093,32.01,1.169,0.3596,93.6,108.8,0.006429,2.061,22.61,0.01628,0.07682,0.6943,0.05936,15.03,19.21,0.2128,0.2293,0.01961,0.1431,0.05501,0.2121,M
943.2,658.8,0.6577,0.1139,14.54,0.07364,0.2303,0.1678,0.1712,0.005466,37.13,1.033,0.4218,96.73,124.1,0.005607,2.879,27.54,0.0109,0.07077,0.7026,0.0424,17.46,32.55,0.1639,0.1595,0.01857,0.1341,0.04741,0.37,M
1138.0,684.5,0.1871,0.09867,14.68,0.05259,0.1586,0.1464,0.1609,0.002085,30.88,1.24,0.3029,94.74,123.4,0.005718,3.195,20.13,0.01109,0.05922,0.2914,0.01162,19.07,45.4,0.07395,0.072,0.0141,0.08216,0.01998,0.4727,M
1315.0,798.8,0.4233,0.117,16.13,0.1028,0.2164,0.1789,0.2073,0.004142,31.48,1.073,0.3706,108.1,136.8,0.007026,3.854,20.68,0.01297,0.07356,0.4784,0.02501,20.96,54.18,0.1722,0.2022,0.01689,0.1142,0.03188,0.5692,M
2398.0,1260.0,0.315,0.09831,19.81,0.09498,0.1582,0.1512,0.2388,0.001997,30.88,1.017,0.2768,130.0,186.8,0.006494,5.865,22.15,0.01521,0.05395,0.5372,0.01893,27.32,112.4,0.1479,0.1027,0.01356,0.07615,0.03391,0.7582,M
711.2,566.3,0.1773,0.09779,13.54,0.04781,0.1885,0.144,0.1288,0.0023,19.26,0.7886,0.2977,87.46,99.7,0.008462,2.058,14.36,0.01315,0.05766,0.239,0.0146,15.11,23.56,0.06664,0.08129,0.0198,0.07259,0.02387,0.2699,B
630.5,520.0,0.2776,0.1075,13.08,0.0311,0.1967,0.1312,0.07283,0.002425,20.49,0.7477,0.3184,85.63,96.09,0.004097,1.383,15.71,0.00649,0.06811,0.189,0.01898,14.5,14.67,0.04568,0.127,0.01678,0.08183,0.01698,0.1852,B
314.9,273.9,0.1148,0.1024,9.504,0.02076,0.1815,0.1324,0.06227,0.002968,15.66,0.9768,0.245,60.34,65.13,0.009606,1.909,12.44,0.01421,0.06905,0.08867,0.01432,10.23,15.7,0.02956,0.06492,0.02027,0.07773,0.01985,0.2773,B
980.9,704.4,0.5954,0.1073,15.34,0.09756,0.2521,0.139,0.2393,0.004394,19.08,0.7096,0.4667,102.5,125.1,0.006789,3.384,14.26,0.02252,0.07032,0.6305,0.05328,18.07,44.91,0.2077,0.2135,0.03672,0.09946,0.06446,0.4388,M
2615.0,1404.0,0.26,0.09428,21.16,0.08632,0.1769,0.1401,0.2009,0.001987,35.59,1.127,0.2822,137.2,188.0,0.004728,4.303,23.04,0.01038,0.05278,0.3155,0.01259,29.17,93.99,0.1097,0.1022,0.01083,0.07526,0.01715,0.6917,M
2215.0,904.6,0.3578,0.1121,16.65,0.0917,0.1995,0.1805,0.2095,0.002801,31.56,0.9017,0.3613,110.0,177.0,0.006048,5.455,21.38,0.0113,0.0633,0.4695,0.01882,26.46,102.6,0.1525,0.1457,0.01468,0.09564,0.02741,0.8068,M
1461.0,912.7,0.3949,0.1186,17.14,0.1401,0.304,0.1545,0.255,0.007444,21.4,0.976,0.4066,116.0,152.4,0.008029,7.276,16.4,0.02397,0.07413,0.3853,0.03799,22.25,111.4,0.2229,0.2276,0.02308,0.1059,0.03732,1.046,M
896.9,644.8,0.6643,0.1054,14.58,0.08783,0.2252,0.1525,0.2701,0.003711,33.21,0.9832,0.4264,97.41,122.4,0.004452,2.11,21.53,0.01352,0.06924,0.5539,0.03055,17.62,21.05,0.1425,0.1868,0.01454,0.1275,0.02681,0.2545,M
1403.0,1094.0,0.2117,0.0944,18.61,0.07731,0.1697,0.1338,0.149,0.004217,27.26,1.849,0.2341,122.1,139.9,0.01075,5.632,20.25,0.01911,0.05699,0.3446,0.02722,21.31,93.54,0.149,0.1066,0.02293,0.07421,0.05081,0.8529,M
1269.0,732.4,0.611,0.1082,15.3,0.08751,0.1926,0.1641,0.2024,0.002967,36.71,1.012,0.4027,102.4,149.3,0.005233,3.498,25.27,0.01083,0.0654,0.6335,0.03057,20.27,43.5,0.1683,0.1697,0.01768,0.09876,0.03576,0.439,M
1227.0,955.1,0.2812,0.09847,17.57,0.07953,0.1739,0.1255,0.1456,0.003742,19.52,0.8225,0.2756,115.0,134.9,0.005627,4.655,15.05,0.01354,0.06149,0.2489,0.03033,20.01,61.1,0.09875,0.1157,0.01925,0.07919,0.03407,0.6003,M
1670.0,1088.0,0.4257,0.1064,18.63,0.1244,0.2183,0.1491,0.1848,0.00456,34.01,1.466,0.3444,124.8,160.5,0.006248,5.574,25.11,0.01158,0.06197,0.6133,0.03374,23.15,105.0,0.2319,0.1887,0.02007,0.09782,0.05196,0.8307,M
888.7,440.6,0.5775,0.1109,11.84,0.05182,0.2301,0.1637,0.1546,0.005667,28.12,1.03,0.4761,77.93,119.4,0.005551,3.475,18.7,0.01044,0.07799,0.6956,0.03414,16.82,41.0,0.1218,0.1516,0.02273,0.1402,0.04205,0.4825,M
1344.0,899.3,0.3559,0.1197,17.02,0.1203,0.2248,0.1634,0.1847,0.003854,32.09,1.398,0.353,112.8,136.1,0.008268,3.999,23.98,0.01112,0.06382,0.5588,0.03082,20.88,67.78,0.2417,0.1496,0.02102,0.08482,0.05042,0.6009,M
1813.0,1162.0,0.659,0.09401,19.27,0.07593,0.1853,0.1509,0.1785,0.003896,30.9,0.6062,0.3672,127.9,161.4,0.005015,3.528,26.47,0.009643,0.06261,0.6091,0.03318,24.15,68.17,0.1657,0.1719,0.01543,0.1123,0.03497,0.5558,M
1261.0,807.2,0.5804,0.104,16.13,0.07752,0.1998,0.1446,0.1864,0.003817,27.26,0.6857,0.427,107.0,132.7,0.004185,2.183,17.88,0.009067,0.06515,0.5274,0.02868,20.21,35.03,0.1354,0.1559,0.01703,0.1233,0.02664,0.334,M
1229.0,869.5,0.3835,0.0961,16.74,0.06018,0.1896,0.1563,0.1813,0.002665,29.02,0.9197,0.4863,110.1,133.5,0.005776,3.008,21.59,0.01195,0.05656,0.5409,0.02499,20.01,45.19,0.1348,0.1336,0.02789,0.08633,0.03695,0.4615,M
799.6,633.0,0.4238,0.09823,14.25,0.05598,0.1885,0.1446,0.1447,0.004022,30.36,1.019,0.3591,93.63,116.2,0.005878,2.657,21.72,0.01161,0.06125,0.5186,0.02995,15.89,24.91,0.1319,0.1098,0.02028,0.1014,0.04815,0.286,M
545.9,523.8,0.04619,0.08983,13.03,0.02923,0.1467,0.09701,0.05013,0.001777,22.81,2.342,0.1987,82.61,84.46,0.004352,1.17,18.42,0.01164,0.05863,0.04833,0.004899,13.3,14.16,0.02562,0.03766,0.02671,0.06169,0.01343,0.1839,B
698.8,698.8,0.05131,0.09387,14.99,0.02899,0.1565,0.09387,0.02899,0.001754,25.2,2.188,0.1565,95.54,95.54,0.006883,8.077,25.2,0.01917,0.05504,0.02398,0.01094,14.99,106.0,0.02398,0.05131,0.007882,0.05504,0.01818,1.214,M
740.4,559.2,0.4225,0.1016,13.48,0.05439,0.172,0.161,0.2258,0.003187,26.02,0.5914,0.2807,88.4,107.3,0.005367,1.545,20.82,0.01262,0.06419,0.503,0.02239,15.53,18.52,0.1063,0.1255,0.01377,0.1071,0.03049,0.213,M
787.9,563.0,0.2043,0.08162,13.44,0.02031,0.1784,0.1094,0.1112,0.001286,30.25,0.8265,0.2994,86.18,102.5,0.00328,1.572,21.58,0.006881,0.05587,0.2085,0.01102,15.93,20.53,0.0311,0.06031,0.0138,0.07146,0.0139,0.2385,M
514.0,371.1,0.2698,0.1227,10.95,0.05669,0.1895,0.1909,0.1424,0.00304,35.34,1.428,0.2964,71.9,87.22,0.008064,1.822,21.35,0.01037,0.0687,0.4023,0.01764,12.84,16.97,0.1044,0.1218,0.01357,0.09606,0.02595,0.2366,M
1651.0,1104.0,0.7444,0.09081,19.07,0.09961,0.231,0.1247,0.2493,0.007646,33.17,1.666,0.467,128.3,177.4,0.006548,8.83,24.81,0.02638,0.06343,0.7242,0.1006,24.09,104.9,0.2107,0.219,0.05333,0.1038,0.09723,0.9811,M
907.2,545.2,0.3724,0.1041,13.28,0.06158,0.1974,0.153,0.1492,0.003317,28.0,0.8249,0.3739,87.32,113.1,0.005072,2.427,20.28,0.00956,0.06782,0.3664,0.02147,17.38,31.33,0.09847,0.1436,0.01719,0.1027,0.02185,0.3704,M
740.7,531.5,0.3904,0.09714,13.17,0.05252,0.1746,0.1503,0.1607,0.00172,29.89,0.6123,0.3693,85.42,105.5,0.00335,1.334,21.81,0.006853,0.06177,0.3728,0.01384,16.23,14.49,0.08259,0.1047,0.01113,0.09618,0.01452,0.1938,M
1567.0,1076.0,0.509,0.1099,18.65,0.1009,0.1907,0.1679,0.2378,0.003535,21.32,0.6633,0.3799,123.7,150.6,0.006294,4.293,17.6,0.01695,0.06049,0.7345,0.03994,22.82,71.56,0.1974,0.1686,0.02428,0.09185,0.05554,0.6289,M
242.2,201.9,0.1357,0.086,8.196,0.005917,0.1769,0.1297,0.02564,0.002582,21.96,0.9567,0.3105,51.71,57.26,0.008968,1.094,16.84,0.005917,0.06503,0.0688,0.01646,8.964,8.205,0.01588,0.05943,0.02574,0.07409,0.01588,0.1563,B
759.4,534.6,0.4166,0.1158,13.17,0.0734,0.2128,0.1786,0.2088,0.003643,27.95,0.8937,0.39,85.98,102.8,0.006532,1.897,18.66,0.01215,0.06777,0.5006,0.02336,15.67,24.25,0.1226,0.1231,0.01743,0.1179,0.02905,0.2871,M
582.6,449.3,0.2156,0.1031,12.05,0.02749,0.1675,0.1494,0.06548,0.002422,20.7,0.7294,0.2747,78.04,89.88,0.005488,1.848,14.63,0.00566,0.06043,0.305,0.01427,13.76,19.87,0.06592,0.09092,0.01428,0.08301,0.02322,0.2636,B
698.8,561.0,0.1711,0.08752,13.49,0.03384,0.1809,0.1162,0.1282,0.001956,31.82,1.353,0.2871,86.91,99.0,0.004455,1.735,22.3,0.01184,0.05718,0.2282,0.01382,15.15,20.2,0.04751,0.07698,0.01641,0.06917,0.02095,0.2338,B
516.5,427.9,0.08615,0.08637,11.76,0.01115,0.1495,0.1085,0.03715,0.001769,25.72,1.21,0.2433,74.72,82.98,0.005857,2.635,21.6,0.007445,0.05888,0.05523,0.009758,12.98,28.47,0.01657,0.04966,0.02406,0.06563,0.01168,0.4062,B
656.7,571.8,0.1582,0.07685,13.64,0.01723,0.1353,0.1089,0.08586,0.002551,23.19,0.9234,0.2346,87.21,96.08,0.004477,1.449,16.34,0.007956,0.05953,0.105,0.01177,14.67,14.55,0.01857,0.06059,0.01325,0.08025,0.01079,0.1872,B
527.2,437.6,0.08906,0.08261,11.94,0.01349,0.1868,0.1144,0.06296,0.002635,21.33,0.6329,0.2785,75.71,83.67,0.00721,1.52,18.24,0.008,0.0611,0.09203,0.00838,13.1,17.47,0.01972,0.04751,0.01996,0.07408,0.01311,0.2273,B
1321.0,1033.0,0.2297,0.1148,18.22,0.106,0.2092,0.128,0.1325,0.005126,24.13,1.593,0.3021,120.3,135.1,0.003899,4.877,18.7,0.009222,0.0631,0.2623,0.02961,20.6,98.81,0.1772,0.1485,0.02674,0.07987,0.02817,0.8337,M
1030.0,712.8,0.2057,0.09056,15.1,0.03334,0.1616,0.1389,0.153,0.001629,31.69,0.8339,0.2675,97.26,117.7,0.004675,2.097,22.02,0.009222,0.05684,0.2712,0.0103,18.1,29.91,0.05253,0.07081,0.01095,0.07873,0.01603,0.3105,M
506.2,409.0,0.0872,0.09524,11.52,0.02278,0.192,0.1249,0.06316,0.002386,22.47,0.9591,0.3306,73.34,81.81,0.008328,2.183,18.75,0.00867,0.05907,0.09076,0.008722,12.84,23.47,0.03036,0.05473,0.03218,0.07036,0.01349,0.3249,B
2145.0,1152.0,0.3511,0.1053,19.21,0.08994,0.1917,0.1624,0.2091,0.002608,28.14,1.193,0.3537,125.5,170.1,0.006458,4.837,18.57,0.01538,0.05961,0.3879,0.02306,26.14,102.5,0.1323,0.1267,0.01852,0.08294,0.02945,0.7275,M
985.5,656.9,0.429,0.1137,14.71,0.08123,0.2027,0.1368,0.1834,0.004108,30.7,1.15,0.3698,95.55,115.7,0.003659,2.735,21.59,0.01272,0.06758,0.3587,0.02855,17.87,40.09,0.1293,0.1365,0.01817,0.1094,0.02572,0.4226,M
624.1,527.2,0.06191,0.0806,13.05,0.004167,0.1819,0.1021,0.01111,0.00299,22.25,1.214,0.2439,82.61,90.24,0.007491,2.595,19.31,0.004167,0.05501,0.001845,0.008593,14.23,32.96,0.000692,0.03789,0.0219,0.06289,0.000692,0.404,B
274.9,224.5,0.1239,0.09752,8.618,0.007799,0.1683,0.1733,0.04419,0.002788,15.4,0.5796,0.322,54.34,59.9,0.01011,1.046,11.79,0.005742,0.07187,0.1168,0.01055,9.507,8.322,0.02061,0.05272,0.0209,0.09026,0.01981,0.1559,B
368.6,311.9,0.09866,0.1134,10.17,0.0129,0.2743,0.1275,0.02579,0.005953,17.45,1.441,0.3557,64.55,69.86,0.007514,3.312,14.88,0.008193,0.0696,0.02168,0.01099,11.02,34.62,0.01084,0.08061,0.04183,0.0802,0.007665,0.5158,B
273.9,221.8,0.1698,0.1243,8.598,0.009259,0.1828,0.1639,0.02778,0.003048,27.04,2.067,0.2972,54.66,62.06,0.01193,2.493,20.98,0.009259,0.06757,0.09001,0.03162,9.565,18.39,0.03,0.08963,0.03357,0.07712,0.03,0.3582,B
959.5,645.7,0.6247,0.1049,14.25,0.08653,0.1949,0.164,0.1785,0.006113,29.51,1.268,0.2844,96.42,119.1,0.009407,5.373,22.15,0.01848,0.07292,0.6922,0.07056,17.67,60.78,0.2135,0.2008,0.017,0.1132,0.06899,0.7036,M
310.1,260.9,0.1678,0.07721,9.173,0.0218,0.2341,0.09836,0.05087,0.005822,19.23,2.265,0.3282,59.2,65.59,0.008738,2.608,13.86,0.0156,0.06963,0.1397,0.03938,10.01,23.52,0.05988,0.08751,0.04192,0.0849,0.04312,0.4098,B
888.3,499.0,0.4061,0.1122,12.68,0.06873,0.1905,0.1851,0.1716,0.003601,33.47,1.178,0.3383,82.69,111.8,0.007781,2.927,23.84,0.0129,0.0659,0.4024,0.02648,17.09,36.46,0.1128,0.1262,0.01635,0.1031,0.02973,0.4255,M
925.1,668.3,0.3416,0.1172,14.78,0.09029,0.1953,0.1648,0.1614,0.003224,33.39,1.281,0.3321,97.4,114.6,0.006703,2.45,23.94,0.01184,0.06654,0.3024,0.0231,17.31,35.24,0.1267,0.1479,0.019,0.08911,0.02315,0.3577,M
330.7,269.4,0.1664,0.1044,9.465,0.01504,0.1717,0.1548,0.06517,0.004237,31.56,2.011,0.2878,60.11,67.03,0.01052,1.66,21.01,0.009333,0.06899,0.09412,0.01755,10.41,14.2,0.02172,0.07773,0.02279,0.09211,0.01714,0.2351,B
466.7,394.1,0.09148,0.08139,11.31,0.0223,0.1516,0.129,0.06961,0.002146,23.84,0.9429,0.24,71.8,78.0,0.009282,1.831,19.04,0.008965,0.05667,0.1444,0.009216,12.33,18.15,0.03709,0.04701,0.02183,0.06641,0.02063,0.2727,B
324.7,250.5,0.4365,0.1066,9.029,0.04375,0.2111,0.1482,0.175,0.009559,22.65,1.194,0.4228,58.79,65.5,0.009549,1.885,17.33,0.03322,0.08046,1.252,0.08606,10.31,17.67,0.313,0.1413,0.04197,0.1175,0.3038,0.3274,B
554.9,502.5,0.07061,0.09831,12.78,0.02864,0.159,0.1296,0.05882,0.001906,19.76,0.8732,0.2383,81.37,85.67,0.007962,1.471,16.49,0.008662,0.05653,0.1039,0.005612,13.46,18.33,0.03653,0.05234,0.02254,0.0641,0.01585,0.2368,B
1866.0,1130.0,0.2336,0.09009,18.94,0.07951,0.1582,0.1193,0.1789,0.001698,26.58,0.7975,0.2551,123.6,165.9,0.004444,5.486,21.31,0.0137,0.05461,0.2687,0.01652,24.86,96.05,0.108,0.1029,0.01386,0.06589,0.02269,0.7888,M
284.4,244.0,0.2436,0.09783,8.888,0.02872,0.1902,0.1207,0.04786,0.02193,15.67,0.8522,0.2254,58.79,62.56,0.01721,3.168,14.64,0.01766,0.0898,0.1434,0.09368,9.733,25.44,0.08606,0.1531,0.02541,0.1084,0.05671,0.5262,B
1681.0,929.4,0.7394,0.1071,17.2,0.07944,0.1927,0.1585,0.1899,0.006299,33.82,1.041,0.3313,114.2,151.6,0.00582,3.705,24.52,0.01127,0.06487,0.6566,0.05616,23.32,69.47,0.1692,0.183,0.01527,0.1339,0.04252,0.5907,M
812.4,584.1,0.3542,0.1007,13.8,0.05069,0.1662,0.1411,0.1383,0.00313,20.86,0.6205,0.2589,90.43,110.3,0.004717,1.957,15.79,0.009206,0.06566,0.2779,0.02065,16.57,23.35,0.07789,0.128,0.0122,0.103,0.01759,0.2787,M
611.1,470.9,0.1843,0.09172,12.31,0.02272,0.172,0.1176,0.0866,0.002304,23.21,1.025,0.2618,79.19,89.71,0.004854,1.74,16.52,0.007965,0.05914,0.1703,0.01819,14.11,19.68,0.03372,0.06829,0.01386,0.07609,0.01826,0.2505,B
1223.0,817.7,0.2045,0.09168,16.07,0.06638,0.1798,0.15,0.152,0.001948,24.56,1.016,0.265,104.1,128.8,0.01082,5.029,19.65,0.01809,0.05391,0.2829,0.02203,19.77,79.25,0.09769,0.08424,0.0155,0.06387,0.035,0.7474,M
605.5,559.2,0.1379,0.1291,13.53,0.06556,0.2403,0.1451,0.07407,0.006164,12.49,1.014,0.271,87.91,91.36,0.0134,2.652,10.94,0.008239,0.06641,0.08539,0.02839,14.08,32.65,0.06877,0.1047,0.02572,0.07191,0.01162,0.4101,B
1610.0,1006.0,0.5634,0.1065,18.05,0.108,0.2152,0.1478,0.2102,0.007054,18.91,0.5505,0.3751,120.2,150.1,0.00794,6.311,16.15,0.0207,0.06673,0.3786,0.05839,22.39,134.8,0.1684,0.2146,0.02591,0.1108,0.04658,0.9806,M
1623.0,1245.0,0.6164,0.1286,20.18,0.1604,0.2906,0.1639,0.2508,0.005987,31.72,1.885,0.544,143.7,170.3,0.01038,8.649,23.97,0.02593,0.08142,0.7681,0.06835,23.37,116.4,0.3754,0.3454,0.07895,0.09964,0.1091,0.9317,M
622.1,506.3,0.2141,0.09934,12.86,0.02315,0.1718,0.1289,0.07926,0.002848,24.82,1.095,0.2779,83.19,91.88,0.005293,1.778,18.0,0.008179,0.05997,0.1731,0.01661,14.24,20.35,0.03889,0.09546,0.01748,0.07918,0.02071,0.2655,B
525.1,401.5,0.1676,0.1102,11.45,0.02233,0.1842,0.1557,0.06127,0.003976,32.16,2.174,0.2762,73.81,84.53,0.01037,2.077,20.97,0.007506,0.07005,0.1755,0.01706,13.11,24.62,0.04591,0.09362,0.01816,0.08851,0.02586,0.3251,B
614.9,520.0,0.4791,0.1078,13.34,0.06987,0.1942,0.1536,0.1708,0.004603,23.19,1.016,0.3527,86.49,96.66,0.006794,1.535,15.86,0.01383,0.06902,0.4858,0.03575,15.53,12.96,0.1169,0.1535,0.02134,0.1016,0.0398,0.286,B
2562.0,1878.0,0.6076,0.1063,25.22,0.1845,0.1829,0.1573,0.2867,0.005893,33.62,1.474,0.2355,171.5,211.7,0.008166,7.382,24.91,0.0203,0.06782,0.6476,0.05693,30.0,120.0,0.3339,0.2665,0.01065,0.1051,0.0573,0.8973,M
1298.0,1132.0,0.2817,0.1215,19.1,0.1469,0.1634,0.1392,0.1841,0.01039,32.72,2.91,0.2311,129.1,141.3,0.007545,5.801,26.29,0.01843,0.07224,0.2432,0.0605,20.33,67.1,0.1937,0.1791,0.03056,0.09203,0.02134,0.519,M
567.9,443.3,0.2003,0.09723,12.0,0.01863,0.2079,0.1377,0.07632,0.002607,24.9,1.255,0.3379,76.95,87.78,0.005969,1.441,15.65,0.007027,0.05968,0.2267,0.01812,13.67,16.16,0.04151,0.07165,0.01972,0.07924,0.02007,0.2271,B
1603.0,1075.0,0.2089,0.09874,18.46,0.08795,0.2132,0.1398,0.1642,0.003755,27.68,1.475,0.3695,121.1,152.2,0.006471,4.782,18.52,0.0142,0.06022,0.3157,0.01649,22.93,80.6,0.1335,0.1053,0.0237,0.08579,0.02806,0.6997,M
808.9,648.2,0.1976,0.09444,14.48,0.04938,0.2075,0.1306,0.1225,0.003249,29.25,2.22,0.302,94.25,108.4,0.009369,3.301,21.46,0.01761,0.05636,0.3349,0.02983,16.21,38.87,0.1204,0.09947,0.02418,0.06846,0.05371,0.4204,M
1623.0,1076.0,0.3206,0.09029,19.02,0.08271,0.1953,0.1249,0.1956,0.003337,30.41,0.6636,0.3956,122.0,152.9,0.003872,3.055,24.59,0.012,0.05629,0.5755,0.01842,24.56,57.65,0.1468,0.1206,0.01964,0.09288,0.0371,0.5495,M
574.7,466.1,0.2463,0.08772,12.36,0.03745,0.193,0.1304,0.1205,0.004463,30.5,1.502,0.2972,79.78,91.46,0.007112,2.203,21.8,0.01293,0.06404,0.2434,0.02493,13.83,20.95,0.06015,0.09445,0.01958,0.09261,0.02703,0.2978,B
803.6,651.9,0.3089,0.1132,14.64,0.07064,0.2116,0.1277,0.1397,0.004841,18.24,0.7372,0.3151,95.77,109.4,0.005508,3.814,15.24,0.01623,0.06346,0.2604,0.04412,16.34,42.76,0.09966,0.1339,0.02427,0.08473,0.04436,0.5115,B
803.7,662.7,0.1766,0.08974,14.62,0.02957,0.1685,0.1115,0.06946,0.002893,29.11,1.111,0.2522,94.57,102.9,0.004868,2.279,24.02,0.008606,0.05866,0.09189,0.01818,16.11,33.76,0.03102,0.08606,0.02085,0.07246,0.01121,0.3721,B
830.9,728.2,0.1997,0.092,15.37,0.07483,0.1717,0.1257,0.1476,0.002142,25.84,0.8413,0.2556,100.2,107.5,0.009882,2.075,22.76,0.01763,0.06097,0.2846,0.02444,16.43,29.44,0.1122,0.1036,0.02471,0.06828,0.04531,0.3129,M
830.6,551.7,0.1238,0.07355,13.27,0.02648,0.1386,0.1006,0.1001,0.001435,22.35,1.153,0.2027,84.74,104.5,0.004481,2.701,14.76,0.01082,0.05318,0.135,0.01038,16.36,36.35,0.03261,0.05055,0.01069,0.06206,0.01358,0.4057,B
699.4,555.1,0.1751,0.1022,13.45,0.0278,0.1638,0.1339,0.07911,0.001817,25.94,1.373,0.2678,86.6,97.59,0.005884,2.099,18.3,0.009366,0.0571,0.1381,0.01491,15.1,25.22,0.03974,0.08165,0.01884,0.06603,0.01872,0.295,B
1025.0,705.6,0.4203,0.1039,15.06,0.08815,0.1855,0.1551,0.2115,0.00352,24.23,0.9644,0.2834,100.3,123.5,0.00925,3.706,19.83,0.01851,0.06284,0.5203,0.03715,18.23,47.14,0.17,0.1553,0.01498,0.08234,0.04867,0.4768,M
1750.0,1264.0,0.3539,0.09078,20.26,0.08683,0.2095,0.119,0.1573,0.004411,31.59,1.509,0.3689,132.4,156.1,0.006016,4.554,23.03,0.01269,0.05649,0.4098,0.03482,24.22,87.87,0.1465,0.1313,0.02657,0.08368,0.04232,0.7576,M
495.2,451.1,0.09358,0.1045,12.18,0.02941,0.19,0.114,0.05882,0.003408,20.92,1.511,0.2227,77.79,82.14,0.005433,2.41,17.84,0.01519,0.06635,0.0498,0.01179,12.83,24.44,0.0249,0.07057,0.0222,0.07376,0.01131,0.3661,B
