feature_24,feature_1,feature_5,feature_8,feature_4,feature_16,feature_7,feature_23,feature_22,feature_15,feature_26,feature_28,feature_25,feature_30,feature_20,feature_9,feature_13,feature_6,feature_12,feature_29,feature_14,feature_21,feature_18,feature_19,feature_2,feature_27,feature_17,feature_3,feature_11,feature_10,diagnosis
1150.0,16.02,0.08206,0.03323,797.8,0.009269,0.03299,123.8,33.88,0.004029,0.1551,0.09975,0.1181,0.08452,0.003042,0.1528,2.466,0.06669,1.187,0.2948,40.51,19.19,0.007591,0.0146,23.24,0.1459,0.01101,102.7,0.3795,0.05697,M
1299.0,15.78,0.0971,0.06606,781.0,0.04061,0.09954,136.5,27.28,0.005771,0.5609,0.181,0.1396,0.1048,0.004144,0.1842,3.564,0.1292,0.9849,0.3792,54.16,20.42,0.01282,0.02008,17.89,0.3965,0.02791,103.6,0.5058,0.06082,M
1332.0,19.17,0.0974,0.1118,1123.0,0.08297,0.2065,151.7,29.94,0.003139,0.3903,0.1767,0.1037,0.1023,0.01284,0.2397,11.07,0.2458,3.568,0.3176,116.2,20.96,0.0409,0.04484,24.8,0.3639,0.0889,132.4,0.9555,0.078,M
876.5,15.85,0.08401,0.05364,782.7,0.03126,0.09938,112.0,27.66,0.009769,0.1924,0.1119,0.1131,0.06287,0.003002,0.1847,2.903,0.1002,1.078,0.2809,36.58,16.84,0.01992,0.02981,23.95,0.2322,0.05051,103.7,0.4033,0.05338,M
697.7,13.73,0.1131,0.08025,578.3,0.05936,0.2128,108.8,32.01,0.006429,0.7725,0.2208,0.1651,0.1431,0.008093,0.2069,2.061,0.2293,1.169,0.3596,19.21,15.03,0.01628,0.01961,22.61,0.6943,0.05501,93.6,0.2121,0.07682,M
943.2,14.54,0.1139,0.07364,658.8,0.0424,0.1639,124.1,37.13,0.005607,0.6577,0.1712,0.1678,0.1341,0.005466,0.2303,2.879,0.1595,1.033,0.4218,32.55,17.46,0.0109,0.01857,27.54,0.7026,0.04741,96.73,0.37,0.07077,M
1138.0,14.68,0.09867,0.05259,684.5,0.01162,0.07395,123.4,30.88,0.005718,0.1871,0.1609,0.1464,0.08216,0.002085,0.1586,3.195,0.072,1.24,0.3029,45.4,19.07,0.01109,0.0141,20.13,0.2914,0.01998,94.74,0.4727,0.05922,M
1315.0,16.13,0.117,0.1028,798.8,0.02501,0.1722,136.8,31.48,0.007026,0.4233,0.2073,0.1789,0.1142,0.004142,0.2164,3.854,0.2022,1.073,0.3706,54.18,20.96,0.01297,0.01689,20.68,0.4784,0.03188,108.1,0.5692,0.07356,M
2398.0,19.81,0.09831,0.09498,1260.0,0.01893,0.1479,186.8,30.88,0.006494,0.315,0.2388,0.1512,0.07615,0.001997,0.1582,5.865,0.1027,1.017,0.2768,112.4,27.32,0.01521,0.01356,22.15,0.5372,0.03391,130.0,0.7582,0.05395,M
711.2,13.54,0.09779,0.04781,566.3,0.0146,0.06664,99.7,19.26,0.008462,0.1773,0.1288,0.144,0.07259,0.0023,0.1885,2.058,0.08129,0.7886,0.2977,23.56,15.11,0.01315,0.0198,14.36,0.239,0.02387,87.46,0.2699,0.05766,B
630.5,13.08,0.1075,0.0311,520.0,0.01898,0.04568,96.09,20.49,0.004097,0.2776,0.07283,0.1312,0.08183,0.002425,0.1967,1.383,0.127,0.7477,0.3184,14.67,14.5,0.00649,0.01678,15.71,0.189,0.01698,85.63,0.1852,0.06811,B
314.9,9.504,0.1024,0.02076,273.9,0.01432,0.02956,65.13,15.66,0.009606,0.1148,0.06227,0.1324,0.07773,0.002968,0.1815,1.909,0.06492,0.9768,0.245,15.7,10.23,0.01421,0.02027,12.44,0.08867,0.01985,60.34,0.2773,0.06905,B
980.9,15.34,0.1073,0.09756,704.4,0.05328,0.2077,125.1,19.08,0.006789,0.5954,0.2393,0.139,0.09946,0.004394,0.2521,3.384,0.2135,0.7096,0.4667,44.91,18.07,0.02252,0.03672,14.26,0.6305,0.06446,102.5,0.4388,0.07032,M
2615.0,21.16,0.09428,0.08632,1404.0,0.01259,0.1097,188.0,35.59,0.004728,0.26,0.2009,0.1401,0.07526,0.001987,0.1769,4.303,0.1022,1.127,0.2822,93.99,29.17,0.01038,0.01083,23.04,0.3155,0.01715,137.2,0.6917,0.05278,M
2215.0,16.65,0.1121,0.0917,904.6,0.01882,0.1525,177.0,31.56,0.006048,0.3578,0.2095,0.1805,0.09564,0.002801,0.1995,5.455,0.1457,0.9017,0.3613,102.6,26.46,0.0113,0.01468,21.38,0.4695,0.02741,110.0,0.8068,0.0633,M
1461.0,17.14,0.1186,0.1401,912.7,0.03799,0.2229,152.4,21.4,0.008029,0.3949,0.255,0.1545,0.1059,0.007444,0.304,7.276,0.2276,0.976,0.4066,111.4,22.25,0.02397,0.02308,16.4,0.3853,0.03732,116.0,1.046,0.07413,M
896.9,14.58,0.1054,0.08783,644.8,0.03055,0.1425,122.4,33.21,0.004452,0.6643,0.2701,0.1525,0.1275,0.003711,0.2252,2.11,0.1868,0.9832,0.4264,21.05,17.62,0.01352,0.01454,21.53,0.5539,0.02681,97.41,0.2545,0.06924,M
1403.0,18.61,0.0944,0.07731,1094.0,0.02722,0.149,139.9,27.26,0.01075,0.2117,0.149,0.1338,0.07421,0.004217,0.1697,5.632,0.1066,1.849,0.2341,93.54,21.31,0.01911,0.02293,20.25,0.3446,0.05081,122.1,0.8529,0.05699,M
1269.0,15.3,0.1082,0.08751,732.4,0.03057,0.1683,149.3,36.71,0.005233,0.611,0.2024,0.1641,0.09876,0.002967,0.1926,3.498,0.1697,1.012,0.4027,43.5,20.27,0.01083,0.01768,25.27,0.6335,0.03576,102.4,0.439,0.0654,M
1227.0,17.57,0.09847,0.07953,955.1,0.03033,0.09875,134.9,19.52,0.005627,0.2812,0.1456,0.1255,0.07919,0.003742,0.1739,4.655,0.1157,0.8225,0.2756,61.1,20.01,0.01354,0.01925,15.05,0.2489,0.03407,115.0,0.6003,0.06149,M
1670.0,18.63,0.1064,0.1244,1088.0,0.03374,0.2319,160.5,34.01,0.006248,0.4257,0.1848,0.1491,0.09782,0.00456,0.2183,5.574,0.1887,1.466,0.3444,105.0,23.15,0.01158,0.02007,25.11,0.6133,0.05196,124.8,0.8307,0.06197,M
888.7,11.84,0.1109,0.05182,440.6,0.03414,0.1218,119.4,28.12,0.005551,0.5775,0.1546,0.1637,0.1402,0.005667,0.2301,3.475,0.1516,1.03,0.4761,41.0,16.82,0.01044,0.02273,18.7,0.6956,0.04205,77.93,0.4825,0.07799,M
1344.0,17.02,0.1197,0.1203,899.3,0.03082,0.2417,136.1,32.09,0.008268,0.3559,0.1847,0.1634,0.08482,0.003854,0.2248,3.999,0.1496,1.398,0.353,67.78,20.88,0.01112,0.02102,23.98,0.5588,0.05042,112.8,0.6009,0.06382,M
1813.0,19.27,0.09401,0.07593,1162.0,0.03318,0.1657,161.4,30.9,0.005015,0.659,0.1785,0.1509,0.1123,0.003896,0.1853,3.528,0.1719,0.6062,0.3672,68.17,24.15,0.009643,0.01543,26.47,0.6091,0.03497,127.9,0.5558,0.06261,M
1261.0,16.13,0.104,0.07752,807.2,0.02868,0.1354,132.7,27.26,0.004185,0.5804,0.1864,0.1446,0.1233,0.003817,0.1998,2.183,0.1559,0.6857,0.427,35.03,20.21,0.009067,0.01703,17.88,0.5274,0.02664,107.0,0.334,0.06515,M
1229.0,16.74,0.0961,0.06018,869.5,0.02499,0.1348,133.5,29.02,0.005776,0.3835,0.1813,0.1563,0.08633,0.002665,0.1896,3.008,0.1336,0.9197,0.4863,45.19,20.01,0.01195,0.02789,21.59,0.5409,0.03695,110.1,0.4615,0.05656,M
799.6,14.25,0.09823,0.05598,633.0,0.02995,0.1319,116.2,30.36,0.005878,0.4238,0.1447,0.1446,0.1014,0.004022,0.1885,2.657,0.1098,1.019,0.3591,24.91,15.89,0.01161,0.02028,21.72,0.5186,0.04815,93.63,0.286,0.06125,M
545.9,13.03,0.08983,0.02923,523.8,0.004899,0.02562,84.46,22.81,0.004352,0.04619,0.05013,0.09701,0.06169,0.001777,0.1467,1.17,0.03766,2.342,0.1987,14.16,13.3,0.01164,0.02671,18.42,0.04833,0.01343,82.61,0.1839,0.05863,B
698.8,14.99,0.09387,0.02899,698.8,0.01094,0.02398,95.54,25.2,0.006883,0.05131,0.02899,0.09387,0.05504,0.001754,0.1565,8.077,0.05131,2.188,0.1565,106.0,14.99,0.01917,0.007882,25.2,0.02398,0.01818,95.54,1.214,0.05504,M
740.4,13.48,0.1016,0.05439,559.2,0.02239,0.1063,107.3,26.02,0.005367,0.4225,0.2258,0.161,0.1071,0.003187,0.172,1.545,0.1255,0.5914,0.2807,18.52,15.53,0.01262,0.01377,20.82,0.503,0.03049,88.4,0.213,0.06419,M
787.9,13.44,0.08162,0.02031,563.0,0.01102,0.0311,102.5,30.25,0.00328,0.2043,0.1112,0.1094,0.07146,0.001286,0.1784,1.572,0.06031,0.8265,0.2994,20.53,15.93,0.006881,0.0138,21.58,0.2085,0.0139,86.18,0.2385,0.05587,M
514.0,10.95,0.1227,0.05669,371.1,0.01764,0.1044,87.22,35.34,0.008064,0.2698,0.1424,0.1909,0.09606,0.00304,0.1895,1.822,0.1218,1.428,0.2964,16.97,12.84,0.01037,0.01357,21.35,0.4023,0.02595,71.9,0.2366,0.0687,M
1651.0,19.07,0.09081,0.09961,1104.0,0.1006,0.2107,177.4,33.17,0.006548,0.7444,0.2493,0.1247,0.1038,0.007646,0.231,8.83,0.219,1.666,0.467,104.9,24.09,0.02638,0.05333,24.81,0.7242,0.09723,128.3,0.9811,0.06343,M
907.2,13.28,0.1041,0.06158,545.2,0.02147,0.09847,113.1,28.0,0.005072,0.3724,0.1492,0.153,0.1027,0.003317,0.1974,2.427,0.1436,0.8249,0.3739,31.33,17.38,0.00956,0.01719,20.28,0.3664,0.02185,87.32,0.3704,0.06782,M
740.7,13.17,0.09714,0.05252,531.5,0.01384,0.08259,105.5,29.89,0.00335,0.3904,0.1607,0.1503,0.09618,0.00172,0.1746,1.334,0.1047,0.6123,0.3693,14.49,16.23,0.006853,0.01113,21.81,0.3728,0.01452,85.42,0.1938,0.06177,M
1567.0,18.65,0.1099,0.1009,1076.0,0.03994,0.1974,150.6,21.32,0.006294,0.509,0.2378,0.1679,0.09185,0.003535,0.1907,4.293,0.1686,0.6633,0.3799,71.56,22.82,0.01695,0.02428,17.6,0.7345,0.05554,123.7,0.6289,0.06049,M
242.2,8.196,0.086,0.005917,201.9,0.01646,0.01588,57.26,21.96,0.008968,0.1357,0.02564,0.1297,0.07409,0.002582,0.1769,1.094,0.05943,0.9567,0.3105,8.205,8.964,0.005917,0.02574,16.84,0.0688,0.01588,51.71,0.1563,0.06503,B
759.4,13.17,0.1158,0.0734,534.6,0.02336,0.1226,102.8,27.95,0.006532,0.4166,0.2088,0.1786,0.1179,0.003643,0.2128,1.897,0.1231,0.8937,0.39,24.25,15.67,0.01215,0.01743,18.66,0.5006,0.02905,85.98,0.2871,0.06777,M
582.6,12.05,0.1031,0.02749,449.3,0.01427,0.06592,89.88,20.7,0.005488,0.2156,0.06548,0.1494,0.08301,0.002422,0.1675,1.848,0.09092,0.7294,0.2747,19.87,13.76,0.00566,0.01428,14.63,0.305,0.02322,78.04,0.2636,0.06043,B
698.8,13.49,0.08752,0.03384,561.0,0.01382,0.04751,99.0,31.82,0.004455,0.1711,0.1282,0.1162,0.06917,0.001956,0.1809,1.735,0.07698,1.353,0.2871,20.2,15.15,0.01184,0.01641,22.3,0.2282,0.02095,86.91,0.2338,0.05718,B
516.5,11.76,0.08637,0.01115,427.9,0.009758,0.01657,82.98,25.72,0.005857,0.08615,0.03715,0.1085,0.06563,0.001769,0.1495,2.635,0.04966,1.21,0.2433,28.47,12.98,0.007445,0.02406,21.6,0.05523,0.01168,74.72,0.4062,0.05888,B
656.7,13.64,0.07685,0.01723,571.8,0.01177,0.01857,96.08,23.19,0.004477,0.1582,0.08586,0.1089,0.08025,0.002551,0.1353,1.449,0.06059,0.9234,0.2346,14.55,14.67,0.007956,0.01325,16.34,0.105,0.01079,87.21,0.1872,0.05953,B
527.2,11.94,0.08261,0.01349,437.6,0.00838,0.01972,83.67,21.33,0.00721,0.08906,0.06296,0.1144,0.07408,0.002635,0.1868,1.52,0.04751,0.6329,0.2785,17.47,13.1,0.008,0.01996,18.24,0.09203,0.01311,75.71,0.2273,0.0611,B
1321.0,18.22,0.1148,0.106,1033.0,0.02961,0.1772,135.1,24.13,0.003899,0.2297,0.1325,0.128,0.07987,0.005126,0.2092,4.877,0.1485,1.593,0.3021,98.81,20.6,0.009222,0.02674,18.7,0.2623,0.02817,120.3,0.8337,0.0631,M
1030.0,15.1,0.09056,0.03334,712.8,0.0103,0.05253,117.7,31.69,0.004675,0.2057,0.153,0.1389,0.07873,0.001629,0.1616,2.097,0.07081,0.8339,0.2675,29.91,18.1,0.009222,0.01095,22.02,0.2712,0.01603,97.26,0.3105,0.05684,M
506.2,11.52,0.09524,0.02278,409.0,0.008722,0.03036,81.81,22.47,0.008328,0.0872,0.06316,0.1249,0.07036,0.002386,0.192,2.183,0.05473,0.9591,0.3306,23.47,12.84,0.00867,0.03218,18.75,0.09076,0.01349,73.34,0.3249,0.05907,B
2145.0,19.21,0.1053,0.08994,1152.0,0.02306,0.1323,170.1,28.14,0.006458,0.3511,0.2091,0.1624,0.08294,0.002608,0.1917,4.837,0.1267,1.193,0.3537,102.5,26.14,0.01538,0.01852,18.57,0.3879,0.02945,125.5,0.7275,0.05961,M
985.5,14.71,0.1137,0.08123,656.9,0.02855,0.1293,115.7,30.7,0.003659,0.429,0.1834,0.1368,0.1094,0.004108,0.2027,2.735,0.1365,1.15,0.3698,40.09,17.87,0.01272,0.01817,21.59,0.3587,0.02572,95.55,0.4226,0.06758,M
624.1,13.05,0.0806,0.004167,527.2,0.008593,0.000692,90.24,22.25,0.007491,0.06191,0.01111,0.1021,0.06289,0.00299,0.1819,2.595,0.03789,1.214,0.2439,32.96,14.23,0.004167,0.0219,19.31,0.001845,0.000692,82.61,0.404,0.05501,B
274.9,8.618,0.09752,0.007799,224.5,0.01055,0.02061,59.9,15.4,0.01011,0.1239,0.04419,0.1733,0.09026,0.002788,0.1683,1.046,0.05272,0.5796,0.322,8.322,9.507,0.005742,0.0209,11.79,0.1168,0.01981,54.34,0.1559,0.07187,B
368.6,10.17,0.1134,0.0129,311.9,0.01099,0.01084,69.86,17.45,0.007514,0.09866,0.02579,0.1275,0.0802,0.005953,0.2743,3.312,0.08061,1.441,0.3557,34.62,11.02,0.008193,0.04183,14.88,0.02168,0.007665,64.55,0.5158,0.0696,B
273.9,8.598,0.1243,0.009259,221.8,0.03162,0.03,62.06,27.04,0.01193,0.1698,0.02778,0.1639,0.07712,0.003048,0.1828,2.493,0.08963,2.067,0.2972,18.39,9.565,0.009259,0.03357,20.98,0.09001,0.03,54.66,0.3582,0.06757,B
959.5,14.25,0.1049,0.08653,645.7,0.07056,0.2135,119.1,29.51,0.009407,0.6247,0.1785,0.164,0.1132,0.006113,0.1949,5.373,0.2008,1.268,0.2844,60.78,17.67,0.01848,0.017,22.15,0.6922,0.06899,96.42,0.7036,0.07292,M
310.1,9.173,0.07721,0.0218,260.9,0.03938,0.05988,65.59,19.23,0.008738,0.1678,0.05087,0.09836,0.0849,0.005822,0.2341,2.608,0.08751,2.265,0.3282,23.52,10.01,0.0156,0.04192,13.86,0.1397,0.04312,59.2,0.4098,0.06963,B
888.3,12.68,0.1122,0.06873,499.0,0.02648,0.1128,111.8,33.47,0.007781,0.4061,0.1716,0.1851,0.1031,0.003601,0.1905,2.927,0.1262,1.178,0.3383,36.46,17.09,0.0129,0.01635,23.84,0.4024,0.02973,82.69,0.4255,0.0659,M
925.1,14.78,0.1172,0.09029,668.3,0.0231,0.1267,114.6,33.39,0.006703,0.3416,0.1614,0.1648,0.08911,0.003224,0.1953,2.45,0.1479,1.281,0.3321,35.24,17.31,0.01184,0.019,23.94,0.3024,0.02315,97.4,0.3577,0.06654,M
330.7,9.465,0.1044,0.01504,269.4,0.01755,0.02172,67.03,31.56,0.01052,0.1664,0.06517,0.1548,0.09211,0.004237,0.1717,1.66,0.07773,2.011,0.2878,14.2,10.41,0.009333,0.02279,21.01,0.09412,0.01714,60.11,0.2351,0.06899,B
466.7,11.31,0.08139,0.0223,394.1,0.009216,0.03709,78.0,23.84,0.009282,0.09148,0.06961,0.129,0.06641,0.002146,0.1516,1.831,0.04701,0.9429,0.24,18.15,12.33,0.008965,0.02183,19.04,0.1444,0.02063,71.8,0.2727,0.05667,B
324.7,9.029,0.1066,0.04375,250.5,0.08606,0.313,65.5,22.65,0.009549,0.4365,0.175,0.1482,0.1175,0.009559,0.2111,1.885,0.1413,1.194,0.4228,17.67,10.31,0.03322,0.04197,17.33,1.252,0.3038,58.79,0.3274,0.08046,B
554.9,12.78,0.09831,0.02864,502.5,0.005612,0.03653,85.67,19.76,0.007962,0.07061,0.05882,0.1296,0.0641,0.001906,0.159,1.471,0.05234,0.8732,0.2383,18.33,13.46,0.008662,0.02254,16.49,0.1039,0.01585,81.37,0.2368,0.05653,B
1866.0,18.94,0.09009,0.07951,1130.0,0.01652,0.108,165.9,26.58,0.004444,0.2336,0.1789,0.1193,0.06589,0.001698,0.1582,5.486,0.1029,0.7975,0.2551,96.05,24.86,0.0137,0.01386,21.31,0.2687,0.02269,123.6,0.7888,0.05461,M
284.4,8.888,0.09783,0.02872,244.0,0.09368,0.08606,62.56,15.67,0.01721,0.2436,0.04786,0.1207,0.1084,0.02193,0.1902,3.168,0.1531,0.8522,0.2254,25.44,9.733,0.01766,0.02541,14.64,0.1434,0.05671,58.79,0.5262,0.0898,B
1681.0,17.2,0.1071,0.07944,929.4,0.05616,0.1692,151.6,33.82,0.00582,0.7394,0.1899,0.1585,0.1339,0.006299,0.1927,3.705,0.183,1.041,0.3313,69.47,23.32,0.01127,0.01527,24.52,0.6566,0.04252,114.2,0.5907,0.06487,M
812.4,13.8,0.1007,0.05069,584.1,0.02065,0.07789,110.3,20.86,0.004717,0.3542,0.1383,0.1411,0.103,0.00313,0.1662,1.957,0.128,0.6205,0.2589,23.35,16.57,0.009206,0.0122,15.79,0.2779,0.01759,90.43,0.2787,0.06566,M
611.1,12.31,0.09172,0.02272,470.9,0.01819,0.03372,89.71,23.21,0.004854,0.1843,0.0866,0.1176,0.07609,0.002304,0.172,1.74,0.06829,1.025,0.2618,19.68,14.11,0.007965,0.01386,16.52,0.1703,0.01826,79.19,0.2505,0.05914,B
1223.0,16.07,0.09168,0.06638,817.7,0.02203,0.09769,128.8,24.56,0.01082,0.2045,0.152,0.15,0.06387,0.001948,0.1798,5.029,0.08424,1.016,0.265,79.25,19.77,0.01809,0.0155,19.65,0.2829,0.035,104.1,0.7474,0.05391,M
605.5,13.53,0.1291,0.06556,559.2,0.02839,0.06877,91.36,12.49,0.0134,0.1379,0.07407,0.1451,0.07191,0.006164,0.2403,2.652,0.1047,1.014,0.271,32.65,14.08,0.008239,0.02572,10.94,0.08539,0.01162,87.91,0.4101,0.06641,B
1610.0,18.05,0.1065,0.108,1006.0,0.05839,0.1684,150.1,18.91,0.00794,0.5634,0.2102,0.1478,0.1108,0.007054,0.2152,6.311,0.2146,0.5505,0.3751,134.8,22.39,0.0207,0.02591,16.15,0.3786,0.04658,120.2,0.9806,0.06673,M
1623.0,20.18,0.1286,0.1604,1245.0,0.06835,0.3754,170.3,31.72,0.01038,0.6164,0.2508,0.1639,0.09964,0.005987,0.2906,8.649,0.3454,1.885,0.544,116.4,23.37,0.02593,0.07895,23.97,0.7681,0.1091,143.7,0.9317,0.08142,M
622.1,12.86,0.09934,0.02315,506.3,0.01661,0.03889,91.88,24.82,0.005293,0.2141,0.07926,0.1289,0.07918,0.002848,0.1718,1.778,0.09546,1.095,0.2779,20.35,14.24,0.008179,0.01748,18.0,0.1731,0.02071,83.19,0.2655,0.05997,B
525.1,11.45,0.1102,0.02233,401.5,0.01706,0.04591,84.53,32.16,0.01037,0.1676,0.06127,0.1557,0.08851,0.003976,0.1842,2.077,0.09362,2.174,0.2762,24.62,13.11,0.007506,0.01816,20.97,0.1755,0.02586,73.81,0.3251,0.07005,B
614.9,13.34,0.1078,0.06987,520.0,0.03575,0.1169,96.66,23.19,0.006794,0.4791,0.1708,0.1536,0.1016,0.004603,0.1942,1.535,0.1535,1.016,0.3527,12.96,15.53,0.01383,0.02134,15.86,0.4858,0.0398,86.49,0.286,0.06902,B
2562.0,25.22,0.1063,0.1845,1878.0,0.05693,0.3339,211.7,33.62,0.008166,0.6076,0.2867,0.1573,0.1051,0.005893,0.1829,7.382,0.2665,1.474,0.2355,120.0,30.0,0.0203,0.01065,24.91,0.6476,0.0573,171.5,0.8973,0.06782,M
1298.0,19.1,0.1215,0.1469,1132.0,0.0605,0.1937,141.3,32.72,0.007545,0.2817,0.1841,0.1392,0.09203,0.01039,0.1634,5.801,0.1791,2.91,0.2311,67.1,20.33,0.01843,0.03056,26.29,0.2432,0.02134,129.1,0.519,0.07224,M
567.9,12.0,0.09723,0.01863,443.3,0.01812,0.04151,87.78,24.9,0.005969,0.2003,0.07632,0.1377,0.07924,0.002607,0.2079,1.441,0.07165,1.255,0.3379,16.16,13.67,0.007027,0.01972,15.65,0.2267,0.02007,76.95,0.2271,0.05968,B
1603.0,18.46,0.09874,0.08795,1075.0,0.01649,0.1335,152.2,27.68,0.006471,0.2089,0.1642,0.1398,0.08579,0.003755,0.2132,4.782,0.1053,1.475,0.3695,80.6,22.93,0.0142,0.0237,18.52,0.3157,0.02806,121.1,0.6997,0.06022,M
808.9,14.48,0.09444,0.04938,648.2,0.02983,0.1204,108.4,29.25,0.009369,0.1976,0.1225,0.1306,0.06846,0.003249,0.2075,3.301,0.09947,2.22,0.302,38.87,16.21,0.01761,0.02418,21.46,0.3349,0.05371,94.25,0.4204,0.05636,M
1623.0,19.02,0.09029,0.08271,1076.0,0.01842,0.1468,152.9,30.41,0.003872,0.3206,0.1956,0.1249,0.09288,0.003337,0.1953,3.055,0.1206,0.6636,0.3956,57.65,24.56,0.012,0.01964,24.59,0.5755,0.0371,122.0,0.5495,0.05629,M
574.7,12.36,0.08772,0.03745,466.1,0.02493,0.06015,91.46,30.5,0.007112,0.2463,0.1205,0.1304,0.09261,0.004463,0.193,2.203,0.09445,1.502,0.2972,20.95,13.83,0.01293,0.01958,21.8,0.2434,0.02703,79.78,0.2978,0.06404,B
803.6,14.64,0.1132,0.07064,651.9,0.04412,0.09966,109.4,18.24,0.005508,0.3089,0.1397,0.1277,0.08473,0.004841,0.2116,3.814,0.1339,0.7372,0.3151,42.76,16.34,0.01623,0.02427,15.24,0.2604,0.04436,95.77,0.5115,0.06346,B
803.7,14.62,0.08974,0.02957,662.7,0.01818,0.03102,102.9,29.11,0.004868,0.1766,0.06946,0.1115,0.07246,0.002893,0.1685,2.279,0.08606,1.111,0.2522,33.76,16.11,0.008606,0.02085,24.02,0.09189,0.01121,94.57,0.3721,0.05866,B
830.9,15.37,0.092,0.07483,728.2,0.02444,0.1122,107.5,25.84,0.009882,0.1997,0.1476,0.1257,0.06828,0.002142,0.1717,2.075,0.1036,0.8413,0.2556,29.44,16.43,0.01763,0.02471,22.76,0.2846,0.04531,100.2,0.3129,0.06097,M
830.6,13.27,0.07355,0.02648,551.7,0.01038,0.03261,104.5,22.35,0.004481,0.1238,0.1001,0.1006,0.06206,0.001435,0.1386,2.701,0.05055,1.153,0.2027,36.35,16.36,0.01082,0.01069,14.76,0.135,0.01358,84.74,0.4057,0.05318,B
699.4,13.45,0.1022,0.0278,555.1,0.01491,0.03974,97.59,25.94,0.005884,0.1751,0.07911,0.1339,0.06603,0.001817,0.1638,2.099,0.08165,1.373,0.2678,25.22,15.1,0.009366,0.01884,18.3,0.1381,0.01872,86.6,0.295,0.0571,B
1025.0,15.06,0.1039,0.08815,705.6,0.03715,0.17,123.5,24.23,0.00925,0.4203,0.2115,0.1551,0.08234,0.00352,0.1855,3.706,0.1553,0.9644,0.2834,47.14,18.23,0.01851,0.01498,19.83,0.5203,0.04867,100.3,0.4768,0.06284,M
1750.0,20.26,0.09078,0.08683,1264.0,0.03482,0.1465,156.1,31.59,0.006016,0.3539,0.1573,0.119,0.08368,0.004411,0.2095,4.554,0.1313,1.509,0.3689,87.87,24.22,0.01269,0.02657,23.03,0.4098,0.04232,132.4,0.7576,0.05649,M
495.2,12.18,0.1045,0.02941,451.1,0.01179,0.0249,82.14,20.92,0.005433,0.09358,0.05882,0.114,0.07376,0.003408,0.19,2.41,0.07057,1.511,0.2227,24.44,12.83,0.01519,0.0222,17.84,0.0498,0.01131,77.79,0.3661,0.06635,B
