feature_4,feature_29,feature_2,feature_7,feature_10,feature_11,feature_12,feature_21,feature_1,feature_6,feature_23,feature_30,feature_5,feature_20,feature_27,feature_26,feature_28,feature_16,feature_13,feature_17,feature_3,feature_9,feature_8,feature_24,feature_18,feature_22,feature_19,feature_25,feature_15,feature_14,diagnosis
797.8,0.2948,23.24,0.03299,0.05697,0.3795,1.187,19.19,16.02,0.06669,123.8,0.08452,0.08206,0.003042,0.1459,0.1551,0.09975,0.009269,2.466,0.01101,102.7,0.1528,0.03323,1150.0,0.007591,33.88,0.0146,0.1181,0.004029,40.51,M
781.0,0.3792,17.89,0.09954,0.06082,0.5058,0.9849,20.42,15.78,0.1292,136.5,0.1048,0.0971,0.004144,0.3965,0.5609,0.181,0.04061,3.564,0.02791,103.6,0.1842,0.06606,1299.0,0.01282,27.28,0.02008,0.1396,0.005771,54.16,M
1123.0,0.3176,24.8,0.2065,0.078,0.9555,3.568,20.96,19.17,0.2458,151.7,0.1023,0.0974,0.01284,0.3639,0.3903,0.1767,0.08297,11.07,0.0889,132.4,0.2397,0.1118,1332.0,0.0409,29.94,0.04484,0.1037,0.003139,116.2,M
782.7,0.2809,23.95,0.09938,0.05338,0.4033,1.078,16.84,15.85,0.1002,112.0,0.06287,0.08401,0.003002,0.2322,0.1924,0.1119,0.03126,2.903,0.05051,103.7,0.1847,0.05364,876.5,0.01992,27.66,0.02981,0.1131,0.009769,36.58,M
578.3,0.3596,22.61,0.2128,0.07682,0.2121,1.169,15.03,13.73,0.2293,108.8,0.1431,0.1131,0.008093,0.6943,0.7725,0.2208,0.05936,2.061,0.05501,93.6,0.2069,0.08025,697.7,0.01628,32.01,0.01961,0.1651,0.006429,19.21,M
658.8,0.4218,27.54,0.1639,0.07077,0.37,1.033,17.46,14.54,0.1595,124.1,0.1341,0.1139,0.005466,0.7026,0.6577,0.1712,0.0424,2.879,0.04741,96.73,0.2303,0.07364,943.2,0.0109,37.13,0.01857,0.1678,0.005607,32.55,M
684.5,0.3029,20.13,0.07395,0.05922,0.4727,1.24,19.07,14.68,0.072,123.4,0.08216,0.09867,0.002085,0.2914,0.1871,0.1609,0.01162,3.195,0.01998,94.74,0.1586,0.05259,1138.0,0.01109,30.88,0.0141,0.1464,0.005718,45.4,M
798.8,0.3706,20.68,0.1722,0.07356,0.5692,1.073,20.96,16.13,0.2022,136.8,0.1142,0.117,0.004142,0.4784,0.4233,0.2073,0.02501,3.854,0.03188,108.1,0.2164,0.1028,1315.0,0.01297,31.48,0.01689,0.1789,0.007026,54.18,M
1260.0,0.2768,22.15,0.1479,0.05395,0.7582,1.017,27.32,19.81,0.1027,186.8,0.07615,0.09831,0.001997,0.5372,0.315,0.2388,0.01893,5.865,0.03391,130.0,0.1582,0.09498,2398.0,0.01521,30.88,0.01356,0.1512,0.006494,112.4,M
566.3,0.2977,14.36,0.06664,0.05766,0.2699,0.7886,15.11,13.54,0.08129,99.7,0.07259,0.09779,0.0023,0.239,0.1773,0.1288,0.0146,2.058,0.02387,87.46,0.1885,0.04781,711.2,0.01315,19.26,0.0198,0.144,0.008462,23.56,B
520.0,0.3184,15.71,0.04568,0.06811,0.1852,0.7477,14.5,13.08,0.127,96.09,0.08183,0.1075,0.002425,0.189,0.2776,0.07283,0.01898,1.383,0.01698,85.63,0.1967,0.0311,630.5,0.00649,20.49,0.01678,0.1312,0.004097,14.67,B
273.9,0.245,12.44,0.02956,0.06905,0.2773,0.9768,10.23,9.504,0.06492,65.13,0.07773,0.1024,0.002968,0.08867,0.1148,0.06227,0.01432,1.909,0.01985,60.34,0.1815,0.02076,314.9,0.01421,15.66,0.02027,0.1324,0.009606,15.7,B
704.4,0.4667,14.26,0.2077,0.07032,0.4388,0.7096,18.07,15.34,0.2135,125.1,0.09946,0.1073,0.004394,0.6305,0.5954,0.2393,0.05328,3.384,0.06446,102.5,0.2521,0.09756,980.9,0.02252,19.08,0.03672,0.139,0.006789,44.91,M
1404.0,0.2822,23.04,0.1097,0.05278,0.6917,1.127,29.17,21.16,0.1022,188.0,0.07526,0.09428,0.001987,0.3155,0.26,0.2009,0.01259,4.303,0.01715,137.2,0.1769,0.08632,2615.0,0.01038,35.59,0.01083,0.1401,0.004728,93.99,M
904.6,0.3613,21.38,0.1525,0.0633,0.8068,0.9017,26.46,16.65,0.1457,177.0,0.09564,0.1121,0.002801,0.4695,0.3578,0.2095,0.01882,5.455,0.02741,110.0,0.1995,0.0917,2215.0,0.0113,31.56,0.01468,0.1805,0.006048,102.6,M
912.7,0.4066,16.4,0.2229,0.07413,1.046,0.976,22.25,17.14,0.2276,152.4,0.1059,0.1186,0.007444,0.3853,0.3949,0.255,0.03799,7.276,0.03732,116.0,0.304,0.1401,1461.0,0.02397,21.4,0.02308,0.1545,0.008029,111.4,M
644.8,0.4264,21.53,0.1425,0.06924,0.2545,0.9832,17.62,14.58,0.1868,122.4,0.1275,0.1054,0.003711,0.5539,0.6643,0.2701,0.03055,2.11,0.02681,97.41,0.2252,0.08783,896.9,0.01352,33.21,0.01454,0.1525,0.004452,21.05,M
1094.0,0.2341,20.25,0.149,0.05699,0.8529,1.849,21.31,18.61,0.1066,139.9,0.07421,0.0944,0.004217,0.3446,0.2117,0.149,0.02722,5.632,0.05081,122.1,0.1697,0.07731,1403.0,0.01911,27.26,0.02293,0.1338,0.01075,93.54,M
732.4,0.4027,25.27,0.1683,0.0654,0.439,1.012,20.27,15.3,0.1697,149.3,0.09876,0.1082,0.002967,0.6335,0.611,0.2024,0.03057,3.498,0.03576,102.4,0.1926,0.08751,1269.0,0.01083,36.71,0.01768,0.1641,0.005233,43.5,M
955.1,0.2756,15.05,0.09875,0.06149,0.6003,0.8225,20.01,17.57,0.1157,134.9,0.07919,0.09847,0.003742,0.2489,0.2812,0.1456,0.03033,4.655,0.03407,115.0,0.1739,0.07953,1227.0,0.01354,19.52,0.01925,0.1255,0.005627,61.1,M
1088.0,0.3444,25.11,0.2319,0.06197,0.8307,1.466,23.15,18.63,0.1887,160.5,0.09782,0.1064,0.00456,0.6133,0.4257,0.1848,0.03374,5.574,0.05196,124.8,0.2183,0.1244,1670.0,0.01158,34.01,0.02007,0.1491,0.006248,105.0,M
440.6,0.4761,18.7,0.1218,0.07799,0.4825,1.03,16.82,11.84,0.1516,119.4,0.1402,0.1109,0.005667,0.6956,0.5775,0.1546,0.03414,3.475,0.04205,77.93,0.2301,0.05182,888.7,0.01044,28.12,0.02273,0.1637,0.005551,41.0,M
899.3,0.353,23.98,0.2417,0.06382,0.6009,1.398,20.88,17.02,0.1496,136.1,0.08482,0.1197,0.003854,0.5588,0.3559,0.1847,0.03082,3.999,0.05042,112.8,0.2248,0.1203,1344.0,0.01112,32.09,0.02102,0.1634,0.008268,67.78,M
1162.0,0.3672,26.47,0.1657,0.06261,0.5558,0.6062,24.15,19.27,0.1719,161.4,0.1123,0.09401,0.003896,0.6091,0.659,0.1785,0.03318,3.528,0.03497,127.9,0.1853,0.07593,1813.0,0.009643,30.9,0.01543,0.1509,0.005015,68.17,M
807.2,0.427,17.88,0.1354,0.06515,0.334,0.6857,20.21,16.13,0.1559,132.7,0.1233,0.104,0.003817,0.5274,0.5804,0.1864,0.02868,2.183,0.02664,107.0,0.1998,0.07752,1261.0,0.009067,27.26,0.01703,0.1446,0.004185,35.03,M
869.5,0.4863,21.59,0.1348,0.05656,0.4615,0.9197,20.01,16.74,0.1336,133.5,0.08633,0.0961,0.002665,0.5409,0.3835,0.1813,0.02499,3.008,0.03695,110.1,0.1896,0.06018,1229.0,0.01195,29.02,0.02789,0.1563,0.005776,45.19,M
633.0,0.3591,21.72,0.1319,0.06125,0.286,1.019,15.89,14.25,0.1098,116.2,0.1014,0.09823,0.004022,0.5186,0.4238,0.1447,0.02995,2.657,0.04815,93.63,0.1885,0.05598,799.6,0.01161,30.36,0.02028,0.1446,0.005878,24.91,M
523.8,0.1987,18.42,0.02562,0.05863,0.1839,2.342,13.3,13.03,0.03766,84.46,0.06169,0.08983,0.001777,0.04833,0.04619,0.05013,0.004899,1.17,0.01343,82.61,0.1467,0.02923,545.9,0.01164,22.81,0.02671,0.09701,0.004352,14.16,B
698.8,0.1565,25.2,0.02398,0.05504,1.214,2.188,14.99,14.99,0.05131,95.54,0.05504,0.09387,0.001754,0.02398,0.05131,0.02899,0.01094,8.077,0.01818,95.54,0.1565,0.02899,698.8,0.01917,25.2,0.007882,0.09387,0.006883,106.0,M
559.2,0.2807,20.82,0.1063,0.06419,0.213,0.5914,15.53,13.48,0.1255,107.3,0.1071,0.1016,0.003187,0.503,0.4225,0.2258,0.02239,1.545,0.03049,88.4,0.172,0.05439,740.4,0.01262,26.02,0.01377,0.161,0.005367,18.52,M
563.0,0.2994,21.58,0.0311,0.05587,0.2385,0.8265,15.93,13.44,0.06031,102.5,0.07146,0.08162,0.001286,0.2085,0.2043,0.1112,0.01102,1.572,0.0139,86.18,0.1784,0.02031,787.9,0.006881,30.25,0.0138,0.1094,0.00328,20.53,M
371.1,0.2964,21.35,0.1044,0.0687,0.2366,1.428,12.84,10.95,0.1218,87.22,0.09606,0.1227,0.00304,0.4023,0.2698,0.1424,0.01764,1.822,0.02595,71.9,0.1895,0.05669,514.0,0.01037,35.34,0.01357,0.1909,0.008064,16.97,M
1104.0,0.467,24.81,0.2107,0.06343,0.9811,1.666,24.09,19.07,0.219,177.4,0.1038,0.09081,0.007646,0.7242,0.7444,0.2493,0.1006,8.83,0.09723,128.3,0.231,0.09961,1651.0,0.02638,33.17,0.05333,0.1247,0.006548,104.9,M
545.2,0.3739,20.28,0.09847,0.06782,0.3704,0.8249,17.38,13.28,0.1436,113.1,0.1027,0.1041,0.003317,0.3664,0.3724,0.1492,0.02147,2.427,0.02185,87.32,0.1974,0.06158,907.2,0.00956,28.0,0.01719,0.153,0.005072,31.33,M
531.5,0.3693,21.81,0.08259,0.06177,0.1938,0.6123,16.23,13.17,0.1047,105.5,0.09618,0.09714,0.00172,0.3728,0.3904,0.1607,0.01384,1.334,0.01452,85.42,0.1746,0.05252,740.7,0.006853,29.89,0.01113,0.1503,0.00335,14.49,M
1076.0,0.3799,17.6,0.1974,0.06049,0.6289,0.6633,22.82,18.65,0.1686,150.6,0.09185,0.1099,0.003535,0.7345,0.509,0.2378,0.03994,4.293,0.05554,123.7,0.1907,0.1009,1567.0,0.01695,21.32,0.02428,0.1679,0.006294,71.56,M
201.9,0.3105,16.84,0.01588,0.06503,0.1563,0.9567,8.964,8.196,0.05943,57.26,0.07409,0.086,0.002582,0.0688,0.1357,0.02564,0.01646,1.094,0.01588,51.71,0.1769,0.005917,242.2,0.005917,21.96,0.02574,0.1297,0.008968,8.205,B
534.6,0.39,18.66,0.1226,0.06777,0.2871,0.8937,15.67,13.17,0.1231,102.8,0.1179,0.1158,0.003643,0.5006,0.4166,0.2088,0.02336,1.897,0.02905,85.98,0.2128,0.0734,759.4,0.01215,27.95,0.01743,0.1786,0.006532,24.25,M
449.3,0.2747,14.63,0.06592,0.06043,0.2636,0.7294,13.76,12.05,0.09092,89.88,0.08301,0.1031,0.002422,0.305,0.2156,0.06548,0.01427,1.848,0.02322,78.04,0.1675,0.02749,582.6,0.00566,20.7,0.01428,0.1494,0.005488,19.87,B
561.0,0.2871,22.3,0.04751,0.05718,0.2338,1.353,15.15,13.49,0.07698,99.0,0.06917,0.08752,0.001956,0.2282,0.1711,0.1282,0.01382,1.735,0.02095,86.91,0.1809,0.03384,698.8,0.01184,31.82,0.01641,0.1162,0.004455,20.2,B
427.9,0.2433,21.6,0.01657,0.05888,0.4062,1.21,12.98,11.76,0.04966,82.98,0.06563,0.08637,0.001769,0.05523,0.08615,0.03715,0.009758,2.635,0.01168,74.72,0.1495,0.01115,516.5,0.007445,25.72,0.02406,0.1085,0.005857,28.47,B
571.8,0.2346,16.34,0.01857,0.05953,0.1872,0.9234,14.67,13.64,0.06059,96.08,0.08025,0.07685,0.002551,0.105,0.1582,0.08586,0.01177,1.449,0.01079,87.21,0.1353,0.01723,656.7,0.007956,23.19,0.01325,0.1089,0.004477,14.55,B
437.6,0.2785,18.24,0.01972,0.0611,0.2273,0.6329,13.1,11.94,0.04751,83.67,0.07408,0.08261,0.002635,0.09203,0.08906,0.06296,0.00838,1.52,0.01311,75.71,0.1868,0.01349,527.2,0.008,21.33,0.01996,0.1144,0.00721,17.47,B
1033.0,0.3021,18.7,0.1772,0.0631,0.8337,1.593,20.6,18.22,0.1485,135.1,0.07987,0.1148,0.005126,0.2623,0.2297,0.1325,0.02961,4.877,0.02817,120.3,0.2092,0.106,1321.0,0.009222,24.13,0.02674,0.128,0.003899,98.81,M
712.8,0.2675,22.02,0.05253,0.05684,0.3105,0.8339,18.1,15.1,0.07081,117.7,0.07873,0.09056,0.001629,0.2712,0.2057,0.153,0.0103,2.097,0.01603,97.26,0.1616,0.03334,1030.0,0.009222,31.69,0.01095,0.1389,0.004675,29.91,M
409.0,0.3306,18.75,0.03036,0.05907,0.3249,0.9591,12.84,11.52,0.05473,81.81,0.07036,0.09524,0.002386,0.09076,0.0872,0.06316,0.008722,2.183,0.01349,73.34,0.192,0.02278,506.2,0.00867,22.47,0.03218,0.1249,0.008328,23.47,B
1152.0,0.3537,18.57,0.1323,0.05961,0.7275,1.193,26.14,19.21,0.1267,170.1,0.08294,0.1053,0.002608,0.3879,0.3511,0.2091,0.02306,4.837,0.02945,125.5,0.1917,0.08994,2145.0,0.01538,28.14,0.01852,0.1624,0.006458,102.5,M
656.9,0.3698,21.59,0.1293,0.06758,0.4226,1.15,17.87,14.71,0.1365,115.7,0.1094,0.1137,0.004108,0.3587,0.429,0.1834,0.02855,2.735,0.02572,95.55,0.2027,0.08123,985.5,0.01272,30.7,0.01817,0.1368,0.003659,40.09,M
527.2,0.2439,19.31,0.000692,0.05501,0.404,1.214,14.23,13.05,0.03789,90.24,0.06289,0.0806,0.00299,0.001845,0.06191,0.01111,0.008593,2.595,0.000692,82.61,0.1819,0.004167,624.1,0.004167,22.25,0.0219,0.1021,0.007491,32.96,B
224.5,0.322,11.79,0.02061,0.07187,0.1559,0.5796,9.507,8.618,0.05272,59.9,0.09026,0.09752,0.002788,0.1168,0.1239,0.04419,0.01055,1.046,0.01981,54.34,0.1683,0.007799,274.9,0.005742,15.4,0.0209,0.1733,0.01011,8.322,B
311.9,0.3557,14.88,0.01084,0.0696,0.5158,1.441,11.02,10.17,0.08061,69.86,0.0802,0.1134,0.005953,0.02168,0.09866,0.02579,0.01099,3.312,0.007665,64.55,0.2743,0.0129,368.6,0.008193,17.45,0.04183,0.1275,0.007514,34.62,B
221.8,0.2972,20.98,0.03,0.06757,0.3582,2.067,9.565,8.598,0.08963,62.06,0.07712,0.1243,0.003048,0.09001,0.1698,0.02778,0.03162,2.493,0.03,54.66,0.1828,0.009259,273.9,0.009259,27.04,0.03357,0.1639,0.01193,18.39,B
645.7,0.2844,22.15,0.2135,0.07292,0.7036,1.268,17.67,14.25,0.2008,119.1,0.1132,0.1049,0.006113,0.6922,0.6247,0.1785,0.07056,5.373,0.06899,96.42,0.1949,0.08653,959.5,0.01848,29.51,0.017,0.164,0.009407,60.78,M
260.9,0.3282,13.86,0.05988,0.06963,0.4098,2.265,10.01,9.173,0.08751,65.59,0.0849,0.07721,0.005822,0.1397,0.1678,0.05087,0.03938,2.608,0.04312,59.2,0.2341,0.0218,310.1,0.0156,19.23,0.04192,0.09836,0.008738,23.52,B
499.0,0.3383,23.84,0.1128,0.0659,0.4255,1.178,17.09,12.68,0.1262,111.8,0.1031,0.1122,0.003601,0.4024,0.4061,0.1716,0.02648,2.927,0.02973,82.69,0.1905,0.06873,888.3,0.0129,33.47,0.01635,0.1851,0.007781,36.46,M
668.3,0.3321,23.94,0.1267,0.06654,0.3577,1.281,17.31,14.78,0.1479,114.6,0.08911,0.1172,0.003224,0.3024,0.3416,0.1614,0.0231,2.45,0.02315,97.4,0.1953,0.09029,925.1,0.01184,33.39,0.019,0.1648,0.006703,35.24,M
269.4,0.2878,21.01,0.02172,0.06899,0.2351,2.011,10.41,9.465,0.07773,67.03,0.09211,0.1044,0.004237,0.09412,0.1664,0.06517,0.01755,1.66,0.01714,60.11,0.1717,0.01504,330.7,0.009333,31.56,0.02279,0.1548,0.01052,14.2,B
394.1,0.24,19.04,0.03709,0.05667,0.2727,0.9429,12.33,11.31,0.04701,78.0,0.06641,0.08139,0.002146,0.1444,0.09148,0.06961,0.009216,1.831,0.02063,71.8,0.1516,0.0223,466.7,0.008965,23.84,0.02183,0.129,0.009282,18.15,B
250.5,0.4228,17.33,0.313,0.08046,0.3274,1.194,10.31,9.029,0.1413,65.5,0.1175,0.1066,0.009559,1.252,0.4365,0.175,0.08606,1.885,0.3038,58.79,0.2111,0.04375,324.7,0.03322,22.65,0.04197,0.1482,0.009549,17.67,B
502.5,0.2383,16.49,0.03653,0.05653,0.2368,0.8732,13.46,12.78,0.05234,85.67,0.0641,0.09831,0.001906,0.1039,0.07061,0.05882,0.005612,1.471,0.01585,81.37,0.159,0.02864,554.9,0.008662,19.76,0.02254,0.1296,0.007962,18.33,B
1130.0,0.2551,21.31,0.108,0.05461,0.7888,0.7975,24.86,18.94,0.1029,165.9,0.06589,0.09009,0.001698,0.2687,0.2336,0.1789,0.01652,5.486,0.02269,123.6,0.1582,0.07951,1866.0,0.0137,26.58,0.01386,0.1193,0.004444,96.05,M
244.0,0.2254,14.64,0.08606,0.0898,0.5262,0.8522,9.733,8.888,0.1531,62.56,0.1084,0.09783,0.02193,0.1434,0.2436,0.04786,0.09368,3.168,0.05671,58.79,0.1902,0.02872,284.4,0.01766,15.67,0.02541,0.1207,0.01721,25.44,B
929.4,0.3313,24.52,0.1692,0.06487,0.5907,1.041,23.32,17.2,0.183,151.6,0.1339,0.1071,0.006299,0.6566,0.7394,0.1899,0.05616,3.705,0.04252,114.2,0.1927,0.07944,1681.0,0.01127,33.82,0.01527,0.1585,0.00582,69.47,M
584.1,0.2589,15.79,0.07789,0.06566,0.2787,0.6205,16.57,13.8,0.128,110.3,0.103,0.1007,0.00313,0.2779,0.3542,0.1383,0.02065,1.957,0.01759,90.43,0.1662,0.05069,812.4,0.009206,20.86,0.0122,0.1411,0.004717,23.35,M
470.9,0.2618,16.52,0.03372,0.05914,0.2505,1.025,14.11,12.31,0.06829,89.71,0.07609,0.09172,0.002304,0.1703,0.1843,0.0866,0.01819,1.74,0.01826,79.19,0.172,0.02272,611.1,0.007965,23.21,0.01386,0.1176,0.004854,19.68,B
817.7,0.265,19.65,0.09769,0.05391,0.7474,1.016,19.77,16.07,0.08424,128.8,0.06387,0.09168,0.001948,0.2829,0.2045,0.152,0.02203,5.029,0.035,104.1,0.1798,0.06638,1223.0,0.01809,24.56,0.0155,0.15,0.01082,79.25,M
559.2,0.271,10.94,0.06877,0.06641,0.4101,1.014,14.08,13.53,0.1047,91.36,0.07191,0.1291,0.006164,0.08539,0.1379,0.07407,0.02839,2.652,0.01162,87.91,0.2403,0.06556,605.5,0.008239,12.49,0.02572,0.1451,0.0134,32.65,B
1006.0,0.3751,16.15,0.1684,0.06673,0.9806,0.5505,22.39,18.05,0.2146,150.1,0.1108,0.1065,0.007054,0.3786,0.5634,0.2102,0.05839,6.311,0.04658,120.2,0.2152,0.108,1610.0,0.0207,18.91,0.02591,0.1478,0.00794,134.8,M
1245.0,0.544,23.97,0.3754,0.08142,0.9317,1.885,23.37,20.18,0.3454,170.3,0.09964,0.1286,0.005987,0.7681,0.6164,0.2508,0.06835,8.649,0.1091,143.7,0.2906,0.1604,1623.0,0.02593,31.72,0.07895,0.1639,0.01038,116.4,M
506.3,0.2779,18.0,0.03889,0.05997,0.2655,1.095,14.24,12.86,0.09546,91.88,0.07918,0.09934,0.002848,0.1731,0.2141,0.07926,0.01661,1.778,0.02071,83.19,0.1718,0.02315,622.1,0.008179,24.82,0.01748,0.1289,0.005293,20.35,B
401.5,0.2762,20.97,0.04591,0.07005,0.3251,2.174,13.11,11.45,0.09362,84.53,0.08851,0.1102,0.003976,0.1755,0.1676,0.06127,0.01706,2.077,0.02586,73.81,0.1842,0.02233,525.1,0.007506,32.16,0.01816,0.1557,0.01037,24.62,B
520.0,0.3527,15.86,0.1169,0.06902,0.286,1.016,15.53,13.34,0.1535,96.66,0.1016,0.1078,0.004603,0.4858,0.4791,0.1708,0.03575,1.535,0.0398,86.49,0.1942,0.06987,614.9,0.01383,23.19,0.02134,0.1536,0.006794,12.96,B
1878.0,0.2355,24.91,0.3339,0.06782,0.8973,1.474,30.0,25.22,0.2665,211.7,0.1051,0.1063,0.005893,0.6476,0.6076,0.2867,0.05693,7.382,0.0573,171.5,0.1829,0.1845,2562.0,0.0203,33.62,0.01065,0.1573,0.008166,120.0,M
1132.0,0.2311,26.29,0.1937,0.07224,0.519,2.91,20.33,19.1,0.1791,141.3,0.09203,0.1215,0.01039,0.2432,0.2817,0.1841,0.0605,5.801,0.02134,129.1,0.1634,0.1469,1298.0,0.01843,32.72,0.03056,0.1392,0.007545,67.1,M
443.3,0.3379,15.65,0.04151,0.05968,0.2271,1.255,13.67,12.0,0.07165,87.78,0.07924,0.09723,0.002607,0.2267,0.2003,0.07632,0.01812,1.441,0.02007,76.95,0.2079,0.01863,567.9,0.007027,24.9,0.01972,0.1377,0.005969,16.16,B
1075.0,0.3695,18.52,0.1335,0.06022,0.6997,1.475,22.93,18.46,0.1053,152.2,0.08579,0.09874,0.003755,0.3157,0.2089,0.1642,0.01649,4.782,0.02806,121.1,0.2132,0.08795,1603.0,0.0142,27.68,0.0237,0.1398,0.006471,80.6,M
648.2,0.302,21.46,0.1204,0.05636,0.4204,2.22,16.21,14.48,0.09947,108.4,0.06846,0.09444,0.003249,0.3349,0.1976,0.1225,0.02983,3.301,0.05371,94.25,0.2075,0.04938,808.9,0.01761,29.25,0.02418,0.1306,0.009369,38.87,M
1076.0,0.3956,24.59,0.1468,0.05629,0.5495,0.6636,24.56,19.02,0.1206,152.9,0.09288,0.09029,0.003337,0.5755,0.3206,0.1956,0.01842,3.055,0.0371,122.0,0.1953,0.08271,1623.0,0.012,30.41,0.01964,0.1249,0.003872,57.65,M
466.1,0.2972,21.8,0.06015,0.06404,0.2978,1.502,13.83,12.36,0.09445,91.46,0.09261,0.08772,0.004463,0.2434,0.2463,0.1205,0.02493,2.203,0.02703,79.78,0.193,0.03745,574.7,0.01293,30.5,0.01958,0.1304,0.007112,20.95,B
651.9,0.3151,15.24,0.09966,0.06346,0.5115,0.7372,16.34,14.64,0.1339,109.4,0.08473,0.1132,0.004841,0.2604,0.3089,0.1397,0.04412,3.814,0.04436,95.77,0.2116,0.07064,803.6,0.01623,18.24,0.02427,0.1277,0.005508,42.76,B
662.7,0.2522,24.02,0.03102,0.05866,0.3721,1.111,16.11,14.62,0.08606,102.9,0.07246,0.08974,0.002893,0.09189,0.1766,0.06946,0.01818,2.279,0.01121,94.57,0.1685,0.02957,803.7,0.008606,29.11,0.02085,0.1115,0.004868,33.76,B
728.2,0.2556,22.76,0.1122,0.06097,0.3129,0.8413,16.43,15.37,0.1036,107.5,0.06828,0.092,0.002142,0.2846,0.1997,0.1476,0.02444,2.075,0.04531,100.2,0.1717,0.07483,830.9,0.01763,25.84,0.02471,0.1257,0.009882,29.44,M
551.7,0.2027,14.76,0.03261,0.05318,0.4057,1.153,16.36,13.27,0.05055,104.5,0.06206,0.07355,0.001435,0.135,0.1238,0.1001,0.01038,2.701,0.01358,84.74,0.1386,0.02648,830.6,0.01082,22.35,0.01069,0.1006,0.004481,36.35,B
555.1,0.2678,18.3,0.03974,0.0571,0.295,1.373,15.1,13.45,0.08165,97.59,0.06603,0.1022,0.001817,0.1381,0.1751,0.07911,0.01491,2.099,0.01872,86.6,0.1638,0.0278,699.4,0.009366,25.94,0.01884,0.1339,0.005884,25.22,B
705.6,0.2834,19.83,0.17,0.06284,0.4768,0.9644,18.23,15.06,0.1553,123.5,0.08234,0.1039,0.00352,0.5203,0.4203,0.2115,0.03715,3.706,0.04867,100.3,0.1855,0.08815,1025.0,0.01851,24.23,0.01498,0.1551,0.00925,47.14,M
1264.0,0.3689,23.03,0.1465,0.05649,0.7576,1.509,24.22,20.26,0.1313,156.1,0.08368,0.09078,0.004411,0.4098,0.3539,0.1573,0.03482,4.554,0.04232,132.4,0.2095,0.08683,1750.0,0.01269,31.59,0.02657,0.119,0.006016,87.87,M
451.1,0.2227,17.84,0.0249,0.06635,0.3661,1.511,12.83,12.18,0.07057,82.14,0.07376,0.1045,0.003408,0.0498,0.09358,0.05882,0.01179,2.41,0.01131,77.79,0.19,0.02941,495.2,0.01519,20.92,0.0222,0.114,0.005433,24.44,B
