feature_4,feature_2,feature_5,feature_6,feature_8,feature_3,feature_1,feature_7,target
24,106,0,265,29,60,7,296,1
23,104,116,278,23,64,0,454,0
0,114,0,249,57,74,5,744,0
10,108,278,253,22,62,2,881,0
0,146,0,379,28,70,0,334,1
28,129,122,359,39,76,10,28,0
15,133,155,324,37,88,7,262,0
0,161,0,304,47,86,7,165,1
0,108,0,27,52,80,2,259,1
26,136,135,26,51,74,7,647,0
44,155,545,387,34,84,5,619,0
39,119,220,456,29,86,1,808,1
17,96,49,208,26,56,4,34,0
43,108,75,361,33,72,5,263,0
29,78,40,369,21,88,0,434,0
30,107,74,366,25,62,0,757,1
37,128,182,433,31,78,2,1224,1
45,128,194,405,24,48,1,613,1
0,161,0,219,65,50,0,254,0
31,151,120,355,28,62,6,692,0
38,146,360,28,29,70,2,337,1
29,126,215,307,24,84,0,52,0
25,100,184,366,46,78,14,412,1
0,112,0,236,58,72,8,84,0
0,167,0,323,30,0,0,839,1
33,144,135,316,25,58,2,422,1
41,77,42,358,35,82,5,156,0
0,115,0,529,28,98,5,209,1
0,150,0,21,37,76,3,207,0
37,120,105,397,29,76,2,215,0
23,161,132,255,47,68,10,326,1
14,137,148,248,21,68,0,143,0
19,128,180,305,25,68,0,1391,1
28,124,205,329,30,68,2,875,1
30,80,0,262,41,66,6,313,0
37,106,148,394,22,70,0,605,0
17,155,96,266,27,74,2,433,1
10,113,85,295,25,50,3,626,0
31,109,0,359,43,80,7,1127,1
22,112,94,341,26,68,2,315,0
11,99,64,193,30,80,3,284,0
0,182,0,305,29,74,3,345,1
39,115,140,381,28,66,3,15,0
0,194,0,235,59,78,6,129,1
12,129,231,275,31,60,4,527,0
30,112,0,316,25,74,3,197,1
20,124,0,274,36,70,0,254,1
33,152,29,268,43,90,13,731,1
32,112,0,357,21,75,2,148,0
21,157,168,256,24,72,1,123,0
32,122,156,351,30,64,1,692,1
0,179,0,351,37,70,10,2,0
36,102,120,455,23,86,2,127,1
32,105,68,308,37,70,6,122,0
19,118,0,231,46,72,8,1476,0
16,87,52,327,25,58,2,166,0
0,180,0,433,41,0,1,282,1
0,106,0,236,44,80,12,137,0
18,95,58,239,22,60,1,26,0
43,165,255,479,26,76,0,259,0
0,117,0,338,44,0,0,932,0
0,115,0,312,44,76,5,343,1
34,152,171,342,33,78,9,893,1
0,178,0,399,41,84,7,331,1
13,130,105,259,22,70,1,472,0
21,95,73,259,36,74,1,673,0
35,0,0,32,22,68,1,389,0
0,122,0,347,33,86,5,29,0
0,95,0,368,57,72,8,485,0
36,126,108,385,49,88,8,349,0
19,139,83,287,22,46,1,654,0
0,116,0,235,23,0,3,187,0
19,99,74,218,26,62,3,279,0
32,0,0,41,37,80,5,346,1
0,92,0,422,29,80,4,237,0
0,137,0,312,30,84,4,252,0
28,61,0,344,46,82,3,243,0
12,90,43,272,24,62,1,58,0
0,90,0,427,21,78,3,559,0
0,165,0,304,49,88,9,302,1
40,125,167,333,28,50,1,962,1
30,129,0,399,44,0,13,569,1
40,88,54,353,48,74,12,378,0
36,196,249,365,29,76,1,875,1
33,189,325,312,29,64,5,583,1
0,158,0,298,63,70,5,207,0
37,103,0,392,65,108,5,305,0
0,146,0,385,67,78,4,52,1
25,147,293,349,30,74,4,385,0
28,99,83,34,30,54,5,499,0
0,124,0,276,29,72,6,368,1
17,101,0,21,21,64,0,252,0
16,81,66,275,22,86,3,306,0
28,133,140,328,45,102,1,234,1
48,173,465,384,25,82,3,2137,1
23,118,89,0,21,64,0,1731,0
22,84,66,358,21,64,0,545,0
40,105,94,349,25,58,2,225,0
43,122,158,362,28,52,2,816,0
43,140,325,392,58,82,12,528,1
15,98,84,252,22,82,0,299,0
37,87,75,372,22,60,1,509,0
0,156,0,483,32,75,4,238,1
39,93,72,434,35,100,0,1021,0
30,107,82,308,24,72,1,821,0
22,105,0,20,22,68,0,236,0
8,109,182,254,21,60,1,947,0
18,90,59,251,25,62,1,1268,0
24,125,110,243,25,70,1,221,0
13,119,50,223,24,54,1,205,0
29,116,0,323,35,74,5,66,1
36,105,0,433,45,100,8,239,1
26,144,285,32,58,82,5,452,1
23,100,81,316,28,68,3,949,0
29,100,196,32,42,66,1,444,0
0,166,0,457,27,76,5,34,1
14,131,415,237,21,64,1,389,0
12,116,87,221,37,72,4,463,0
0,158,0,329,31,78,4,803,1
24,127,275,277,25,58,2,16,0
34,96,115,247,39,56,3,944,0
40,131,0,343,22,66,0,196,1
0,82,0,211,25,70,3,389,0
31,193,0,349,25,70,3,241,1
0,95,0,32,31,64,4,161,1
0,137,0,242,55,61,6,151,0
41,136,88,35,35,84,5,286,1
25,72,0,316,38,78,9,28,0
0,168,0,329,41,64,5,135,1
32,123,165,421,26,48,2,52,0
0,115,0,289,46,72,4,376,1
0,101,0,219,25,62,0,336,0
0,197,0,259,39,74,8,1191,1
49,172,579,424,28,68,1,702,1
39,102,0,357,28,90,6,674,0
30,112,176,344,25,72,1,528,0
23,143,310,424,22,84,1,1076,0
22,143,61,262,21,74,1,256,0
35,138,167,346,21,60,0,534,1
33,173,474,357,22,84,3,258,1
21,97,0,272,22,68,1,1095,0
32,144,0,385,37,82,4,554,1
0,83,0,182,27,68,1,624,0
29,129,115,264,28,64,3,219,1
41,119,170,453,26,88,1,507,0
18,94,76,26,21,68,2,561,0
46,102,78,406,21,64,0,496,0
22,115,0,308,21,64,2,421,0
32,151,210,429,36,78,8,516,1
39,184,277,37,31,78,4,264,1
0,94,0,0,25,0,0,256,0
30,181,180,341,38,64,1,328,1
46,135,145,406,26,94,0,284,0
25,95,180,35,43,82,1,233,1
0,99,0,222,23,0,2,108,0
16,89,85,304,38,74,3,551,0
11,80,60,30,22,74,1,527,0
0,139,0,256,29,75,2,167,0
8,90,0,245,36,68,1,1138,0
0,141,0,424,29,0,0,205,1
33,140,0,374,41,85,12,244,0
0,147,0,299,28,75,5,434,0
15,97,0,182,21,70,1,147,0
0,107,0,368,31,88,6,727,0
25,189,0,343,41,104,0,435,1
23,83,50,322,22,66,2,497,0
27,117,120,332,24,64,4,23,0
0,108,0,305,33,70,8,955,1
12,117,0,297,30,62,4,38,1
63,180,14,594,25,78,0,242,1
12,100,70,253,28,72,1,658,0
45,95,92,365,26,80,0,33,0
37,104,64,336,22,64,0,51,1
18,120,63,305,26,74,0,285,0
13,82,95,212,23,64,1,415,0
0,134,0,289,23,70,2,542,1
32,91,210,399,25,68,0,381,0
0,119,0,196,72,0,2,832,0
28,100,105,378,24,54,2,498,0
30,175,0,336,38,62,14,212,1
0,135,0,267,62,54,1,687,0
28,86,71,302,24,68,5,364,0
48,148,237,376,51,84,10,1001,1
33,134,60,259,81,74,9,46,0
22,120,56,208,48,72,9,733,0
0,71,0,218,26,62,1,416,0
40,74,49,353,39,70,8,705,0
30,88,0,276,37,78,5,258,0
0,115,0,24,34,98,10,1022,0
13,124,105,218,21,56,0,452,0
10,74,36,278,22,52,0,269,0
36,97,100,368,25,64,0,6,0
0,120,0,30,38,0,8,183,1
41,154,140,461,27,78,6,571,0
40,144,0,413,28,82,1,607,0
38,137,0,332,22,70,0,17,0
27,119,0,388,22,66,0,259,0
0,136,0,299,50,90,7,21,0
0,114,0,289,24,64,4,126,0
27,137,0,273,59,84,0,231,0
45,105,191,337,29,80,2,711,1
17,114,110,238,31,76,7,466,0
38,126,75,259,39,74,8,162,0
31,132,0,28,63,86,4,419,0
30,158,328,355,35,70,3,344,1
37,123,0,352,29,88,0,197,0
22,85,49,278,28,58,4,306,0
31,84,125,382,23,82,0,233,0
0,145,0,442,31,0,0,63,1
42,135,250,423,24,68,0,365,1
41,139,480,407,21,62,1,536,0
32,173,265,465,58,78,0,1159,0
17,99,0,256,28,72,4,294,0
0,194,0,261,67,80,8,551,0
28,83,66,368,24,65,2,629,0
30,89,0,335,42,90,2,292,0
38,99,0,328,33,68,4,145,0
18,125,122,289,45,70,4,1144,1
0,80,0,0,22,0,3,174,0
0,166,0,266,66,74,6,304,0
0,110,0,26,30,68,5,292,0
15,81,76,301,25,72,2,547,0
33,195,145,251,55,70,7,163,1
32,154,193,293,39,74,6,839,0
19,117,71,252,21,90,2,313,0
32,84,0,372,28,72,3,267,0
41,0,0,39,41,68,6,727,1
25,94,79,333,41,64,7,738,0
39,96,0,373,40,78,3,238,0
0,75,0,333,38,82,10,263,0
26,180,90,365,35,90,0,314,1
23,130,170,286,21,60,1,692,0
23,84,76,304,21,50,2,968,0
0,120,0,25,64,78,8,409,0
31,84,0,297,46,72,12,297,1
17,139,210,221,21,62,0,207,0
0,91,0,242,58,68,9,2,0
0,91,0,273,22,62,2,525,0
19,99,86,256,24,54,3,154,0
18,163,105,316,28,70,3,268,1
34,145,165,303,53,88,9,771,1
0,125,0,376,51,86,7,304,0
0,76,0,328,41,60,13,18,0
7,129,326,196,60,90,6,582,0
32,68,66,25,25,70,2,187,0
33,124,130,332,26,80,3,305,0
0,114,0,0,26,0,6,189,0
0,130,0,342,45,70,9,652,1
0,125,0,316,24,58,3,151,0
18,87,0,218,21,60,3,444,0
19,97,82,182,21,64,1,299,0
15,116,105,263,24,74,3,107,0
31,117,188,308,22,66,0,493,0
0,111,0,246,31,65,0,66,0
18,122,106,298,22,60,2,717,0
0,107,0,453,24,76,0,686,0
52,86,65,413,29,66,1,917,0
0,91,0,298,31,0,6,501,0
30,77,56,333,24,56,1,1251,0
0,132,0,329,23,0,4,302,1
0,105,0,296,46,90,0,197,0
0,57,0,217,67,60,0,735,0
37,127,210,363,23,80,0,804,0
49,129,155,364,32,92,3,968,1
40,100,215,394,43,74,8,661,1
25,128,190,324,27,72,3,549,1
32,90,0,349,56,85,10,825,1
23,84,56,395,25,90,4,159,0
29,88,76,32,29,78,1,365,0
35,186,225,345,37,90,8,423,1
27,187,207,436,53,76,5,1034,1
21,131,166,331,28,68,4,16,0
43,164,67,328,50,82,1,341,0
31,189,0,285,37,110,4,68,0
28,116,0,274,21,70,1,204,0
30,84,106,319,25,68,3,591,0
0,114,0,278,66,88,6,247,0
24,88,44,299,23,62,1,422,0
23,84,115,369,28,64,1,471,0
33,124,215,255,37,70,7,161,0
40,97,0,381,30,70,1,218,0
0,110,0,278,58,76,8,237,0
40,103,0,462,42,68,11,126,0
0,85,0,301,35,74,11,3,0
0,125,0,338,54,76,6,121,1
32,198,274,413,28,66,0,502,1
34,87,77,376,24,68,1,401,0
19,99,54,269,32,60,6,497,0
0,91,0,324,27,80,0,601,0
14,95,88,261,22,54,2,748,0
30,99,18,386,21,72,1,412,0
32,92,126,32,46,62,6,85,0
29,154,126,313,37,72,4,338,0
30,121,165,343,33,66,0,203,1
0,78,0,325,39,70,3,27,0
0,130,0,226,21,96,2,268,0
31,111,44,295,22,58,3,43,0
17,98,120,347,22,60,2,198,0
30,143,330,301,23,86,1,892,0
47,119,63,355,25,44,1,28,0
20,108,130,24,35,44,6,813,0
0,118,0,429,21,80,2,693,1
0,133,0,27,36,68,10,245,0
99,197,0,347,62,70,2,575,1
46,151,0,421,21,90,0,371,1
27,109,0,25,27,60,6,206,0
17,121,0,265,62,78,12,259,0
0,100,0,387,42,76,8,19,0
24,124,600,287,52,76,8,687,1
11,93,0,225,22,56,1,417,0
0,143,0,349,41,66,8,129,1
0,103,0,243,29,66,6,249,0
27,176,156,333,52,86,3,1154,1
0,73,0,211,25,0,0,342,0
40,111,0,468,45,84,11,925,1
50,112,140,394,24,78,2,175,0
0,132,0,344,44,80,3,402,1
22,82,115,285,25,52,2,1699,0
45,123,230,336,34,72,6,733,0
14,188,185,32,22,82,0,682,1
0,67,0,453,46,76,0,194,0
19,89,25,278,21,24,1,559,0
0,173,0,368,38,74,1,88,1
18,109,120,231,26,38,1,407,0
19,108,0,271,24,88,1,4,0
0,96,0,237,28,0,6,19,0
36,124,0,278,30,74,1,1,0
29,150,126,352,54,78,7,692,1
0,183,0,284,36,0,4,212,1
32,124,0,358,21,60,1,514,0
42,181,293,40,22,78,1,1258,1
25,92,41,195,25,62,1,482,0
39,152,272,415,27,82,0,27,0
13,111,182,24,23,62,1,138,0
21,106,158,309,24,54,3,292,0
22,174,194,329,36,58,3,593,1
42,168,321,382,40,88,7,787,1
28,105,0,325,26,80,6,878,0
26,138,144,361,50,74,11,557,1
0,106,0,258,27,72,3,207,0
0,117,0,287,30,96,6,157,0
13,68,15,201,23,62,2,257,0
24,112,0,282,50,82,9,1282,1
0,119,0,324,24,0,0,141,1
42,112,160,384,28,86,2,246,0
20,92,0,242,28,76,2,1698,0
0,183,0,408,45,94,6,1461,0
27,94,115,435,21,70,0,347,0
0,108,0,308,21,64,2,158,0
47,90,54,377,29,88,4,362,0
0,125,0,247,21,68,0,206,0
0,132,0,324,21,78,0,393,0
0,128,0,346,45,80,5,144,0
22,94,0,247,21,65,4,148,0
0,114,0,274,34,64,7,732,1
40,102,90,345,24,78,0,238,0
0,111,0,262,23,60,2,343,0
17,128,183,275,22,82,1,115,0
0,92,0,259,31,62,10,167,0
0,104,0,312,38,72,13,465,1
0,104,0,288,48,74,5,153,0
18,94,66,316,23,76,2,649,0
32,97,91,409,32,76,7,871,1
12,100,46,195,28,74,1,149,0
17,102,105,293,27,86,0,695,0
0,128,0,343,24,70,4,303,0
0,147,0,295,50,80,6,178,1
0,90,0,28,31,0,4,61,0
30,103,152,276,27,72,3,73,0
35,157,440,394,30,74,2,134,0
17,167,144,234,33,74,1,447,1
36,179,159,378,22,50,0,455,1
35,136,130,283,42,84,11,26,1
25,107,0,264,23,60,0,133,0
25,91,100,252,23,54,1,234,0
23,117,106,338,27,60,1,466,0
40,123,77,341,28,74,5,269,0
0,120,0,268,27,54,2,455,0
28,106,135,342,22,70,1,142,0
27,155,540,387,25,52,2,24,1
35,101,90,218,22,58,2,155,0
48,120,200,389,41,80,1,1162,0
0,127,0,39,51,106,11,19,0
31,80,70,342,27,82,3,1292,1
0,162,0,277,54,84,10,182,0
43,199,0,429,22,76,1,1394,1
46,167,231,376,43,106,8,165,1
46,145,130,379,40,80,9,637,1
39,115,0,337,40,60,6,245,1
45,112,132,348,24,80,1,217,0
18,145,0,325,70,82,4,235,1
27,111,0,275,40,70,10,141,1
33,98,190,34,43,58,6,43,0
30,154,100,309,45,78,9,164,0
26,165,168,336,49,68,6,631,0
10,99,0,254,21,58,1,551,0
23,68,49,355,47,106,10,285,0
35,123,240,573,22,100,3,88,0
0,91,0,356,68,82,8,587,0
0,195,0,309,31,70,6,328,1
0,156,0,248,53,86,9,23,1
0,93,0,353,25,60,0,263,0
0,121,0,36,25,52,3,127,1
17,101,265,242,23,58,2,614,0
28,56,45,242,22,56,2,332,0
36,162,0,496,26,76,0,364,1
39,95,105,446,22,64,0,366,0
0,125,0,323,27,80,4,536,1
0,136,0,0,69,82,5,64,0
26,129,205,332,25,74,2,591,0
0,130,0,231,22,64,3,314,0
19,107,0,283,29,50,1,181,0
26,140,180,241,23,74,1,828,0
46,144,180,461,46,82,1,335,1
0,107,0,246,34,80,8,856,0
0,158,0,423,44,114,13,257,1
32,121,95,391,23,70,2,886,0
49,129,125,385,43,68,7,439,1
0,90,0,235,25,60,2,191,0
24,142,480,304,43,90,7,128,1
19,169,125,299,31,74,3,268,1
0,99,0,25,22,0,0,253,0
11,127,155,345,28,88,4,598,0
0,118,0,445,26,70,4,904,0
27,122,200,359,26,76,2,483,0
31,125,0,276,49,78,6,565,1
29,168,0,35,52,88,1,905,1
0,129,0,385,41,0,2,304,0
20,110,100,284,27,76,4,118,0
36,80,0,398,28,80,6,177,0
0,115,0,0,30,0,10,261,1
21,127,335,344,22,46,2,176,0
0,164,0,328,45,78,9,148,1
32,93,160,38,23,64,2,674,1
13,158,387,312,24,64,3,295,0
27,126,22,296,40,78,5,439,0
36,129,0,412,38,62,10,441,1
20,134,291,264,21,58,0,352,0
0,102,0,295,32,74,3,121,0
33,187,392,339,34,50,7,826,1
39,173,185,338,31,78,3,97,1
18,94,0,231,56,72,10,595,0
46,108,178,355,24,60,1,415,0
27,97,0,356,52,76,5,378,1
19,83,0,293,34,86,4,317,0
36,114,200,381,21,66,1,289,0
29,149,127,293,42,68,1,349,1
30,117,105,391,42,86,5,251,0
0,111,0,328,45,94,1,265,0
40,112,0,394,38,78,4,236,0
29,116,180,361,25,78,1,496,0
26,141,0,324,22,84,0,433,0
0,175,0,229,22,88,2,326,0
0,92,0,301,22,52,2,141,0
23,130,79,284,34,78,3,323,1
0,120,0,284,22,86,8,259,1
37,174,120,445,24,88,2,646,1
27,106,165,29,22,56,2,426,0
0,105,0,233,53,75,2,56,0
32,95,0,354,28,60,4,284,0
27,126,120,274,21,86,0,515,0
23,65,0,32,42,72,8,6,0
17,99,160,366,21,60,2,453,0
0,102,0,395,42,74,1,293,1
37,120,150,423,48,80,11,785,1
20,102,94,308,26,44,3,4,0
18,109,116,285,22,58,1,219,0
0,140,0,327,45,94,9,734,1
37,153,140,406,39,88,13,1174,0
33,100,105,30,46,84,12,488,0
41,147,0,493,27,94,1,358,1
41,81,57,463,32,74,1,1096,0
22,187,200,364,36,70,3,408,1
0,162,0,243,50,62,6,178,1
0,136,0,312,22,70,4,1182,1
39,121,74,39,28,78,1,261,0
24,108,0,26,25,62,3,223,0
44,181,510,433,26,88,0,222,1
32,154,0,324,45,78,8,443,1
39,128,110,365,37,88,1,1057,1
41,137,0,32,39,90,7,391,0
0,123,0,363,52,72,0,258,1
0,106,0,375,26,76,1,197,0
0,190,0,355,66,92,6,278,1
26,88,16,284,22,58,2,766,0
31,170,0,44,43,74,9,403,1
0,89,0,225,33,62,9,142,0
48,101,180,329,63,76,10,171,0
27,122,0,368,27,70,2,34,0
23,121,112,262,30,72,5,245,0
0,126,0,301,47,60,1,349,1
31,93,0,304,23,70,1,315,0
