feature_53,feature_61,feature_1,feature_19,feature_65,feature_2,feature_55,feature_6,feature_29,feature_32,feature_45,feature_25,feature_41,feature_8,target
0.01413,0.01107,0,0.00749,0.0315,104581,0.01771,0.03048,0.00971,0.01754,0.01328,0.0252,0.01464,0.00988,1
0.01279,0.00506,0,0.01577,0.01726,10462,0.01696,0.0238,0.0122,0.00803,0.03392,0.00625,0.01547,0.03184,1
0.01011,0.00518,0,0.01602,0.02344,10464,0.02259,0.00951,0.00919,0.01325,0.02013,0.01053,0.01189,0.02489,1
0.02939,0.00673,0,0.01077,0.02086,104664,0.01638,0.0332,0.01144,0.01189,0.02221,0.02288,0.0341,0.00606,1
0.01095,0.00176,0,0.01445,0.00804,10468,0.01073,0.01552,0.00795,0.00682,0.02258,0.00722,0.01191,0.03755,1
0.01276,0.00608,0,0.01431,0.02945,10484,0.02575,0.0304,0.01478,0.02039,0.01788,0.00835,0.01168,0.02361,1
0.003,0.003,0,0.0165,0.00525,10490,0.02101,0.009,0.00825,0.01275,0.009,0.03376,0.00825,0.02326,1
0.01945,0.04227,0,0.00845,0.0441,10493,0.04261,0.01234,0.01537,0.0202,0.02593,0.01409,0.02525,0.00517,1
0.00892,0.00705,0,0.0177,0.01346,10506,0.02572,0.02551,0.01188,0.0172,0.01619,0.01381,0.01353,0.01721,1
0.00431,0.00639,0,0.02062,0.0094,10507,0.02824,0.02308,0.00992,0.02329,0.01942,0.01173,0.01836,0.01245,1
0.01704,0.00888,0,0.00985,0.03058,10510,0.01737,0.0151,0.01231,0.01302,0.02119,0.01393,0.02235,0.01471,1
0.01203,0.00553,0,0.00989,0.02658,10515,0.01739,0.01543,0.01147,0.01525,0.02757,0.01578,0.03392,0.01528,1
0.01305,0.00993,0,0.00965,0.03158,10519,0.01924,0.01948,0.01279,0.01904,0.02209,0.01917,0.02734,0.01305,1
0.01299,0.0064,0,0.01136,0.02551,10521,0.01592,0.01578,0.01245,0.02211,0.02014,0.01878,0.0247,0.0183,1
0.01285,0.00707,0,0.01128,0.02684,10522,0.01623,0.0171,0.01261,0.02114,0.01945,0.0193,0.02342,0.01839,1
0.01088,0.00814,0,0.00993,0.02696,10524,0.01731,0.01277,0.01466,0.0175,0.01864,0.01627,0.0264,0.02034,1
0.01555,0.01024,0,0.00777,0.04139,10527,0.02264,0.0227,0.01271,0.01517,0.02245,0.01154,0.02794,0.01308,1
0.00595,0.00595,0,0.01338,0.0171,10528,0.01487,0.01338,0.01041,0.01933,0.03271,0.02751,0.02082,0.0223,1
0.00647,0.00504,0,0.01906,0.01403,10529,0.01187,0.01007,0.01043,0.02662,0.01727,0.02482,0.02302,0.01583,1
0.01334,0.00894,0,0.01508,0.02415,10530,0.01094,0.00841,0.01401,0.02042,0.01882,0.02162,0.01348,0.02055,1
0.01609,0.01015,0,0.00804,0.03916,10532,0.01714,0.01925,0.01254,0.01714,0.02308,0.01331,0.02882,0.01484,1
0.01518,0.00909,0,0.01094,0.03651,10533,0.01846,0.01148,0.01107,0.01436,0.02085,0.01832,0.02823,0.01586,1
0.00913,0.00391,0,0.00685,0.01532,10534,0.01206,0.01337,0.01043,0.01663,0.0238,0.01826,0.02837,0.01956,1
0.01483,0.00941,0,0.00965,0.02569,10547,0.0152,0.03051,0.01447,0.01845,0.02677,0.01495,0.03232,0.01061,1
0.01259,0.00657,0,0.01137,0.02532,10548,0.01659,0.01774,0.01279,0.02132,0.02004,0.01895,0.0239,0.01841,1
0.00517,0.0,0,0.00568,0.02841,105502,0.01136,0.01136,0.00568,0.01705,0.00568,0.00568,0.01085,0.02273,1
0.0,0.00162,0,0.00487,0.02516,105503,0.01461,0.00893,0.00568,0.01705,0.00487,0.00568,0.00244,0.03247,1
0.00821,0.0,0,0.02588,0.03093,105506,0.02652,0.00126,0.00568,0.01136,0.01705,0.01136,0.00568,0.01705,1
0.01627,0.00999,0,0.01044,0.02262,10553,0.0172,0.02356,0.01468,0.01728,0.02662,0.01439,0.02915,0.01362,1
0.00724,0.00952,0,0.01486,0.02895,10559,0.01562,0.0141,0.01867,0.02248,0.01676,0.02171,0.01448,0.024,1
0.00859,0.01603,0,0.01374,0.0229,10560,0.01861,0.01088,0.01403,0.02262,0.0146,0.0292,0.0126,0.01775,1
0.00972,0.01156,0,0.01101,0.0233,10561,0.01614,0.01009,0.01541,0.02055,0.01247,0.02587,0.01229,0.02036,1
0.01103,0.01308,0,0.01267,0.02289,10563,0.01635,0.0094,0.01471,0.02452,0.01063,0.02779,0.01063,0.02411,1
0.01359,0.01323,0,0.01065,0.03343,10564,0.01947,0.01286,0.0191,0.018,0.0147,0.02645,0.01727,0.01616,1
0.01538,0.01648,0,0.01209,0.02491,10565,0.02344,0.01319,0.01612,0.02088,0.00952,0.02637,0.01355,0.01465,1
0.00634,0.01334,0,0.01632,0.02451,10566,0.02728,0.00608,0.01057,0.01348,0.01103,0.0177,0.01235,0.01585,1
0.01098,0.02197,0,0.01174,0.03864,10567,0.02614,0.01136,0.01591,0.01894,0.01667,0.02538,0.01818,0.00947,1
0.00651,0.01425,0,0.01792,0.02687,10568,0.01914,0.00896,0.01181,0.02402,0.01018,0.02362,0.01344,0.01588,1
0.00946,0.01418,0,0.01458,0.02482,10569,0.01852,0.01497,0.01891,0.01812,0.01221,0.02522,0.01143,0.01891,1
0.01698,0.01104,0,0.0157,0.02844,10570,0.0225,0.00552,0.01613,0.01655,0.01401,0.0208,0.01655,0.02334,1
0.00937,0.01019,0,0.02669,0.01609,10573,0.01793,0.00326,0.01487,0.01609,0.00672,0.03422,0.01039,0.01854,1
0.00607,0.0222,0,0.01706,0.01869,10574,0.01542,0.00911,0.01636,0.03294,0.01005,0.03294,0.025,0.01986,1
0.0098,0.00776,0,0.03023,0.01348,10576,0.0143,0.00286,0.0143,0.01552,0.00368,0.03186,0.00899,0.01879,1
0.01062,0.00556,0,0.0258,0.01265,10580,0.02327,0.00253,0.01113,0.01467,0.00658,0.03389,0.01821,0.02428,1
0.00456,0.01216,0,0.01444,0.02584,10583,0.0114,0.00836,0.0076,0.01292,0.00608,0.02432,0.00912,0.02128,1
0.0075,0.01313,0,0.02383,0.01201,10585,0.00732,0.00619,0.01426,0.02101,0.00901,0.02852,0.00882,0.02533,1
0.0048,0.00655,0,0.02182,0.01528,10586,0.01004,0.00218,0.01309,0.01833,0.0048,0.03055,0.01179,0.01353,1
0.00454,0.00817,0,0.02633,0.01967,10587,0.00878,0.00393,0.01392,0.01665,0.00938,0.01604,0.00908,0.01634,1
0.00813,0.01155,0,0.02352,0.01711,10588,0.01411,0.00342,0.01583,0.01754,0.00599,0.02224,0.01967,0.01668,1
0.01027,0.01984,0,0.01452,0.03259,10589,0.01771,0.01204,0.01204,0.01523,0.01382,0.0209,0.01204,0.01523,1
0.00795,0.00642,0,0.02079,0.01773,10591,0.01865,0.00336,0.0162,0.01712,0.00764,0.02721,0.01315,0.01957,1
0.01342,0.00755,0,0.02391,0.01762,10592,0.02097,0.00461,0.0151,0.01468,0.00587,0.02727,0.0151,0.01468,1
0.00745,0.00938,0,0.02567,0.01628,10593,0.01628,0.00276,0.01463,0.00966,0.00414,0.02926,0.01573,0.02153,1
0.00815,0.01664,0,0.01529,0.02853,10594,0.01698,0.00679,0.01189,0.02208,0.01087,0.02751,0.01732,0.01359,1
0.00727,0.01124,0,0.03106,0.01851,10596,0.01454,0.00066,0.01586,0.00859,0.00727,0.03635,0.01388,0.0152,1
0.0015,0.00912,0,0.02033,0.0261,10598,0.00993,0.00647,0.01028,0.01513,0.00878,0.0104,0.01247,0.03269,1
0.01071,0.01606,0,0.01713,0.0232,10599,0.0182,0.00857,0.0132,0.02106,0.01106,0.02177,0.01463,0.0157,1
0.01477,0.00798,0,0.02515,0.01677,10600,0.01916,0.00439,0.01557,0.01996,0.00439,0.03234,0.01557,0.01717,1
0.00462,0.01693,0,0.01539,0.02924,10604,0.01578,0.00885,0.0127,0.01962,0.00693,0.02232,0.01308,0.01539,1
0.00381,0.01186,0,0.02119,0.01568,10606,0.01398,0.00212,0.01525,0.01949,0.00805,0.02161,0.0089,0.01653,1
0.00494,0.01235,0,0.02346,0.01934,10607,0.01276,0.00535,0.01317,0.02181,0.007,0.02387,0.00864,0.01811,1
0.00592,0.01352,0,0.01944,0.02029,10608,0.01183,0.00423,0.0131,0.0186,0.00719,0.02282,0.01437,0.01691,1
0.00651,0.01264,0,0.01379,0.02336,10609,0.01264,0.00536,0.01302,0.01838,0.00613,0.01877,0.01264,0.01838,1
0.01111,0.01068,0,0.02692,0.02137,10611,0.01368,0.00385,0.01581,0.01154,0.00983,0.02479,0.01453,0.01538,1
0.01252,0.02836,0,0.01048,0.04343,106118,0.04088,0.02095,0.01226,0.01124,0.01405,0.01099,0.00945,0.02555,1
0.01016,0.01016,0,0.01794,0.02133,10614,0.01963,0.00779,0.01693,0.01557,0.00982,0.02539,0.01997,0.02133,1
0.01019,0.01655,0,0.02037,0.02462,10615,0.0191,0.00467,0.01401,0.01231,0.00806,0.02334,0.01698,0.01783,1
0.00526,0.01336,0,0.02267,0.02308,10616,0.01377,0.0081,0.01377,0.01741,0.0081,0.02429,0.01741,0.01457,1
0.00507,0.01015,0,0.01717,0.0203,10617,0.01366,0.00625,0.01366,0.02459,0.00937,0.02381,0.00937,0.01874,1
0.00651,0.01401,0,0.02327,0.02628,10618,0.01652,0.0025,0.01376,0.00951,0.00826,0.02052,0.01351,0.01101,1
0.00684,0.01185,0,0.02233,0.01413,10620,0.0155,0.00091,0.01367,0.01595,0.00501,0.02598,0.01003,0.01778,1
0.00849,0.01582,0,0.02123,0.02007,10621,0.01351,0.00309,0.01274,0.02547,0.00888,0.02316,0.01196,0.01505,1
0.00691,0.01267,0,0.00907,0.02779,10623,0.02304,0.01454,0.01426,0.01786,0.01008,0.01656,0.00878,0.01613,1
0.00762,0.01356,0,0.02137,0.03735,10625,0.02415,0.01877,0.01059,0.01579,0.01226,0.02174,0.02694,0.01338,1
0.00837,0.01278,0,0.01498,0.02512,10626,0.02336,0.00837,0.01763,0.02556,0.02071,0.02732,0.01587,0.01366,1
0.00656,0.01694,0,0.01366,0.03497,10627,0.02077,0.00984,0.01421,0.02623,0.01257,0.0235,0.01311,0.01421,1
0.00639,0.01895,0,0.02503,0.02264,10629,0.01804,0.00492,0.01641,0.02038,0.00992,0.02507,0.01531,0.02012,1
0.00816,0.01912,0,0.01436,0.02078,10632,0.01938,0.00476,0.01607,0.0183,0.01095,0.02133,0.01535,0.01797,1
0.00616,0.02225,0,0.01446,0.0253,10633,0.02165,0.00216,0.01848,0.02195,0.01365,0.02599,0.015,0.02327,1
0.00618,0.00281,0,0.01349,0.02024,106330,0.01349,0.0118,0.01068,0.02305,0.0118,0.01293,0.00731,0.01799,1
0.01509,0.01252,0,0.01426,0.02249,106331,0.01852,0.01352,0.012,0.017,0.01486,0.01466,0.01757,0.01537,1
0.01517,0.01767,0,0.00532,0.03236,106332,0.0111,0.01313,0.01485,0.02971,0.01329,0.02298,0.02533,0.0147,1
0.01584,0.01076,0,0.00461,0.0221,106333,0.02151,0.01584,0.01584,0.01052,0.02009,0.01466,0.0325,0.01997,1
0.00939,0.01218,0,0.01778,0.02836,10634,0.02057,0.01478,0.01778,0.02796,0.01438,0.01598,0.01738,0.00759,1
0.01038,0.01297,0,0.01729,0.02767,10636,0.02075,0.016,0.01816,0.02724,0.0147,0.01643,0.01816,0.00735,1
0.00712,0.00913,0,0.01059,0.01644,10640,0.04127,0.02064,0.00804,0.02666,0.01607,0.01991,0.01516,0.00639,1
0.00675,0.00853,0,0.01457,0.01421,10650,0.03518,0.01812,0.01137,0.01812,0.01386,0.01315,0.00853,0.00782,1
0.0102,0.00944,0,0.01435,0.0136,10651,0.02832,0.01548,0.01057,0.02455,0.01548,0.01171,0.00566,0.00755,1
0.02051,0.01914,0,0.00752,0.03076,106518,0.02802,0.02051,0.02119,0.01094,0.01777,0.01435,0.02187,0.02119,1
0.00854,0.01214,0,0.01439,0.02158,10653,0.03732,0.02203,0.01169,0.02113,0.01304,0.01439,0.00674,0.00989,1
0.00381,0.0067,0,0.01979,0.01386,10655,0.03298,0.01298,0.01319,0.03292,0.01211,0.01314,0.01139,0.00304,1
0.01379,0.01379,0,0.00828,0.03264,106607,0.03356,0.02437,0.01425,0.01839,0.02437,0.0092,0.03356,0.01517,1
0.01149,0.01609,0,0.00782,0.03356,106608,0.0308,0.02253,0.01425,0.02069,0.02161,0.01471,0.03172,0.01241,1
0.01281,0.0061,0,0.00915,0.0122,106820,0.00793,0.03539,0.036,0.03234,0.00488,0.04271,0.02013,0.02013,1
0.013,0.01232,0,0.00872,0.01251,106821,0.00745,0.02638,0.03317,0.02418,0.00946,0.03189,0.02283,0.02279,1
0.00883,0.01462,0,0.00624,0.02985,106962,0.02757,0.03092,0.02284,0.0131,0.0166,0.02208,0.00822,0.02269,1
0.01151,0.01243,0,0.01335,0.02624,106967,0.02901,0.01013,0.01565,0.02855,0.01888,0.01197,0.02578,0.01427,1
0.00292,0.00633,0,0.02142,0.01022,107324,0.02045,0.00584,0.01071,0.02434,0.01168,0.00876,0.00925,0.00487,1
0.01245,0.00958,0,0.0095,0.03337,107462,0.02033,0.0179,0.01282,0.01731,0.02004,0.01908,0.02755,0.01547,1
0.00825,0.01702,0,0.01392,0.03559,107804,0.03301,0.01444,0.01031,0.00928,0.01857,0.0098,0.00877,0.03301,1
0.02463,0.00929,0,0.01487,0.03067,10784,0.01626,0.01301,0.0237,0.03113,0.02742,0.01022,0.01441,0.00465,1
0.00359,0.00033,0,0.02481,0.00752,10787,0.00783,0.00163,0.02578,0.0296,0.00288,0.0169,0.00388,0.01242,1
0.00575,0.0,0,0.02083,0.00718,10793,0.01149,0.00216,0.02658,0.0273,0.00431,0.0158,0.00503,0.01078,1
0.00909,0.00325,0,0.01342,0.02111,10794,0.01397,0.0079,0.0314,0.02988,0.02003,0.0184,0.0236,0.01191,1
0.01544,0.00327,0,0.02257,0.0142,10798,0.01413,0.00227,0.01883,0.03559,0.0148,0.02079,0.01484,0.01277,1
0.01197,0.01325,0,0.01368,0.04957,10799,0.0265,0.01624,0.02778,0.02094,0.01838,0.0235,0.02094,0.01325,1
0.01603,0.00507,0,0.00474,0.03696,10804,0.03827,0.02143,0.02241,0.02453,0.02715,0.01096,0.03222,0.01014,1
0.00257,0.00579,0,0.0296,0.01094,10809,0.01287,0.02124,0.01931,0.04118,0.00708,0.01995,0.00644,0.00837,1
0.01306,0.01017,0,0.0103,0.03308,108098,0.02023,0.01675,0.01312,0.01851,0.02002,0.01813,0.02647,0.0163,1
0.01945,0.0228,0,0.01207,0.02683,10816,0.03555,0.0275,0.0161,0.01677,0.01744,0.0114,0.00738,0.01207,1
0.02188,0.03336,0,0.0106,0.0177,10817,0.03793,0.01897,0.01128,0.01011,0.02286,0.0142,0.00943,0.01595,1
0.00842,0.01284,0,0.01496,0.02756,10824,0.04554,0.02114,0.02557,0.02573,0.02326,0.02395,0.02039,0.0098,1
0.01778,0.01423,0,0.01218,0.01806,10829,0.03611,0.02175,0.0156,0.01395,0.01423,0.00903,0.00547,0.01395,1
0.01109,0.01166,0,0.00956,0.02848,10834,0.03556,0.0281,0.02122,0.013,0.02791,0.01529,0.02103,0.00822,1
0.01471,0.01821,0,0.0112,0.02381,10838,0.03711,0.02871,0.01541,0.01611,0.01261,0.0098,0.0049,0.0112,1
0.00626,0.00877,0,0.01497,0.02614,10884,0.0196,0.01452,0.01637,0.02128,0.01251,0.01497,0.00788,0.02703,1
0.0068,0.00889,0,0.01288,0.02601,10885,0.01921,0.01686,0.01599,0.01809,0.01467,0.01497,0.00956,0.0256,1
0.00742,0.00929,0,0.01211,0.02442,10886,0.02178,0.01676,0.01587,0.01932,0.01392,0.01644,0.00914,0.02486,1
0.00841,0.01111,0,0.01248,0.02295,10891,0.01784,0.01405,0.01721,0.02397,0.01121,0.00813,0.0102,0.02919,1
0.01963,0.0157,0,0.00294,0.04122,10893,0.01766,0.02257,0.01276,0.01472,0.01766,0.01276,0.01374,0.01668,1
0.01083,0.01016,0,0.01352,0.04429,10903,0.03212,0.01496,0.00987,0.02147,0.01342,0.00796,0.00767,0.01889,1
0.01213,0.0128,0,0.01617,0.03976,10906,0.03235,0.01954,0.00943,0.01617,0.00741,0.01011,0.00674,0.0155,1
0.00184,0.00551,0,0.02204,0.01377,10917,0.01745,0.0101,0.00826,0.01837,0.01745,0.00551,0.00367,0.01928,1
0.00413,0.00668,0,0.01811,0.01337,10922,0.0146,0.01038,0.01257,0.01917,0.01011,0.00835,0.00369,0.0226,1
0.00424,0.00678,0,0.02063,0.01385,10923,0.01696,0.01046,0.0106,0.01766,0.01258,0.00593,0.00509,0.0219,1
0.0064,0.01128,0,0.01951,0.01402,109270,0.02042,0.00488,0.02103,0.02621,0.00457,0.03353,0.01219,0.02286,1
0.00203,0.00381,0,0.02377,0.01428,10941,0.01376,0.00704,0.01456,0.01899,0.01187,0.00448,0.0064,0.01841,1
0.00475,0.00508,0,0.01425,0.0181,10942,0.01499,0.01425,0.00819,0.01769,0.01155,0.0095,0.00737,0.01867,1
0.00243,0.00329,0,0.02083,0.00935,10943,0.00852,0.01159,0.01625,0.02368,0.00754,0.00751,0.00399,0.01424,1
0.00261,0.00347,0,0.02301,0.0165,10964,0.01693,0.01303,0.01389,0.01737,0.02258,0.00434,0.01346,0.02996,1
0.0029,0.00384,0,0.02519,0.01016,10967,0.01255,0.01089,0.01669,0.02063,0.01514,0.00404,0.01058,0.01794,1
0.0031,0.00474,0,0.02315,0.01258,10968,0.01732,0.01167,0.01167,0.01878,0.01495,0.00693,0.00437,0.01549,1
0.00722,0.00857,0,0.01831,0.01109,10969,0.01596,0.01512,0.01798,0.01764,0.01008,0.00454,0.00655,0.02016,1
0.00217,0.00576,0,0.02332,0.01389,10970,0.01258,0.01134,0.01299,0.01965,0.01089,0.00487,0.00573,0.01864,1
0.00157,0.00313,0,0.02298,0.01305,10971,0.00888,0.00888,0.01514,0.02454,0.01044,0.00783,0.00522,0.02193,1
0.0028,0.00561,0,0.02313,0.01051,10978,0.01191,0.00491,0.01331,0.01822,0.01261,0.0042,0.0042,0.01962,1
0.00397,0.01197,0,0.02203,0.02133,10986,0.02379,0.01509,0.0078,0.02339,0.01293,0.00961,0.01006,0.02349,1
0.00531,0.00272,0,0.01423,0.01069,10990,0.01745,0.01656,0.00685,0.01411,0.01302,0.01653,0.01134,0.02628,1
0.00654,0.00454,0,0.01308,0.01053,109981,0.0178,0.01834,0.00708,0.01217,0.00726,0.00854,0.01398,0.02434,1
0.01099,0.01356,0,0.01334,0.02914,109993,0.02978,0.01847,0.00512,0.01526,0.0253,0.00769,0.01302,0.01964,1
0.01115,0.01652,0,0.00659,0.04213,11005,0.03171,0.02245,0.01386,0.02493,0.02442,0.00733,0.02967,0.00343,1
0.01333,0.01167,0,0.025,0.01361,11008,0.02389,0.02222,0.01944,0.01194,0.02417,0.01444,0.00861,0.01556,1
0.0239,0.00602,0,0.00527,0.0382,110195,0.03482,0.02585,0.0103,0.01833,0.03,0.01483,0.02944,0.01494,1
0.01849,0.01077,0,0.02083,0.01942,11020,0.0351,0.01942,0.01334,0.01849,0.02481,0.01287,0.02364,0.01194,1
0.02224,0.0135,0,0.0135,0.0278,11023,0.03654,0.0135,0.01271,0.02224,0.0278,0.0135,0.02859,0.0143,1
0.01859,0.01293,0,0.01213,0.01293,11024,0.02991,0.01859,0.01374,0.02102,0.02506,0.0194,0.01778,0.01293,1
