sample_index,cluster,true_label
415,10,9
11487,9,10
9792,0,2
8963,10,2
5646,7,1
3727,5,1
12360,1,3
2325,10,9
10064,0,10
7485,10,6
2841,5,0
12158,9,3
4326,7,1
11685,0,10
10950,10,10
278,10,9
10580,8,10
4616,4,1
7351,10,6
11779,8,10
3388,3,4
6567,2,6
9009,5,2
12587,0,3
8162,0,6
5902,7,1
6662,2,6
7312,3,6
6187,2,6
8776,10,2
9281,10,2
2934,5,1
4602,4,1
8055,0,6
11652,0,10
9072,10,2
4712,0,1
6682,2,6
10560,9,10
12520,3,3
10230,8,10
1824,10,9
9050,10,2
12437,0,3
2380,10,9
10842,8,10
7668,10,6
6480,2,6
1925,3,9
8048,0,6
11720,1,10
1508,10,9
12748,1,8
9005,6,2
1631,5,9
419,0,9
9406,6,2
2947,10,4
7736,10,6
5719,3,1
7774,3,6
11571,0,10
11667,0,10
10665,9,10
12025,0,10
10401,8,10
9425,0,2
9480,6,2
1207,10,9
4565,0,0
8304,4,6
3993,0,1
5539,7,1
12953,1,7
9758,0,2
8359,10,6
6502,0,6
4381,4,1
364,10,9
5592,4,1
8921,6,2
8538,2,6
7430,10,6
10335,1,10
9314,10,2
1132,3,9
9426,10,2
11475,1,10
1922,10,9
8492,0,6
4283,7,1
5119,7,1
10534,8,10
3295,7,1
586,10,9
5381,7,1
5340,3,1
11440,9,10
9002,0,2
6537,2,6
10505,8,10
401,10,9
11236,9,10
3561,4,1
6096,4,1
3171,7,1
10586,9,10
131,10,9
9619,10,2
8780,0,2
3912,4,1
5028,4,1
6648,10,6
1525,10,9
5641,5,1
5319,4,1
4405,0,1
10020,10,10
2015,10,9
3450,7,1
2571,10,9
12912,0,7
8529,10,6
8218,10,6
7049,10,6
5899,5,1
12321,0,3
4066,7,1
277,10,9
4357,4,1
10776,8,10
3706,3,1
605,10,9
7601,10,6
12975,0,7
7988,2,6
1362,10,9
8165,2,6
3642,7,1
6133,2,6
2271,10,9
9363,10,2
11494,10,10
10439,9,10
3581,10,1
9600,6,2
7542,4,6
304,10,9
667,10,9
6785,3,6
3172,5,1
5655,4,1
9028,6,2
6890,2,6
12616,1,3
9253,10,2
734,0,9
9222,6,2
3268,5,1
10167,1,10
3203,3,4
11616,1,10
9219,3,2
10102,9,10
3904,3,1
10355,9,10
529,0,9
6301,3,6
11345,0,10
10489,9,10
8541,4,6
6027,4,1
9535,3,2
9994,1,10
5755,3,1
6493,2,6
3599,4,1
12439,0,3
174,0,9
1978,10,9
7670,10,6
7021,2,6
8702,4,2
7185,10,6
6677,2,6
2333,10,9
4683,10,0
869,0,9
12607,0,3
9204,10,2
4566,5,1
8689,6,2
8939,6,2
695,10,9
9936,6,2
6359,3,6
9780,3,2
5772,4,1
5096,5,1
3321,5,1
12395,9,3
7500,10,6
9274,10,2
3913,0,1
4198,5,1
6725,2,6
8585,0,6
11502,9,10
2462,3,9
6943,0,6
4796,3,1
11437,0,10
2058,10,9
5768,7,1
12964,9,7
457,10,9
5322,3,1
7240,10,6
12796,1,8
10783,1,10
8447,2,6
3634,4,1
2772,4,9
9761,10,2
3693,4,1
8846,6,2
439,10,9
6950,2,6
10951,8,10
11612,0,10
5831,5,1
7811,10,6
6760,0,6
7442,3,6
2038,10,9
9609,5,2
3505,3,1
2152,10,9
5385,5,1
3218,3,4
2528,0,9
9248,5,2
4027,7,1
9722,6,2
11821,10,10
4825,7,1
9927,10,2
11600,8,10
9592,6,2
1904,10,9
533,10,9
12498,0,3
2422,10,9
3303,5,1
9819,0,2
1694,10,9
1764,10,9
10008,9,10
3758,5,1
9092,10,2
1344,4,9
7821,0,6
10413,8,10
5990,5,1
9757,10,2
9877,0,2
5339,7,1
11498,9,10
6175,2,6
6664,2,6
1300,10,9
11113,10,10
1079,0,9
8503,2,6
229,10,9
5131,4,1
10885,9,10
3748,5,1
5093,5,1
147,5,9
4214,7,1
10804,8,10
3023,7,1
4368,7,1
5312,7,1
9477,5,2
8308,7,6
2540,10,9
10462,8,10
8523,10,6
133,10,9
12060,9,10
10631,9,10
9147,5,2
8449,2,6
9926,3,2
4636,3,1
5146,5,1
8111,0,6
7186,0,6
8225,0,6
2568,5,9
11115,8,10
2112,5,9
9694,6,2
12347,1,3
12278,9,3
8865,10,2
10346,9,10
10765,9,10
7309,2,6
9513,4,2
1235,10,9
7870,10,6
3700,5,1
267,4,9
12839,1,8
4192,0,1
12264,0,3
10703,0,10
12318,0,3
10133,1,10
11603,0,10
4305,3,1
9647,10,2
1642,10,9
7438,3,6
4628,5,1
856,10,9
192,5,9
4346,3,1
7841,0,6
10417,9,10
9182,6,2
3991,3,1
8732,0,2
4685,7,1
11589,1,10
2803,10,9
3568,5,1
8526,10,6
3173,5,1
10022,1,10
11797,10,10
9905,6,2
6231,10,6
12874,1,7
5279,7,1
6636,0,6
5474,5,1
9387,0,2
5449,4,1
5611,4,1
9061,0,2
3410,3,1
2676,10,9
7775,3,6
2783,0,9
3584,5,1
3195,5,1
10470,9,10
12808,1,8
4686,7,1
1690,0,9
8094,5,6
2667,10,9
7114,3,6
3690,5,1
4006,5,1
1638,10,9
810,10,9
8113,3,6
2472,0,9
11867,9,10
6866,6,6
2991,3,4
6801,0,6
3276,5,1
10978,0,10
1227,10,9
7363,2,6
8107,3,6
4662,7,1
10902,0,10
10543,9,10
8366,0,6
7153,0,6
7618,10,6
2634,10,9
8679,6,2
8564,10,6
8537,2,6
3256,5,1
836,10,9
7979,6,6
9054,0,2
10702,9,10
5636,4,1
1157,3,9
12828,0,8
10664,9,10
2480,10,9
12005,8,10
7731,2,6
10921,8,10
8485,0,6
1183,3,9
349,10,9
459,10,9
5036,4,1
7225,10,6
12589,10,3
3549,10,1
5015,7,1
2682,5,9
7698,0,6
3043,7,1
7981,2,6
12898,0,7
1965,10,9
162,5,9
3473,7,1
11346,0,10
6985,2,6
11125,9,10
1340,10,9
735,0,9
2598,10,9
10701,0,10
4923,4,1
3059,5,4
11360,0,10
7322,3,6
1536,10,9
11649,1,10
2219,10,9
10775,8,10
8455,0,6
438,10,9
8275,0,6
2101,10,9
5072,5,1
284,10,9
1650,10,9
2926,4,4
11070,10,10
983,3,9
3598,4,1
5536,4,1
8381,0,6
4349,4,1
11404,8,10
9772,6,2
6116,0,6
7465,3,6
11680,8,10
9935,4,2
11137,8,10
12620,1,3
4414,4,1
5023,0,0
6476,10,6
2044,10,9
2936,5,1
8465,6,6
823,5,9
6932,0,6
3510,5,1
12180,1,3
3970,7,1
3107,7,1
5826,3,1
9683,10,2
8927,10,2
915,10,9
7957,10,6
10866,10,10
11419,9,10
4556,7,1
238,0,9
12032,9,10
1369,10,9
12901,1,7
6590,7,6
4243,4,1
8639,2,2
271,10,9
1946,5,9
3885,0,1
5688,3,1
10440,9,10
2213,10,9
1020,10,9
680,10,9
10572,9,10
11484,9,10
3206,7,1
7787,0,6
9358,7,2
1906,10,9
2798,10,9
6190,5,6
6477,0,6
6127,3,6
4865,5,1
12552,1,3
6057,4,1
7077,10,6
2789,4,9
3653,4,1
1815,10,9
11344,0,10
4815,3,1
871,10,9
4593,3,1
3224,3,4
6750,3,6
9268,10,2
2895,3,4
5683,5,1
10565,9,10
2294,3,9
2900,3,4
2382,5,0
1749,0,9
10596,8,10
1140,3,9
1539,3,9
293,10,9
7305,10,6
6154,0,6
4193,5,1
10077,9,10
9333,0,2
11163,0,10
4251,4,1
1257,10,9
9702,4,2
7571,10,6
11921,9,10
3227,3,4
46,10,9
4212,10,1
7598,0,6
762,5,9
11892,10,10
3540,4,1
7441,10,6
4571,7,1
2203,10,9
2401,10,9
4087,7,1
3688,4,5
1836,5,9
12375,9,3
11168,9,10
7840,3,6
3196,3,1
10028,8,10
8014,2,6
9875,10,2
9541,6,2
11653,1,10
251,10,9
6908,3,6
8030,0,6
10965,9,10
10989,9,10
2620,10,9
8104,10,6
4056,7,1
10615,8,10
412,8,9
5569,0,1
7303,10,6
6014,5,1
9399,0,2
7566,3,6
12016,9,10
6538,0,6
3827,7,1
3433,10,1
7732,2,6
3163,5,1
6136,7,6
212,10,9
7685,10,6
7765,0,6
3125,10,1
5633,7,1
1121,10,9
10367,9,10
531,10,9
5884,5,1
9627,10,2
6850,3,6
10533,0,10
12127,1,3
2816,10,9
8630,2,6
1128,3,9
8614,2,6
11468,1,10
10101,9,10
191,5,9
6309,2,6
11721,1,10
10403,8,10
3620,5,1
526,5,9
2855,4,4
4668,7,1
5234,4,1
2286,10,9
320,0,9
10397,8,10
622,10,9
4327,7,1
11174,1,10
3715,4,1
9383,3,2
745,0,9
9844,6,2
2263,10,9
12866,1,7
1558,5,9
8759,6,2
2121,0,9
5333,5,1
7509,3,6
2037,10,9
3817,5,1
12387,1,3
9586,0,2
3874,5,1
4679,7,1
10437,9,10
6312,3,6
5092,5,1
11289,1,10
3153,5,1
5700,7,1
8613,3,6
9922,6,2
4954,4,1
1051,10,9
1399,5,9
6765,10,6
694,10,9
5861,7,1
9322,5,2
4541,3,1
5026,7,1
7204,10,6
12704,1,8
7211,10,6
5652,4,1
11848,0,10
2338,10,9
4350,7,1
9606,10,2
9329,10,2
5113,4,1
1100,10,9
6744,0,6
1251,10,9
9710,0,2
12075,1,3
1405,10,9
3330,5,1
8666,7,2
7648,3,6
12548,9,3
1636,0,9
9279,8,2
3456,3,1
3470,7,1
10035,8,10
12463,10,3
5799,0,0
6168,0,6
5919,3,1
5011,4,1
3010,4,1
1605,10,9
12478,1,3
6494,2,6
5913,0,0
103,10,9
274,10,9
10551,9,10
698,0,9
11337,1,10
9790,0,2
7612,0,6
3056,5,4
12545,1,3
4180,7,1
4655,4,1
2941,3,1
3489,7,1
2570,0,9
7911,7,6
12120,1,3
473,10,9
5470,5,1
1268,10,9
9947,6,2
9663,0,2
2867,10,4
7217,10,6
3960,4,1
8073,0,6
6685,2,6
1113,3,9
6862,0,6
10934,9,10
10691,9,10
6971,0,6
357,10,9
2214,10,9
7121,10,6
6173,0,6
1999,10,9
3609,5,1
6917,0,6
11334,0,10
9532,6,2
10998,8,10
11031,0,10
6470,0,6
7164,10,6
12306,9,3
4595,7,1
8441,10,6
10781,8,10
12181,1,3
11341,8,10
8408,10,6
4195,5,1
2896,3,4
2648,0,9
3089,3,4
8792,0,2
9920,0,2
9449,10,2
6261,2,6
553,10,9
1719,0,9
9840,10,2
8138,0,6
2145,10,9
12093,1,3
5395,7,1
12352,1,3
6702,3,6
209,10,9
10464,8,10
842,3,9
2909,5,1
7760,0,6
10646,8,10
1792,10,9
6319,2,6
6757,2,6
2011,10,9
629,10,9
12362,1,3
11317,0,10
12523,1,3
2001,10,9
8291,0,6
779,10,9
4118,5,1
12601,10,3
6305,0,6
7379,5,6
1166,10,9
12186,1,3
10448,8,10
11990,9,10
9446,10,2
12353,1,3
5529,4,1
11999,9,10
11394,9,10
7655,3,6
9188,10,2
5038,7,1
12554,1,3
6598,0,6
2498,0,9
7268,0,6
4964,7,1
1685,10,9
11364,9,10
7320,2,6
7388,10,6
10928,10,10
8402,10,6
366,10,9
4604,5,1
1304,10,9
720,10,9
9174,6,2
3614,3,1
2389,10,9
5767,7,1
2725,7,9
9058,4,2
2368,10,9
3338,5,1
3081,0,1
12889,0,7
7924,3,6
10948,10,10
4389,5,1
6510,10,6
3596,5,1
6348,2,6
3216,3,4
11,5,9
5738,5,1
4598,7,1
4123,7,1
6291,3,6
3097,5,4
9275,0,2
712,5,9
6010,5,1
8874,10,2
8296,2,6
3742,5,1
12773,10,8
1325,10,9
2660,10,9
2483,3,9
862,7,9
7644,10,6
3713,10,0
5711,3,1
8801,6,2
9997,1,10
10268,1,10
12348,1,3
9624,10,2
4103,5,1
3249,3,4
12674,1,8
2117,10,9
7722,10,6
4547,5,1
4122,7,1
12605,1,3
1656,10,9
11910,1,10
8534,2,6
4852,7,1
321,0,9
9666,0,2
7101,0,6
6019,7,1
9738,6,2
12968,1,7
7260,3,6
4315,7,1
1843,10,9
10715,0,10
11528,8,10
10126,0,10
9476,5,2
4867,5,1
4737,3,1
3438,4,1
6938,7,6
8569,2,6
1260,3,9
3462,4,1
11130,1,10
7696,0,6
2235,5,9
7332,10,6
2298,3,9
2258,10,9
1302,10,9
8896,1,2
7429,0,6
7319,2,6
11829,0,10
2358,10,9
4871,7,1
8823,6,2
11390,10,10
1783,10,9
2918,4,4
8753,6,2
1809,10,9
756,0,9
6805,0,6
3006,4,4
6876,10,6
3432,7,1
7395,2,6
2834,0,9
4438,5,1
1481,10,0
9304,6,2
8197,2,6
3061,5,4
339,8,9
4690,7,1
8725,3,2
4106,4,1
5161,0,0
10687,0,10
5101,7,1
5507,5,1
2212,10,9
2719,5,9
388,10,9
11920,10,10
5058,7,1
2990,4,4
11574,8,10
7199,3,6
8648,10,2
9017,5,2
6881,2,6
6336,10,6
891,10,9
12709,0,8
8627,10,6
8673,6,2
12939,0,7
4200,7,1
10724,9,10
12948,1,7
5261,5,1
11501,9,10
11013,8,10
4081,7,1
8276,0,6
11131,9,10
6735,3,6
8621,10,6
9957,10,2
654,10,9
3602,4,1
10266,1,10
2790,4,9
12191,1,3
1014,10,9
1874,0,9
4155,7,1
6842,2,6
6681,2,6
3607,3,1
5746,4,1
5927,3,1
7032,10,6
5207,5,1
2546,5,9
8092,10,6
6105,4,1
9205,10,2
2004,10,9
5962,4,1
3597,7,1
3424,7,1
207,0,9
9902,0,2
929,10,9
7615,3,6
1173,10,9
8411,2,6
4134,4,1
1982,10,9
6453,10,6
2889,3,4
7743,2,6
1289,10,9
1234,7,9
9713,6,2
11459,9,10
13016,9,7
3339,4,4
8758,0,2
12070,1,3
12117,1,3
51,7,9
4508,7,1
299,10,9
7853,0,6
2530,10,9
9324,0,2
4781,7,1
4759,7,1
8549,10,6
1259,10,9
2341,10,9
9552,10,2
3336,5,1
11179,8,10
1842,10,9
10118,8,10
4130,3,1
12301,9,3
12744,1,8
12134,1,3
9011,0,2
1450,10,9
10827,8,10
11302,9,10
5315,4,1
11062,8,10
9653,6,2
2722,3,9
11513,1,10
6103,4,1
8392,10,6
1692,0,9
796,10,9
7366,10,6
12198,1,3
10229,9,10
9287,4,2
3996,7,1
2132,10,9
11294,0,10
5971,7,1
5666,4,1
5259,4,1
10832,9,10
9073,6,2
8043,7,6
9590,10,2
6931,0,6
5562,7,1
6140,10,6
4976,7,1
8790,10,2
10773,9,10
1745,10,9
2449,10,9
2312,3,9
5718,7,1
4281,7,0
4934,5,0
11669,10,10
8632,0,6
1444,5,9
10791,1,10
825,10,9
909,0,9
10348,8,10
7973,3,6
12206,1,3
10307,8,10
10790,8,10
10347,1,10
308,10,9
3411,3,4
11134,9,10
10918,0,10
272,5,9
3629,3,1
6861,0,6
10458,1,10
10095,9,10
10925,9,10
6532,0,6
7166,10,6
9726,0,2
1950,10,9
6038,10,0
8085,0,6
1111,10,9
6695,0,6
11581,1,10
2031,10,9
2448,10,9
10515,8,10
2439,10,9
6794,0,6
9748,10,2
9572,5,2
5239,4,1
1434,10,9
12770,1,8
5495,5,1
1975,0,9
4994,3,1
3301,7,1
9335,10,2
5790,7,1
9928,4,2
10161,1,10
2640,10,9
665,10,9
2935,10,1
194,5,9
9745,0,2
1640,10,9
837,10,9
6322,3,6
4981,4,1
8498,2,6
11051,6,10
3340,7,1
11607,1,10
12296,1,3
12425,1,3
4149,7,1
1977,10,9
2552,4,9
11869,9,10
10705,9,10
6244,3,6
2285,10,9
2021,5,9
7798,0,6
7952,2,6
8704,4,2
8653,6,2
9620,6,2
10806,1,10
4419,7,1
2257,10,9
7273,10,6
5078,4,1
5414,5,1
11944,9,10
1353,10,9
2603,10,9
12753,1,8
1443,5,9
2454,0,9
2654,10,9
3823,4,1
6825,5,6
408,10,9
6727,3,6
4406,7,1
285,10,9
8360,10,6
8426,10,6
12368,9,3
12475,0,3
3544,4,1
2951,4,4
9618,6,2
6326,2,6
9536,4,2
10436,9,10
124,10,9
1025,10,9
8000,0,6
1454,10,9
6944,0,6
10494,9,10
26,0,9
215,10,9
97,10,9
9577,10,2
8850,0,2
4800,3,1
416,10,9
12786,1,8
5525,3,1
608,10,9
8527,0,6
9961,6,2
7675,0,6
3908,4,1
2070,4,9
10138,9,10
9603,0,2
12116,9,3
11749,0,10
3810,7,1
8285,10,6
6164,3,6
1785,10,9
2996,4,1
4166,7,1
5180,7,1
3188,5,1
7819,0,6
12105,1,3
9431,6,2
6979,10,6
1189,0,9
10011,9,10
11793,0,10
8121,10,6
6072,3,1
11609,0,10
3482,7,1
10216,10,10
2694,8,9
5541,4,1
1164,10,9
1753,10,9
2874,4,4
5359,7,1
4484,7,1
7912,4,6
10733,8,10
8352,2,6
8574,2,6
1070,10,9
8004,2,6
520,0,9
6816,0,6
7584,3,6
12577,1,3
10376,9,10
2187,5,9
10795,8,10
12445,0,3
1951,5,9
6934,0,6
9404,10,2
4521,7,1
3941,7,1
6988,10,6
11412,9,10
2713,10,9
10786,10,10
494,10,9
3180,5,1
946,5,9
12816,0,8
5659,4,1
3426,5,1
11177,1,10
1243,10,9
1970,0,9
9074,10,2
5594,7,1
13018,9,7
813,10,9
8770,0,2
11739,8,10
6125,10,6
5997,7,1
10140,9,10
2877,4,4
9737,6,2
7918,3,6
7433,10,6
3548,5,1
9394,10,2
2650,3,9
11461,9,10
9059,3,2
11795,0,10
11391,6,10
6691,2,6
4097,7,1
12847,1,8
5770,7,1
1715,10,9
76,0,9
1787,10,9
5018,7,1
5628,4,1
9450,5,2
1011,10,9
1898,7,9
12275,1,3
8991,10,2
1119,10,9
7830,10,6
8128,0,6
5544,5,1
6056,7,1
5283,5,1
2787,10,9
3921,5,1
1716,5,9
10087,8,10
4238,4,1
11227,9,10
10453,8,10
4450,5,1
5834,3,1
6278,3,6
3963,3,1
5489,4,1
1619,10,9
5830,5,1
9929,6,2
3491,4,1
686,10,9
12844,0,8
6251,0,6
8355,10,6
10905,0,10
6205,3,6
7897,3,6
1653,10,9
5192,4,1
5167,3,1
270,10,9
9743,0,2
10004,0,10
3746,4,1
6460,6,6
1911,10,9
3536,5,1
4268,10,1
11715,8,10
6879,2,6
6435,2,6
3460,4,1
11021,8,10
6313,10,6
9377,5,2
3150,4,4
1560,5,9
4284,7,1
7588,5,6
3060,5,4
4743,3,1
4936,7,1
10271,6,10
8519,2,6
4975,7,1
12627,1,3
10382,8,10
11624,0,10
9648,6,2
1206,10,9
2928,5,1
11978,8,10
9124,10,2
11960,8,10
3207,7,4
12319,1,3
9836,10,2
7498,10,6
9585,10,2
382,10,9
6197,2,6
8937,0,2
8301,10,6
7720,10,6
12642,0,8
1223,10,9
8421,10,1
12635,1,8
914,5,9
10860,1,10
9345,7,2
6930,0,6
10040,8,10
126,10,9
5197,0,1
12433,1,3
60,5,9
2489,0,9
10609,0,10
3452,7,1
9139,0,2
2084,0,9
5461,3,1
12408,1,3
5875,5,1
312,10,9
7457,2,6
3820,4,1
606,10,9
1704,10,9
5451,7,1
431,10,9
4591,7,1
3136,7,1
4937,3,1
10384,8,10
2906,5,1
8349,7,6
9795,6,2
9038,10,2
3275,5,1
5187,3,1
12179,1,3
4853,7,1
11159,8,10
3760,5,1
9215,0,2
7294,10,6
2997,7,1
6618,10,6
1608,10,9
5181,7,1
6080,4,1
9347,7,2
5255,3,1
5084,7,1
10272,6,10
8765,6,2
9843,5,2
7505,7,6
755,0,9
3771,5,1
3242,3,4
9861,10,2
2327,10,9
2977,4,4
6266,0,6
609,10,9
11543,1,10
2168,3,9
2505,0,9
8155,10,6
2638,10,9
5896,5,1
3390,5,1
7901,0,6
9295,6,2
11246,8,10
12768,9,8
5431,7,1
3370,4,1
1751,5,9
5567,4,1
5458,5,1
372,10,9
9784,4,2
978,10,9
2061,0,9
1317,10,9
12224,1,3
3944,10,1
1099,10,9
2738,0,9
1880,10,9
11229,1,10
1349,10,9
5888,7,1
4532,4,1
8472,10,6
10206,1,10
7141,3,6
7328,10,6
1603,10,9
3109,4,1
3040,5,1
6936,3,6
4872,4,1
1363,10,9
269,5,9
5930,4,1
11557,9,10
1869,10,9
8562,10,6
3521,4,1
11544,8,10
3541,5,1
2272,10,9
3826,7,1
1757,10,9
6237,3,6
1878,10,9
9137,10,2
7132,0,6
9910,10,2
3554,7,1
8582,10,6
8778,3,2
10548,9,10
4907,4,1
1599,10,9
11877,0,10
4018,7,1
7869,10,6
4289,7,1
1957,10,9
10015,0,10
224,10,9
11319,1,10
851,10,9
7562,3,6
8,7,9
11614,1,10
9328,6,2
18,7,9
3012,7,1
7699,0,6
11796,0,10
10392,9,10
10285,0,10
6630,3,6
12174,1,3
1495,0,9
7925,3,6
1476,10,9
5008,7,1
644,3,9
10026,9,10
6146,0,6
9040,10,2
6698,4,6
11907,1,10
12072,1,3
10563,9,10
12040,0,10
6474,2,6
9762,0,2
7945,0,6
9914,10,2
10529,8,10
1641,10,9
12086,0,3
12381,1,3
8437,0,6
11184,0,10
2769,0,9
10706,9,10
11200,9,10
6889,10,6
10900,0,10
71,0,9
12397,9,3
8458,2,6
3234,3,4
2109,10,9
9385,3,2
4850,7,1
5204,5,1
3654,5,1
406,10,9
10066,1,10
10679,1,10
10316,9,10
12891,1,7
10039,9,10
10056,1,10
8683,10,2
1475,0,9
10435,9,10
3749,7,1
9407,5,2
2597,5,9
7845,2,6
9630,10,2
396,0,9
8372,7,6
3485,5,1
11354,8,10
4943,7,1
771,5,9
2717,0,9
4074,4,1
9962,3,2
9156,1,2
4125,5,1
10239,8,10
9153,4,2
805,10,9
5,10,9
8194,6,6
12649,0,8
10063,1,10
4909,3,1
177,10,9
11602,1,10
6410,2,6
5778,4,1
6012,4,1
3395,3,4
2824,10,9
996,10,9
11467,8,10
4660,4,1
8297,2,6
10234,1,10
8123,3,6
7326,7,6
7641,3,6
7307,10,6
1409,10,9
12804,0,8
8743,0,2
1006,10,9
4607,3,1
10379,1,10
1542,3,9
2153,10,9
3500,4,1
9067,10,2
4185,3,1
137,10,9
9932,6,2
9793,0,2
9925,0,2
11480,8,10
8246,3,6
4310,7,1
12986,0,7
5952,7,1
11714,0,10
7544,0,6
9667,0,2
9414,10,2
855,10,9
1800,3,9
2795,10,9
12337,1,3
749,10,9
3074,7,1
1323,10,9
11332,9,10
3054,5,1
1188,0,9
7298,7,6
12156,1,3
12668,0,8
6800,5,6
3502,5,1
6708,0,6
6415,3,6
3037,4,1
4608,4,1
5440,5,1
12928,1,7
3053,7,1
11936,9,10
4104,5,1
3911,4,1
7064,2,6
1724,10,9
9439,6,2
5210,4,1
7154,2,6
717,10,9
3104,10,0
5264,5,1
9037,0,2
5129,7,1
9794,0,2
3527,7,1
11389,6,10
4225,5,1
9657,0,2
11349,0,10
10201,8,10
9823,3,2
2839,4,4
3494,4,1
3313,3,4
5004,7,1
11536,8,10
8622,2,6
5209,4,1
1773,10,9
11124,10,10
11753,0,10
11947,9,10
12604,0,3
8292,10,6
2788,5,9
32,0,9
11706,1,10
6065,10,1
2151,10,9
10183,8,10
1005,10,9
5097,5,1
3956,7,1
2016,5,9
8773,6,2
5928,7,1
7769,10,6
7913,10,6
886,0,9
7002,10,6
12270,1,3
42,10,9
8045,0,6
437,10,9
9103,6,2
1426,3,9
6508,10,6
12418,1,3
10135,8,10
3610,5,1
3925,0,1
7767,3,6
1543,3,9
1832,10,9
12659,1,8
4935,7,1
2199,10,9
243,10,9
5047,7,1
9956,3,2
4383,5,1
11117,8,10
5374,7,1
8495,2,6
506,0,9
2742,10,9
3458,7,1
714,10,9
10228,9,10
3187,5,1
10875,8,10
6496,2,6
1370,5,9
11056,8,10
5249,7,1
5335,7,1
4691,4,1
4340,7,1
9672,0,2
3649,4,1
6368,10,6
747,5,9
3859,7,1
791,10,9
9904,0,2
231,10,9
10637,9,10
2592,0,9
6555,3,6
8888,0,2
7321,10,6
5479,7,1
12757,1,8
10141,10,10
5304,7,1
6587,0,6
9558,4,2
5644,4,1
7324,3,6
8098,0,6
9283,5,2
8445,0,6
6192,10,6
2925,10,1
3669,4,1
