feature_18,feature_77,feature_40,feature_13,feature_45,feature_23,feature_28,feature_33,feature_72,feature_55,feature_14,feature_22,feature_63,feature_30,feature_64,feature_65,feature_71,feature_16,feature_38,feature_3,feature_19,feature_42,feature_57,feature_31,feature_60,feature_76,feature_69,feature_20,feature_73,feature_8,feature_51,target
1.756132171,1.613548092,0.341374417,0.3794851,0.662097327,0.196229475,0.262720454,0.34684776,0.131254284,0.128169979,0.271234543,0.362659639,1.326707791,0.169673627,1.861549006,0.126799178,0.094356865,0.449422258,0.343807014,0.327792418,0.509831745,0.406649098,0.125999543,0.418812082,0.134110121,0.193054604,0.168037469,0.547536996,0.385423806,1.724508413,0.144391135,1
1.690812721,1.722971374,0.330977621,0.361405575,0.675065058,0.197879859,0.281311347,0.333922261,0.125266146,0.135557133,0.26442874,0.344719278,1.30305181,0.160581076,1.913532056,0.124201561,0.098414952,0.443855516,0.326266196,0.355123675,0.492343934,0.384766392,0.127986752,0.368080094,0.141116631,0.195528744,0.166311805,0.549862583,0.442394133,1.672555948,0.159451147,1
1.737701486,1.426933702,0.32593678,0.340590329,0.589502762,0.199288256,0.256018422,0.322378062,0.126933702,0.123756906,0.256018422,0.339543647,1.251933702,0.16474775,1.760635359,0.160773481,0.097651934,0.417416789,0.353150513,0.312539251,0.461168097,0.466610844,0.117403315,0.366338706,0.14198895,0.214088398,0.200276243,0.494871258,0.440331492,1.508687461,0.137845304,1
1.686083457,1.500070314,0.329379369,0.36030502,0.611165799,0.214573184,0.25672527,0.339970345,0.125017578,0.142314724,0.262868036,0.347172209,1.288707636,0.164371955,1.792434257,0.131345802,0.094642104,0.41897903,0.337216691,0.31095107,0.485066723,0.403728024,0.117283083,0.367295065,0.136127127,0.22528477,0.196034313,0.524465156,0.422162846,1.50900233,0.136408381,1
1.655781475,1.613896848,0.30971452,0.325734237,0.626361032,0.18402136,0.242349558,0.326966523,0.125787966,0.130372493,0.279523516,0.359416718,1.251289398,0.158348737,1.764756447,0.125501433,0.099140401,0.410556582,0.323475046,0.344629287,0.465393305,0.369069624,0.119054441,0.356541384,0.136962751,0.224212034,0.183954155,0.510166359,0.446561605,1.444239063,0.14269341,1
1.711026056,1.297220427,0.523332843,0.383630208,0.908532644,0.175621964,0.28764905,0.387163256,,0.129411765,0.29942588,0.386132784,1.127407886,0.168555866,1.68332256,0.137879767,0.138655462,0.790961284,0.540850876,0.377741793,0.387163256,0.54659208,0.182546865,0.421610481,0.132579186,0.163994829,0.13852618,0.856469895,0.440142211,2.277491535,0.115901745,1
1.525172891,1.363189369,0.474965422,0.346196404,0.893488372,0.163070539,0.259197787,0.362102351,,0.134219269,0.250207469,0.357399723,1.137009967,0.158644537,1.693820598,0.128837209,0.111362126,0.727524205,0.478838174,0.351590595,0.367496542,0.482710927,0.184186047,0.389626556,0.129568106,0.15820598,0.132093023,0.810511757,0.454352159,2.118810512,0.106644518,1
1.521097628,1.404481451,0.457253172,0.342112521,0.885729759,0.165609487,0.275096525,0.35314396,,0.139859193,0.243243243,0.362520684,1.14798267,0.15471594,1.791835906,0.13633902,0.112036285,0.742553778,0.457391065,0.350110314,0.388306674,0.464423607,0.185824533,0.393546608,0.129637151,0.15854319,0.131126455,0.812327634,0.45450853,2.10728075,0.098361766,1
1.654792988,1.170038136,0.497762029,0.3769116,0.890399602,0.18537859,0.283289817,0.398358821,,0.13753938,0.264826557,0.403767251,1.148731554,0.171391272,1.6362129,0.149975129,0.111507213,0.730511003,0.503543454,0.356396867,0.406564715,0.538791496,0.181976455,0.416822081,0.118719947,0.195738683,0.157685293,0.784222305,0.458547505,2.259045132,0.117476372,1
1.333063209,1.272986338,0.4273906,0.323824959,0.85944179,0.158184765,0.239222042,0.327066451,,0.12672869,0.230145867,0.338897893,1.102087,0.150567261,1.65702791,0.144162266,0.100578325,0.613614263,0.409562399,0.312479741,0.388006483,0.435008104,0.178610343,0.364343598,0.126812505,0.16997737,0.169139217,0.672447326,0.42502724,1.975688817,0.100159249,1
1.403411069,1.279936226,0.432822833,0.337278107,0.857766216,0.173512008,0.255482074,0.36407936,,0.133506755,0.248868778,0.378698225,1.102290845,0.156978768,1.652261475,0.132835445,0.110682219,0.667942917,0.416637661,0.319700661,0.403237034,0.449356074,0.195435093,0.382004873,0.123269279,0.159939582,0.14349249,0.717020536,0.439456239,2.127044901,0.089955526,1
1.671169073,1.178248401,0.505822077,0.388448999,0.804103243,0.197019096,0.266884024,0.4035864,,0.135120229,0.321145785,0.397997205,1.116589455,0.187936656,1.562761968,0.153540702,0.104897419,0.692594318,0.505356311,0.387750349,0.421052632,0.55193293,0.167218178,0.424778761,0.107875579,0.239907346,0.167879991,0.772706102,0.407346128,2.091057289,0.113059784,1
1.516289593,1.219966159,0.484162896,0.369457014,0.768527919,0.184162896,0.264253394,0.381447964,,0.147772138,0.27918552,0.37760181,1.062380147,0.181900452,1.611957135,0.150592217,0.112351946,0.654751131,0.446832579,0.349773756,0.417647059,0.554298643,0.159052453,0.411085973,0.110434292,0.197067118,0.167399887,0.743438914,0.471517202,2.045475113,0.096559504,1
1.347339527,1.246130031,0.421030405,0.327702703,0.717713401,0.166173986,0.244721284,0.357896959,,0.121295887,0.236908784,0.353885135,1.060039805,0.16722973,1.582706767,0.142525431,0.1036046,0.615498311,0.406461149,0.308488176,0.404349662,0.448902027,0.153803627,0.378378378,0.118863335,0.183547103,0.155462185,0.685388514,0.444272446,1.940878378,0.086023883,1
1.393823449,1.077480186,0.491117792,0.356654824,0.787100301,0.192948893,0.258540585,0.399836021,,0.132959825,0.269199235,0.375512435,1.045777535,0.179557256,1.574883848,0.16602897,0.10426346,0.614648811,0.494124078,0.320852692,0.394643345,0.547144028,0.164252528,0.376878929,0.102896966,0.233123804,0.19363214,0.660836294,0.430308828,1.783820716,0.121754578,1
1.531773633,1.144377729,0.562440721,0.416376857,0.746724891,0.241226684,0.306670882,0.447992412,,0.125545852,0.346506481,0.426177679,1.031386463,0.21877964,1.554312227,0.165393013,0.097980349,0.699019918,0.550742966,0.384445147,0.472020234,0.596901676,0.155977074,0.46095479,0.105758734,0.206741266,0.222434498,0.742333228,0.40625,2.082832754,0.095387555,1
1.216848259,1.238457207,0.450969971,0.327664098,0.740990991,0.193994154,0.247408982,0.386925326,,0.132460586,0.292319957,0.365399947,1.045326577,0.183630082,1.584881757,0.157657658,0.110078829,0.588094605,0.439808663,0.304278501,0.404996014,0.478341749,0.161317568,0.395163433,0.104448198,0.243806306,0.179757883,0.609619984,0.389358108,1.800956683,0.086148649,1
1.260097919,0.981414396,0.480110159,0.309669523,0.704835407,0.188188494,0.238066095,0.382802938,,0.113718696,0.243268054,0.335985312,0.945818239,0.177172583,1.402583084,0.172468105,0.075444952,0.551713586,0.486842105,0.29130967,0.366585067,0.549571603,0.142699638,0.365361077,0.090722948,0.267758702,0.196251378,0.593329253,0.411245865,1.414932681,0.118601355,1
1.213021492,0.994403582,0.474399494,0.32806574,0.684521906,0.191845765,0.248735777,0.408343869,,0.12120243,0.268015171,0.345448799,0.96642149,0.187737042,1.403901503,0.179724976,0.091461465,0.555941846,0.500316056,0.316055626,0.445006321,0.520859671,0.143428206,0.389380531,0.099456348,0.217620723,0.17396866,0.616940582,0.40821874,1.487357775,0.090502079,1
1.125960061,1.030948092,0.459293395,0.301382488,0.62682168,0.19109063,0.238095238,0.361290323,,0.125102342,0.292473118,0.349308756,1.020140822,0.185560676,1.42492222,0.159325364,0.09317177,0.532411674,0.470660522,0.287250384,0.4,0.494930876,0.136400851,0.366513057,0.10119535,0.208285574,0.165875225,0.568970814,0.361061077,1.462365591,0.081218274,1
1.603736388,1.649982724,0.488265115,0.348291401,1.223801767,0.175835524,0.322474653,0.358148704,0.120884545,0.185793968,0.245963199,0.400675929,1.788785231,0.16804356,2.221383089,0.148822745,0.148773385,1.008636876,0.538302666,0.446958318,0.361903868,0.527037176,0.353719335,0.442921517,0.124734686,,0.127400168,1.028539241,0.54124093,1.765114532,0.135248532,1
1.854728447,1.63898847,0.506551462,0.36270414,1.216306559,0.180972275,0.332985188,0.395366502,0.128960372,0.18922585,0.260634258,0.414830991,1.763879469,0.172901633,2.215773665,0.162581145,0.14766011,1.04101785,0.563520699,0.464963919,0.365742499,0.537124953,0.34308691,0.46268515,0.121596745,,0.134822207,1.042821876,0.525966476,1.807823775,0.130801279,1
1.956427426,1.564924819,0.539469961,0.368386306,1.200436235,0.191738187,0.340375365,0.383853626,0.129153518,0.18275478,0.259549184,0.410921437,1.672823464,0.17089503,2.098199369,0.166326341,0.14316874,1.056587758,0.598415543,0.470055645,0.379420919,0.574931623,0.335483572,0.459964161,0.124837572,,0.124327084,1.05856833,0.508214219,1.783551825,0.122888435,1
1.661240974,1.68222208,0.467751805,0.335699425,1.15195295,0.175376331,0.292497858,0.342430547,0.127660935,0.181998338,0.250642516,0.405947864,1.65134565,0.165830376,2.207185323,0.148373074,0.140062648,0.86219557,0.468363725,0.393464692,0.374128014,0.479133521,0.292974493,0.406926937,0.117113086,,0.145496388,0.939909436,0.561720898,2.312324073,0.124912101,1
1.861592565,1.660352255,0.496232102,0.354684753,1.149328434,0.182115046,0.308590806,0.360085406,0.121388748,0.18385707,0.270283848,0.416101482,1.629054739,0.173700075,2.212113533,0.165103903,0.140775469,0.897261994,0.503014318,0.411203215,0.378171314,0.500879176,0.301951343,0.422381311,0.114546376,,0.148314749,0.979276564,0.534845413,2.375282592,0.124619868,1
1.983516484,1.61081609,0.529220779,0.365384615,1.118903742,0.203046953,0.321303696,0.366883117,0.126838796,0.179515351,0.268856144,0.424325674,1.54532137,0.171328671,2.085820668,0.171580297,0.138192028,0.933316683,0.538211788,0.421203796,0.401848152,0.532342657,0.298297015,0.43031968,0.118598547,,0.136727095,1.000874126,0.512116218,2.406218781,0.122993347,1
1.594967046,1.727380518,0.460155782,0.325344518,1.084002189,0.174206111,0.284451768,0.340023966,0.119937979,0.173659248,0.253894548,0.396494907,1.566399124,0.164619533,2.257022984,0.141280555,0.132068588,0.752846016,0.44367885,0.363541043,0.366087478,0.46929299,0.263681138,0.393499101,0.116380883,,0.158974827,0.84182145,0.560105801,2.481426004,0.124407151,1
1.849892009,1.650846275,0.491977785,0.344800987,1.026522422,0.185128047,0.301758716,0.350200555,0.120310592,0.167771768,0.26349892,0.414841098,1.496859187,0.166615242,2.188536032,0.160181469,0.133310068,0.802992903,0.476858994,0.385529158,0.388151805,0.478093181,0.257895655,0.415303919,0.110190194,,0.169342174,0.892780006,0.506979585,2.549676026,0.120048857,1
1.995498991,1.555326991,0.529411765,0.361011951,1.070797977,0.220549433,0.321434115,0.375756635,0.120939402,0.188480329,0.276579233,0.424336489,1.475357847,0.17305603,2.128739179,0.167823776,0.127624925,0.842309483,0.518392053,0.39158777,0.409591805,0.523513891,0.257992629,0.413161571,0.113825319,,0.161052541,0.916188111,0.516842376,2.6034456,0.122310791,1
1.685093404,1.655576382,0.479603507,0.344452917,0.983950328,0.193671369,0.309569196,0.356080823,0.126522962,0.175726336,0.284216546,0.430232558,1.499297095,0.190240183,2.216377694,0.160613871,0.135074977,0.759054518,0.445672894,0.370568052,0.399161266,0.48532215,0.241682287,0.417460923,0.108247423,,0.172446111,0.845215402,0.583997188,2.749142204,0.118673852,1
1.856333774,1.681702521,0.492920521,0.3518973,0.995373583,0.198602983,0.295827827,0.39116481,0.132431182,0.185287994,0.287710025,0.443458561,1.495951885,0.184821597,2.188295165,0.170830442,0.126185519,0.77024731,0.482537285,0.38436851,0.406456485,0.492731735,0.245662734,0.425901454,0.10721721,,0.193499884,0.883518973,0.574485311,2.746837833,0.125607217,1
1.997731998,1.585792952,0.524853525,0.371763372,0.99030837,0.207144207,0.307125307,0.3997354,0.121585903,0.185352423,0.298998299,0.443772444,1.406387665,0.183519184,2.081277533,0.166189427,0.129845815,0.812133812,0.508599509,0.383670384,0.428841429,0.542997543,0.235792952,0.425817426,0.102312775,,0.176872247,0.88962389,0.532929515,2.758079758,0.115528634,1
1.623518687,1.615575808,0.477666363,0.347082954,0.934824634,0.198040109,0.295578851,0.353691887,0.109085888,0.168461751,0.283272562,0.443710119,1.456365645,0.197356427,2.098729633,0.163766915,0.129798398,0.710118505,0.433682771,0.36030082,0.402233364,0.434822242,0.228666114,0.384229717,0.098315382,,0.187793427,0.80515041,0.520022093,2.586144029,0.12054681,1
1.767787692,1.561913696,0.489132922,0.360558225,0.951755562,0.215282544,0.306566003,0.373369938,0.123425355,0.163361029,0.308396248,0.483413407,1.394398285,0.196064974,2.066604128,0.185875101,0.113106406,0.741020361,0.454815832,0.371539693,0.41615191,0.482955845,0.217770035,0.382292382,0.099303136,,0.171535781,0.842598948,0.547038328,2.592541752,0.106807826,1
1.915388087,1.530457516,0.527075812,0.365072202,0.934901961,0.21683213,0.324458484,0.379738267,0.124575163,0.165620915,0.310243682,0.457355596,1.357647059,0.189305054,2.01124183,0.185620915,0.114379085,0.753610108,0.48465704,0.360785199,0.440884477,0.528880866,0.210588235,0.420126354,0.099346405,,0.180653595,0.861687726,0.557124183,2.576940433,0.105490196,1
1.586725178,1.680398751,0.478551838,0.324300603,1.327948595,0.160394953,0.281952825,0.337356007,,0.20021619,0.24509051,0.382446517,1.926975739,0.151727921,2.495856354,0.156617824,0.149351429,0.864399342,0.485353812,0.40296215,0.348765771,0.459791552,0.297862119,0.414810752,0.137581071,,,0.948546352,0.589959164,1.892484915,0.106713908,1
1.745405405,1.720906651,0.478594595,0.324864865,1.365404116,0.161513514,0.284216216,0.337621622,,0.197494781,0.238810811,0.393297297,1.891738741,0.148756757,2.57148822,0.166119893,0.143155383,0.887351351,0.496432432,0.401297297,0.351243243,0.455135135,0.305099911,0.41372973,0.139815091,,,0.950810811,0.600238592,1.854378378,0.105219207,1
1.940245478,1.645763881,0.507859604,0.336024978,1.31641568,0.170865633,0.295327304,0.351851852,,0.19628693,0.253122308,0.3916882,1.782503736,0.15040913,2.384584435,0.161800207,0.140878262,0.91042205,0.54543497,0.417958656,0.375107666,0.493432386,0.288309001,0.42118863,0.142200253,,,0.981696813,0.581733533,1.832041344,0.106046672,1
1.601646435,1.699259836,0.471885029,0.32928701,1.193611219,0.16422492,0.282544998,0.329426538,,0.189871445,0.255616018,0.402120832,1.745695364,0.163666806,2.579898714,0.167199065,0.151928321,0.796846658,0.45876936,0.376029022,0.398214037,0.467001535,0.272536034,0.408120553,0.135410986,,,0.858099623,0.591585508,2.663038928,0.105259057,1
1.730094655,1.705363309,0.486219376,0.33672049,1.231489296,0.173719376,0.278953229,0.339643653,,0.196808103,0.260996659,0.40701559,1.718560577,0.153814031,2.520524822,0.182076268,0.148776184,0.820016704,0.469933185,0.381124722,0.372355234,0.45935412,0.264789381,0.415089087,0.133660707,,,0.886553452,0.583748945,2.652561247,0.10319957,1
1.868248773,1.68242681,0.507092199,0.343426077,1.229820713,0.180714675,0.288052373,0.348199673,,0.199182994,0.262956901,0.40248227,1.679173916,0.153436989,2.463348211,0.185490582,0.154020728,0.834833606,0.502318603,0.385842881,0.393889798,0.489907256,0.274982979,0.413120567,0.138134503,,,0.89893617,0.573795295,2.652073104,0.103411756,1
1.485279358,1.653051034,0.446637671,0.316159251,1.060021971,0.177484108,0.266142523,0.319839411,,0.183860981,0.256774841,0.398962864,1.584240487,0.159417866,2.450314591,0.176570458,0.103565365,0.694546671,0.425727668,0.342756775,0.383907661,0.429742389,0.226905023,0.382234861,0.132028363,,,0.800434928,0.586237891,2.724322516,0.098571857,1
1.662129566,1.653808878,0.477084769,0.339076499,1.008528785,0.185561682,0.303928325,0.339593384,,0.189571622,0.266884907,0.422294969,1.524229502,0.178669883,2.407927893,0.18918395,0.143438651,0.742074431,0.448311509,0.357512061,0.403687112,0.457270848,0.23929056,0.408511371,0.127737934,,,0.835802895,0.559410739,2.77911785,0.098856368,1
1.805461902,1.607118742,0.496797033,0.343391773,1.075528118,0.195718139,0.280681052,0.340357384,,0.193112762,0.280681052,0.435603506,1.507282724,0.163182738,2.390855599,0.191280023,0.14642616,0.771915037,0.467127444,0.361935266,0.411496966,0.486176669,0.237387865,0.4045853,0.137069548,,,0.847774781,0.550400309,2.754551585,0.099064339,1
1.335804133,1.739865311,0.442722372,0.311769991,0.826752938,0.188230009,0.276055705,0.347484277,,0.165984418,0.272012579,0.437556155,1.434174039,0.189577718,2.397068533,0.149214314,0.122540605,0.676774483,0.347484277,0.324573226,0.404537287,0.406334232,0.204014261,0.426100629,0.090717021,,,0.751347709,0.50033012,2.618598383,0.080021128,1
1.355973997,1.718461944,0.445415826,0.317193454,0.843824072,0.196144362,0.282223717,0.343196593,,0.182775876,0.272360457,0.418516028,1.445088228,0.201524322,2.384382407,0.161443245,0.128127469,0.674288276,0.379287155,0.338937458,0.413584398,0.425689307,0.230576771,0.404841964,0.105609692,,,0.736830307,0.51132473,2.672046626,0.085198841,1
1.342643501,1.690157637,0.447327909,0.329228062,0.880646443,0.193534198,0.283923466,0.337585221,,0.181083587,0.270288102,0.421376732,1.408133528,0.172201452,2.325606041,0.175519936,0.126506822,0.680888498,0.393226303,0.334286343,0.396745107,0.447107983,0.195522586,0.372773257,0.096569082,,,0.736089729,0.531196185,2.64438091,0.087163863,1
1.25770235,1.73015873,0.420626632,0.307049608,0.826388889,0.21227154,0.283028721,0.352480418,,0.197089947,0.278590078,0.425326371,1.667989418,0.202349869,2.406084656,0.176752646,0.131944444,0.628720627,0.33002611,0.308093995,0.425848564,0.404699739,0.201554233,0.365535248,0.10218254,,,0.74229765,0.56167328,2.548563969,0.081183862,1
1.343824385,1.633585331,0.45517059,0.316053954,0.825961074,0.207352552,0.293573129,0.340650622,,0.172912981,0.291721767,0.466543243,1.588064983,0.195979899,2.368988258,0.183850732,0.131253016,0.617297011,0.372652737,0.326368686,0.426606718,0.417878868,0.196879524,0.355461518,0.094740228,,,0.730759058,0.549461155,2.633430309,0.082354834,1
1.342633638,1.613042782,0.433376793,0.322033898,0.821182503,0.201564537,0.324902216,0.349413299,,0.180740266,0.302477184,0.450847458,1.597019708,0.197131682,2.292741548,0.191956417,0.129626662,0.646153846,0.373663625,0.331942634,0.419035202,0.398696219,0.190514341,0.352542373,0.093574748,,,0.739765319,0.521871495,2.612516297,0.087646211,1
1.171963947,1.817861857,0.457542694,0.283088235,1.282226133,0.144568311,0.258657495,0.293643264,0.127804663,0.173852471,0.251897533,0.331593928,2.06855844,0.136385199,2.396539082,0.149508726,0.138143423,0.904055977,0.370493359,0.315109108,0.324596774,0.381404175,0.215207508,0.3721537,0.146355771,,,0.774549336,0.505059393,3.391129032,0.117759202,1
1.253401573,1.769404892,0.481462988,0.296217701,1.27192406,0.152415429,0.272000999,0.31456747,0.130996714,0.172690763,0.241168393,0.352015978,2.050894487,0.139058794,2.373932092,0.157429719,0.136911281,0.94669829,0.402945949,0.333042067,0.333666209,0.403570091,0.220518437,0.392085882,0.148886455,,,0.809511921,0.497626871,3.513543877,0.116465863,1
1.302758018,1.723144672,0.489579433,0.298390116,1.231374531,0.157494072,0.268813179,0.319231249,0.122870344,0.17412648,0.242730563,0.360539124,1.978559053,0.141020841,2.327461738,0.14719896,0.134709789,0.985648321,0.413078747,0.342568326,0.342693124,0.412829153,0.205457696,0.391364033,0.150736356,,,0.82366155,0.493719319,3.511543741,0.111608432,1
1.17053896,1.682969895,0.465307413,0.291923502,1.113975457,0.159159159,0.258100205,0.314683104,0.132691798,0.166769665,0.240872451,0.381223329,1.871810718,0.149201833,2.323386598,0.144521939,0.137724022,0.851272325,0.374901217,0.322269638,0.370317686,0.402718508,0.196080162,0.406827881,0.14054913,,,0.740319267,0.491745387,3.867235657,0.109826079,1
1.189112649,1.753591759,0.471837634,0.294052863,1.113038764,0.159219635,0.262586532,0.313876652,0.14095961,0.176109153,0.248269352,0.369572058,1.89446101,0.1406545,2.380771664,0.167976868,0.142314991,0.846601636,0.398206419,0.316708622,0.362806797,0.406230334,0.208276859,0.391126495,0.141682479,,,0.729389553,0.497063341,3.844398993,0.110870155,1
1.287505953,1.72409726,0.489125258,0.302428957,1.167392488,0.157485315,0.263851405,0.322590887,0.127290873,0.173561967,0.251309732,0.370852516,1.89602613,0.143673599,2.352476864,0.166213028,0.139539104,0.885061121,0.395935863,0.32354342,0.368153675,0.41689157,0.199872981,0.384187966,0.142533116,,,0.754722972,0.488568318,3.859183997,0.102159318,1
1.078682706,1.626290753,0.464602642,0.289489253,0.954751131,0.168802997,0.256162493,0.318674818,0.132730015,0.155586495,0.257345691,0.38315914,1.730363151,0.15795701,2.274277758,0.169857292,0.133658197,0.761782686,0.370143956,0.303490436,0.375665549,0.403667916,0.201879568,0.381187143,0.14015547,,,0.682902781,0.479521986,3.681325182,0.09270217,1
1.093811203,1.61497516,0.464943204,0.292792793,0.985923823,0.193497846,0.262044653,0.318448884,0.142772652,0.176129643,0.25342734,0.406580494,1.751715164,0.157853506,2.264726757,0.174000473,0.139105749,0.774383079,0.384841363,0.30297689,0.376811594,0.408343126,0.188549799,0.375636506,0.143245801,,,0.686839013,0.496806246,3.69800235,0.096995505,1
1.156828704,1.586359293,0.470871914,0.294753086,1.031772575,0.171103395,0.250771605,0.323302469,0.13079312,0.175346393,0.257137346,0.372878086,1.750477783,0.150848765,2.285355948,0.171882465,0.139154324,0.78125,0.400655864,0.295910494,0.377507716,0.408564815,0.175585284,0.367862654,0.138318204,,,0.671103395,0.507166746,3.71412037,0.098542762,1
1.033426835,1.538291402,0.467741935,0.290088827,0.87572574,0.176951847,0.251051893,0.316503039,0.143350843,0.156068565,0.269518467,0.381954184,1.614735969,0.179756896,2.175006912,0.170030412,0.140586121,0.697054698,0.38569425,0.296166433,0.384291725,0.471014493,0.188830523,0.384525479,0.13422726,,,0.615708275,0.494885264,3.471482001,0.092756428,1
1.012640772,1.577964912,0.453918639,0.288899104,0.903578947,0.17789014,0.248448632,0.323833601,0.14877193,0.154245614,0.257871754,0.377384509,1.635508772,0.163640542,2.188631579,0.186526316,0.14077193,0.704895426,0.390025282,0.301080211,0.372098368,0.407032866,0.171649123,0.378763503,0.144701754,,,0.666283613,0.459087719,3.416226155,0.091649123,1
1.097030629,1.547757181,0.468552724,0.301847089,0.945804443,0.179565116,0.256254384,0.32592939,0.148577897,0.172916372,0.255552958,0.386953472,1.643837555,0.160626607,2.227253431,0.197113344,0.142210273,0.729717091,0.395838204,0.310731821,0.38742109,0.428805237,0.167963775,0.385316811,0.141927268,,,0.650222118,0.476015282,3.452887538,0.088580727,1
1.049778761,1.392008639,0.499170354,0.303926991,0.841432685,0.190265487,0.26465708,0.340431416,0.157487401,0.143988481,0.287887168,0.397123894,1.46850252,0.178650442,2.063714903,0.181425486,0.14524838,0.708794248,0.449668142,0.322732301,0.403207965,0.458517699,0.153347732,0.396294248,0.130849532,,,0.666205752,0.506839453,3.375553097,0.07199424,1
1.080168776,1.379272727,0.496202532,0.315893108,0.813090909,0.195499297,0.281575246,0.361181435,0.168545455,0.167272727,0.281012658,0.443600563,1.497818182,0.175246132,2.076545455,0.199636364,0.136363636,0.720956399,0.454852321,0.318987342,0.412939522,0.47116737,0.168,0.409845288,0.137272727,,,0.674824191,0.483090909,3.457383966,0.08,1
1.10486995,1.374519495,0.497786386,0.312396237,0.859051803,0.180962922,0.27255119,0.355838406,0.164195497,0.175178473,0.259822911,0.41615938,1.501372872,0.178195905,2.017755812,0.202269815,0.139117701,0.727725512,0.449363586,0.321250692,0.405921417,0.456834532,0.152663372,0.441615938,0.136371957,,,0.659103486,0.518945634,3.364969563,0.082372323,1
