feature_18,feature_77,feature_40,feature_13,feature_45,feature_23,feature_28,feature_33,feature_72,feature_55,feature_14,feature_22,feature_63,feature_30,feature_64,feature_65,feature_71,feature_16,feature_38,feature_3,feature_19,feature_42,feature_57,feature_31,target
1.253401573,1.769404892,0.481462988,0.296217701,1.27192406,0.152415429,0.272000999,0.31456747,0.130996714,0.172690763,0.241168393,0.352015978,2.050894487,0.139058794,2.373932092,0.157429719,0.136911281,0.94669829,0.402945949,0.333042067,0.333666209,0.403570091,0.220518437,0.392085882,1
1.302758018,1.723144672,0.489579433,0.298390116,1.231374531,0.157494072,0.268813179,0.319231249,0.122870344,0.17412648,0.242730563,0.360539124,1.978559053,0.141020841,2.327461738,0.14719896,0.134709789,0.985648321,0.413078747,0.342568326,0.342693124,0.412829153,0.205457696,0.391364033,1
1.17053896,1.682969895,0.465307413,0.291923502,1.113975457,0.159159159,0.258100205,0.314683104,0.132691798,0.166769665,0.240872451,0.381223329,1.871810718,0.149201833,2.323386598,0.144521939,0.137724022,0.851272325,0.374901217,0.322269638,0.370317686,0.402718508,0.196080162,0.406827881,1
1.189112649,1.753591759,0.471837634,0.294052863,1.113038764,0.159219635,0.262586532,0.313876652,0.14095961,0.176109153,0.248269352,0.369572058,1.89446101,0.1406545,2.380771664,0.167976868,0.142314991,0.846601636,0.398206419,0.316708622,0.362806797,0.406230334,0.208276859,0.391126495,1
1.287505953,1.72409726,0.489125258,0.302428957,1.167392488,0.157485315,0.263851405,0.322590887,0.127290873,0.173561967,0.251309732,0.370852516,1.89602613,0.143673599,2.352476864,0.166213028,0.139539104,0.885061121,0.395935863,0.32354342,0.368153675,0.41689157,0.199872981,0.384187966,1
1.078682706,1.626290753,0.464602642,0.289489253,0.954751131,0.168802997,0.256162493,0.318674818,0.132730015,0.155586495,0.257345691,0.38315914,1.730363151,0.15795701,2.274277758,0.169857292,0.133658197,0.761782686,0.370143956,0.303490436,0.375665549,0.403667916,0.201879568,0.381187143,1
1.093811203,1.61497516,0.464943204,0.292792793,0.985923823,0.193497846,0.262044653,0.318448884,0.142772652,0.176129643,0.25342734,0.406580494,1.751715164,0.157853506,2.264726757,0.174000473,0.139105749,0.774383079,0.384841363,0.30297689,0.376811594,0.408343126,0.188549799,0.375636506,1
1.156828704,1.586359293,0.470871914,0.294753086,1.031772575,0.171103395,0.250771605,0.323302469,0.13079312,0.175346393,0.257137346,0.372878086,1.750477783,0.150848765,2.285355948,0.171882465,0.139154324,0.78125,0.400655864,0.295910494,0.377507716,0.408564815,0.175585284,0.367862654,1
1.033426835,1.538291402,0.467741935,0.290088827,0.87572574,0.176951847,0.251051893,0.316503039,0.143350843,0.156068565,0.269518467,0.381954184,1.614735969,0.179756896,2.175006912,0.170030412,0.140586121,0.697054698,0.38569425,0.296166433,0.384291725,0.471014493,0.188830523,0.384525479,1
1.012640772,1.577964912,0.453918639,0.288899104,0.903578947,0.17789014,0.248448632,0.323833601,0.14877193,0.154245614,0.257871754,0.377384509,1.635508772,0.163640542,2.188631579,0.186526316,0.14077193,0.704895426,0.390025282,0.301080211,0.372098368,0.407032866,0.171649123,0.378763503,1
1.097030629,1.547757181,0.468552724,0.301847089,0.945804443,0.179565116,0.256254384,0.32592939,0.148577897,0.172916372,0.255552958,0.386953472,1.643837555,0.160626607,2.227253431,0.197113344,0.142210273,0.729717091,0.395838204,0.310731821,0.38742109,0.428805237,0.167963775,0.385316811,1
1.049778761,1.392008639,0.499170354,0.303926991,0.841432685,0.190265487,0.26465708,0.340431416,0.157487401,0.143988481,0.287887168,0.397123894,1.46850252,0.178650442,2.063714903,0.181425486,0.14524838,0.708794248,0.449668142,0.322732301,0.403207965,0.458517699,0.153347732,0.396294248,1
1.080168776,1.379272727,0.496202532,0.315893108,0.813090909,0.195499297,0.281575246,0.361181435,0.168545455,0.167272727,0.281012658,0.443600563,1.497818182,0.175246132,2.076545455,0.199636364,0.136363636,0.720956399,0.454852321,0.318987342,0.412939522,0.47116737,0.168,0.409845288,1
1.10486995,1.374519495,0.497786386,0.312396237,0.859051803,0.180962922,0.27255119,0.355838406,0.164195497,0.175178473,0.259822911,0.41615938,1.501372872,0.178195905,2.017755812,0.202269815,0.139117701,0.727725512,0.449363586,0.321250692,0.405921417,0.456834532,0.152663372,0.441615938,1
2.231671041,1.627181412,0.361417323,0.40656168,1.061181006,0.167629046,0.305424322,0.340857393,0.129362825,0.16112013,0.255293088,0.343219598,1.687550731,0.165179353,2.436586851,0.168171672,0.132000812,1.099300087,0.431846019,0.405861767,0.426859143,0.427296588,0.210379464,0.441557305,1
2.330987124,1.562096053,0.360257511,0.396909871,1.063985284,0.166695279,0.300171674,0.337682403,0.143084419,0.161529283,0.270815451,0.344806867,1.662871632,0.162660944,2.35472805,0.174704186,0.139007656,1.078712446,0.429871245,0.388583691,0.409184549,0.42583691,0.193397633,0.437253219,1
1.952539696,1.571868376,0.374331082,0.397929643,1.059452912,0.172558996,0.345907536,0.342398456,0.147673362,0.181033613,0.26379507,0.352048425,1.716362168,0.165277656,2.437317049,0.156000808,0.134803674,1.094043337,0.441179051,0.400561453,0.454074919,0.445214492,0.20429999,0.443459953,1
2.297211875,1.646607633,0.345185687,0.385822328,0.969007234,0.161982165,0.274974602,0.312111977,0.121289598,0.163631828,0.241562253,0.337509877,1.586368172,0.15058133,2.382140185,0.145048641,0.11898229,0.924822215,0.391917824,0.348346314,0.4848177,0.399932272,0.194125717,0.407608082,1
2.477854164,1.607631121,0.346556971,0.391524851,0.972905792,0.160599572,0.270032683,0.309478192,0.14261745,0.167971663,0.254141778,0.338667869,1.619189659,0.149554829,2.386216754,0.150944569,0.128635347,0.938465006,0.38994703,0.350050716,0.476501747,0.405837935,0.19711658,0.411360307,1
2.374415498,1.506520119,0.351592073,0.373747495,0.985221063,0.158984636,0.292362503,0.304720552,0.133817685,0.177968207,0.27343576,0.326987308,1.674242424,0.143954576,2.38065077,0.15052161,0.12791853,0.925851703,0.389556892,0.343910042,0.471832554,0.400356268,0.204359165,0.409374304,1
1.906220096,1.54136263,0.334244703,0.334791524,0.794703616,0.156117567,0.24101162,0.296924129,0.116340084,0.155939985,0.232809296,0.30936432,1.474050996,0.143267259,2.270558334,0.138558662,0.113798475,0.819548872,0.361175666,0.311961722,0.485030759,0.386056049,0.173977208,0.379357485,1
2.098985432,1.485702513,0.342741935,0.327783559,0.807086939,0.150494277,0.229968783,0.287200832,0.136959209,0.161104244,0.230489074,0.288241415,1.55434693,0.132674298,2.307869798,0.158714462,0.125587145,0.779656608,0.357310094,0.299947971,0.496097815,0.375,0.170333745,0.367976067,1
2.094228188,1.509004104,0.341879195,0.340939597,0.844375576,0.151946309,0.240134228,0.298120805,0.130161655,0.164837926,0.231275168,0.326577181,1.603484379,0.135436242,2.430856856,0.158891029,0.125052349,0.827651007,0.373691275,0.30590604,0.488724832,0.38966443,0.188709272,0.379463087,1
1.74578196,1.397438567,0.325438027,0.288935756,0.735422741,0.162556781,0.238481506,0.261680727,0.121095377,0.158267389,0.247566515,0.297534069,1.382548938,0.14633355,2.243440233,0.150249896,0.111411912,0.647306944,0.328033744,0.266223232,0.463984426,0.387086308,0.164618909,0.329331603,1
1.75040624,1.388229167,0.335229119,0.309554761,0.712916667,0.168183295,0.262755931,0.269418265,0.135520833,0.165416667,0.245856354,0.291680208,1.4028125,0.124471888,2.240625,0.1759375,0.125,0.647546311,0.33279168,0.262430939,0.471075723,0.39519012,0.165520833,0.369028274,1
1.717675941,1.405726919,0.34304419,0.315548282,0.777029161,0.163011457,0.241571195,0.271522095,0.143067691,0.167386041,0.286579378,0.304091653,1.444467839,0.132733224,2.24781556,0.172228656,0.131592799,0.659574468,0.356301146,0.258428805,0.476759411,0.399509002,0.17433414,0.334042553,1
1.641724278,0.820333253,0.349328996,0.282025214,0.344119778,0.143757625,0.217974786,0.267385116,0.092972712,0.100217339,0.23546157,0.278161854,0.853175561,0.154941033,1.331924656,0.109273122,0.067254286,0.592313949,0.354005693,0.261285075,0.461163074,0.411142741,0.096232794,0.353599024,1
1.489433812,0.788461538,0.344098884,0.29685008,0.359249646,0.134968102,0.185207337,0.27053429,0.142402076,0.108305805,0.255183413,0.264752791,0.897475224,0.122208931,1.345681925,0.11833412,0.076805097,0.586523126,0.347089314,0.261164274,0.463317384,0.41407496,0.099693252,0.349082935,1
1.727673208,0.790975289,0.334601522,0.298157789,0.471171064,0.166199439,0.18782539,0.260913096,0.149337472,0.117225737,0.25030036,0.255106127,0.971588874,0.130556668,1.321952966,0.136325654,0.084397756,0.5969163,0.357829395,0.257909491,0.476571886,0.419703644,0.100155187,0.352823388,1
1.998405386,1.633226837,0.377126152,0.38253012,1.057311379,0.151311127,0.270907158,0.312189936,0.107643156,0.150405505,0.278260099,0.342044649,1.657213074,0.152639972,2.284541656,0.138805603,0.114622757,0.714121191,0.395021262,0.349929128,0.45667966,0.381909993,0.202457606,0.416991495,1
2.157357195,1.582556173,0.370842372,0.3890094,1.076781831,0.161966739,0.314804772,0.322758496,0.113505678,0.154868326,0.246023138,0.340925524,1.592703552,0.154826464,2.250495289,0.151244262,0.11988403,0.737075199,0.394432393,0.355206074,0.442877802,0.387292119,0.205411935,0.442606652,1
2.214818811,1.567437992,0.37352756,0.380631238,1.134680299,0.15709019,0.266253035,0.317687258,0.11452473,0.157820068,0.24844888,0.350508048,1.601829656,0.160507149,2.280221124,0.14270339,0.118829803,0.724934808,0.396996673,0.362377484,0.439169139,0.393130114,0.212024852,0.429367863,1
2.071156004,1.606365055,0.333333333,0.355443322,0.930795632,0.143771044,0.233333333,0.280583614,0.106833073,0.147831513,0.228956229,0.300224467,1.514134165,0.145903479,2.202371295,0.125179407,0.104087363,0.620538721,0.329068462,0.302132435,0.479573513,0.347811448,0.181154446,0.371492705,1
2.138719167,1.396849625,0.334125368,0.357207513,0.970633128,0.143358226,0.228558497,0.293957909,0.113254777,0.156358752,0.228332202,0.304933243,1.536723854,0.144715999,2.209231333,0.135478356,0.109347335,0.623783661,0.323942068,0.308327676,0.482348948,0.343177189,0.183161365,0.379497624,1
