feature_30,feature_36,feature_16,feature_77,feature_18,feature_23,feature_6,feature_41,feature_43,feature_63,feature_59,feature_64,feature_65,feature_12,feature_8,feature_14,feature_49,feature_22,feature_7,feature_55,feature_9,feature_46,feature_33,feature_48,feature_61,feature_54,feature_25,feature_71,feature_45,feature_13,feature_26,target
0.158348737,0.657013761,0.410556582,1.613896848,1.655781475,0.18402136,0.22181146,0.336414048,0.458410351,1.251289398,0.237249284,1.764756447,0.125501433,0.266173752,1.444239063,0.279523516,0.269770774,0.359416718,0.185459026,0.130372493,0.176422263,0.161031519,0.326966523,0.285816619,0.434527221,0.099140401,1.885192031,0.099140401,0.626361032,0.325734237,1.125898542,1
0.168555866,0.872368615,0.790961284,1.297220427,1.711026056,0.175621964,0.219049021,0.407478286,0.225084646,1.127407886,0.233548804,1.68332256,0.137879767,0.355365818,2.277491535,0.29942588,0.294117647,0.386132784,0.185337848,0.129411765,0.19446489,0.191338074,0.387163256,0.28539108,0.355074337,0.138655462,4.112615928,0.138655462,0.908532644,0.383630208,1.463712645,1
0.158644537,0.818118949,0.727524205,1.363189369,1.525172891,0.163070539,0.199170124,0.36473029,0.216459198,1.137009967,0.233820598,1.693820598,0.128837209,0.331950207,2.118810512,0.250207469,0.380730897,0.357399723,0.165975104,0.134219269,0.174688797,0.193156146,0.362102351,0.278737542,0.373621262,0.111362126,3.69253112,0.111362126,0.893488372,0.346196404,1.393914246,1
0.15471594,0.831081081,0.742553778,1.404481451,1.521097628,0.165609487,0.20532267,0.35452289,0.193188086,1.14798267,0.230232873,1.791835906,0.13633902,0.326668505,2.10728075,0.243243243,0.400961278,0.362520684,0.165057915,0.139859193,0.171400993,0.196723531,0.35314396,0.281004603,0.388302193,0.112036285,3.684914506,0.112036285,0.885729759,0.342112521,1.378240485,1
0.171391272,0.876725103,0.730511003,1.170038136,1.654792988,0.18537859,0.228086535,0.4000373,0.232935472,1.148731554,0.22641353,1.6362129,0.149975129,0.358261843,2.259045132,0.264826557,0.283037639,0.403767251,0.186497576,0.13753938,0.190973517,0.189935334,0.398358821,0.291245233,0.36345548,0.111507213,3.514546811,0.111507213,0.890399602,0.3769116,1.3461395,1
0.150567261,0.764829822,0.613614263,1.272986338,1.333063209,0.158184765,0.195786062,0.337439222,0.204862237,1.102087,0.236191434,1.65702791,0.144162266,0.306320908,1.975688817,0.230145867,0.353029922,0.338897893,0.161102107,0.12672869,0.16191248,0.193864722,0.327066451,0.280445897,0.364428799,0.100578325,2.944894652,0.100578325,0.85944179,0.323824959,1.179578606,1
0.156978768,0.831534981,0.667942917,1.279936226,1.403411069,0.173512008,0.206926558,0.342151062,0.213713888,1.102290845,0.224888814,1.652261475,0.132835445,0.324399582,2.127044901,0.248868778,0.362339515,0.378698225,0.171597633,0.133506755,0.174556213,0.186120668,0.36407936,0.261139549,0.386842326,0.110682219,3.127567003,0.110682219,0.857766216,0.337278107,1.251827358,1
0.187936656,0.909874243,0.692594318,1.178248401,1.671169073,0.197019096,0.258500233,0.433628319,0.281089893,1.116589455,0.200419148,1.562761968,0.153540702,0.343269679,2.091057289,0.321145785,0.243437017,0.397997205,0.197019096,0.135120229,0.182114578,0.19159497,0.4035864,0.283256122,0.367196117,0.104897419,3.235211924,0.104897419,0.804103243,0.388448999,1.267582673,1
0.181900452,0.883936652,0.654751131,1.219966159,1.516289593,0.184162896,0.221493213,0.413800905,0.25520362,1.062380147,0.215454033,1.611957135,0.150592217,0.34638009,2.045475113,0.27918552,0.323068246,0.37760181,0.187104072,0.147772138,0.176696833,0.190073322,0.381447964,0.282910321,0.349125776,0.112351946,3.119004525,0.112351946,0.768527919,0.369457014,1.261312217,1
0.16722973,0.836993243,0.615498311,1.246130031,1.347339527,0.166173986,0.216427365,0.349873311,0.228673986,1.060039805,0.216718266,1.582706767,0.142525431,0.317356419,1.940878378,0.236908784,0.312030075,0.353885135,0.173775338,0.121295887,0.168074324,0.18697479,0.357896959,0.280296329,0.366430783,0.1036046,2.804265203,0.1036046,0.717713401,0.327702703,1.17504223,1
0.179557256,0.891773709,0.614648811,1.077480186,1.393823449,0.192948893,0.237769882,0.441104127,0.318939601,1.045777535,0.193222192,1.574883848,0.16602897,0.334244329,1.783820716,0.269199235,0.251571468,0.375512435,0.194588685,0.132959825,0.178190763,0.190762503,0.399836021,0.269062585,0.400792566,0.10426346,2.594698005,0.10426346,0.787100301,0.356654824,1.094014758,1
0.21877964,1.035093266,0.699019918,1.144377729,1.531773633,0.241226684,0.288017705,0.5042681,0.39203288,1.031386463,0.19268559,1.554312227,0.165393013,0.402782169,2.082832754,0.346506481,0.29121179,0.426177679,0.223205817,0.125545852,0.202023396,0.193504367,0.447992412,0.260917031,0.413891921,0.097980349,2.87006007,0.097980349,0.746724891,0.416376857,1.314890926,1
0.183630082,0.854371512,0.588094605,1.238457207,1.216848259,0.193994154,0.251660909,0.410045177,0.30029232,1.045326577,0.204673423,1.584881757,0.157657658,0.317565772,1.800956683,0.292319957,0.313907658,0.365399947,0.189476482,0.132460586,0.178049429,0.192989865,0.386925326,0.251126126,0.406109234,0.110078829,2.401541323,0.110078829,0.740990991,0.327664098,1.117193728,1
0.177172583,0.82619339,0.551713586,0.981414396,1.260097919,0.188188494,0.215422277,0.485312118,0.330171359,0.945818239,0.162860293,1.402583084,0.172468105,0.301407589,1.414932681,0.243268054,0.170105528,0.335985312,0.210526316,0.113718696,0.1624847,0.17908332,0.382802938,0.239407781,0.372814616,0.075444952,2.119339045,0.075444952,0.704835407,0.309669523,0.971848225,1
0.187737042,0.882743363,0.555941846,0.994403582,1.213021492,0.191845765,0.250632111,0.455436157,0.340391909,0.96642149,0.179245283,1.403901503,0.179724976,0.300252845,1.487357775,0.268015171,0.232651103,0.345448799,0.175094817,0.12120243,0.162136536,0.180364567,0.408343869,0.225135913,0.342500799,0.091461465,2.104930468,0.091461465,0.684521906,0.32806574,0.961125158,1
0.185560676,0.871889401,0.532411674,1.030948092,1.125960061,0.19109063,0.223041475,0.428571429,0.32688172,1.020140822,0.172588832,1.42492222,0.159325364,0.280798771,1.462365591,0.292473118,0.239233666,0.349308756,0.177572965,0.125102342,0.169892473,0.183887342,0.361290323,0.244309808,0.388570493,0.09317177,2.044239631,0.09317177,0.62682168,0.301382488,0.976036866,1
0.16804356,0.799380398,1.008636876,1.649982724,1.603736388,0.175835524,0.197897109,0.368757041,0.214513706,1.788785231,0.22079076,2.221383089,0.148822745,0.348666917,1.765114532,0.245963199,0.676686905,0.400675929,0.185598949,0.185793968,0.232256853,0.172713362,0.358148704,0.355595044,0.571351004,0.148773385,4.643822756,0.148773385,1.223801767,0.348291401,1.533420954,1
0.172901633,0.823205469,1.04101785,1.63898847,1.854728447,0.180972275,0.202810482,0.388340296,0.234523357,1.763879469,0.215579886,2.215773665,0.162581145,0.353873908,1.807823775,0.260634258,0.637341343,0.414830991,0.188473224,0.18922585,0.259020129,0.167280302,0.395366502,0.350498983,0.569082453,0.14766011,4.892802886,0.14766011,1.216306559,0.36270414,1.563330801,1
0.17089503,0.867207394,1.056587758,1.564924819,1.956427426,0.191738187,0.205130623,0.405639913,0.235216448,1.672823464,0.200900316,2.098199369,0.166326341,0.361690088,1.783551825,0.259549184,0.590310006,0.410921437,0.182589833,0.18275478,0.258794681,0.182244292,0.383853626,0.351726378,0.537033599,0.14316874,4.804017731,0.14316874,1.200436235,0.368386306,1.579741583,1
0.165830376,0.76135112,0.86219557,1.68222208,1.661240974,0.175376331,0.218210745,0.354546567,0.202056052,1.65134565,0.207313175,2.207185323,0.148373074,0.337290417,2.312324073,0.250642516,0.598989964,0.405947864,0.17990454,0.181998338,0.209154326,0.166144601,0.342430547,0.341942083,0.571437704,0.140062648,4.039652429,0.140062648,1.15195295,0.335699425,1.473626239,1
0.173700075,0.792514444,0.897261994,1.660352255,1.861592565,0.182115046,0.223687516,0.387967847,0.217030897,1.629054739,0.207108464,2.212113533,0.165103903,0.34853052,2.375282592,0.270283848,0.576849975,0.416101482,0.189399648,0.18385707,0.218538056,0.169221997,0.360085406,0.355993411,0.55993411,0.140775469,4.089927154,0.140775469,1.149328434,0.354684753,1.53089676,1
0.171328671,0.85964036,0.933316683,1.61081609,1.983516484,0.203046953,0.233016983,0.406218781,0.231768232,1.54532137,0.196911433,2.085820668,0.171580297,0.359515485,2.406218781,0.268856144,0.529756455,0.424325674,0.187687313,0.179515351,0.221028971,0.172556919,0.366883117,0.354696942,0.54696942,0.138192028,4.313186813,0.138192028,1.118903742,0.365384615,1.537337662,1
0.164619533,0.763031756,0.752846016,1.727380518,1.594967046,0.174206111,0.229179149,0.357549431,0.192480527,1.566399124,0.203301715,2.257022984,0.141280555,0.326992211,2.481426004,0.253894548,0.577617658,0.396494907,0.186638706,0.173659248,0.190832834,0.172382342,0.340023966,0.351331631,0.547154323,0.132068588,3.44877172,0.132068588,1.084002189,0.325344518,1.38241462,1
0.166615242,0.78771984,0.802992903,1.650846275,1.849892009,0.185128047,0.23742672,0.387226165,0.2108917,1.496859187,0.189844704,2.188536032,0.160181469,0.363776612,2.549676026,0.26349892,0.520851509,0.414841098,0.187596421,0.167771768,0.200401111,0.169865643,0.350200555,0.34252312,0.507154074,0.133310068,3.623264425,0.133310068,1.026522422,0.344800987,1.438136378,1
0.17305603,0.849914636,0.842309483,1.555326991,1.995498991,0.220549433,0.246624243,0.412851156,0.217910911,1.475357847,0.187537499,2.128739179,0.167823776,0.345336024,2.6034456,0.276579233,0.485214708,0.424336489,0.184541363,0.188480329,0.195405867,0.175366418,0.375756635,0.346790092,0.488128911,0.127624925,3.737544622,0.127624925,1.070797977,0.361011951,1.458016452,1
0.190240183,0.815287838,0.759054518,1.655576382,1.685093404,0.193671369,0.266488753,0.39306138,0.211780404,1.499297095,0.183223993,2.216377694,0.160613871,0.347693481,2.749142204,0.284216546,0.551077788,0.430232558,0.205299276,0.175726336,0.208921083,0.181935333,0.356080823,0.343134958,0.546860356,0.135074977,3.439954251,0.135074977,0.983950328,0.344452917,1.437094929,1
0.184821597,0.828204644,0.77024731,1.681702521,1.856333774,0.198602983,0.257126675,0.407211629,0.212573155,1.495951885,0.188989128,2.188295165,0.170830442,0.352086086,2.746837833,0.287710025,0.52475133,0.443458561,0.201057202,0.185287994,0.20841986,0.177423086,0.39116481,0.360050891,0.54661115,0.126185519,3.480460638,0.126185519,0.995373583,0.3518973,1.436284689,1
0.183519184,0.856170856,0.812133812,1.585792952,1.997731998,0.207144207,0.259119259,0.434889435,0.216594217,1.406387665,0.174889868,2.081277533,0.166189427,0.360990361,2.758079758,0.298998299,0.442951542,0.443772444,0.183897184,0.185352423,0.208278208,0.179955947,0.3997354,0.338656388,0.493722467,0.129845815,3.433566434,0.129845815,0.99030837,0.371763372,1.435267435,1
0.197356427,0.817228806,0.710118505,1.615575808,1.623518687,0.198040109,0.278714676,0.383090246,0.189835916,1.456365645,0.177022922,2.098729633,0.163766915,0.353463993,2.586144029,0.283272562,0.529549848,0.443710119,0.208751139,0.168461751,0.220601641,0.172604253,0.353691887,0.325186413,0.555233361,0.129798398,3.151321787,0.129798398,0.934824634,0.347082954,1.403372835,1
0.196064974,0.858156028,0.741020361,1.561913696,1.767787692,0.215282544,0.278197209,0.412948982,0.20979181,1.394398285,0.170195658,2.066604128,0.185875101,0.356897735,2.592541752,0.308396248,0.482980434,0.483413407,0.215511325,0.163361029,0.244566461,0.173009917,0.373369938,0.320959528,0.508978826,0.113106406,3.212765957,0.113106406,0.951755562,0.360558225,1.406085564,1
0.189305054,0.88898917,0.753610108,1.530457516,1.915388087,0.21683213,0.287229242,0.436371841,0.197879061,1.357647059,0.155686275,2.01124183,0.185620915,0.368907942,2.576940433,0.310243682,0.442745098,0.457355596,0.22450361,0.165620915,0.199232852,0.176601307,0.379738267,0.324183007,0.496732026,0.114379085,3.138086643,0.114379085,0.934901961,0.365072202,1.397563177,1
0.151727921,0.794624246,0.864399342,1.680398751,1.586725178,0.160394953,0.192320351,0.336478332,0.183104772,1.926975739,0.237148691,2.495856354,0.156617824,0.333296764,1.892484915,0.24509051,0.534110017,0.382446517,0.167635765,0.20021619,0.198354361,0.177516214,0.337356007,0.349267355,0.606834014,0.149351429,4.324520022,0.149351429,1.327948595,0.324300603,1.450246846,1
0.148756757,0.800216216,0.887351351,1.720906651,1.745405405,0.161513514,0.192540541,0.344864865,0.187459459,1.891738741,0.238950194,2.57148822,0.166119893,0.332648649,1.854378378,0.238810811,0.521085595,0.393297297,0.16227027,0.197494781,0.205081081,0.177214435,0.337621622,0.354011333,0.617834775,0.143155383,4.279783784,0.143155383,1.365404116,0.324864865,1.430162162,1
0.15040913,0.829888028,0.91042205,1.645763881,1.940245478,0.170865633,0.201012059,0.366602067,0.199612403,1.782503736,0.224106219,2.384584435,0.161800207,0.338608958,1.832041344,0.253122308,0.519772388,0.3916882,0.177756245,0.19628693,0.210594315,0.184331532,0.351851852,0.353776296,0.573514197,0.140878262,4.314922481,0.140878262,1.31641568,0.336024978,1.460594315,1
0.163666806,0.798102414,0.796846658,1.699259836,1.601646435,0.16422492,0.22673364,0.345332775,0.182363611,1.745695364,0.240514219,2.579898714,0.167199065,0.327054556,2.663038928,0.255616018,0.50377873,0.402120832,0.174270964,0.189871445,0.190037673,0.171562135,0.329426538,0.337358785,0.598987145,0.151928321,3.815403935,0.151928321,1.193611219,0.32928701,1.419143296,1
0.153814031,0.806514477,0.820016704,1.705363309,1.730094655,0.173719376,0.22188196,0.35857461,0.182488864,1.718560577,0.185835955,2.520524822,0.182076268,0.334214922,2.652561247,0.260996659,0.498810711,0.40701559,0.16717706,0.196808103,0.198496659,0.176244917,0.339643653,0.351876007,0.587508632,0.148776184,3.929426503,0.148776184,1.231489296,0.33672049,1.423023385,1
0.153436989,0.831696672,0.834833606,1.68242681,1.868248773,0.180714675,0.21685761,0.370840153,0.180714675,1.679173916,0.204251456,2.463348211,0.185490582,0.334969995,2.652073104,0.262956901,0.514411075,0.40248227,0.160665576,0.199182994,0.197081288,0.183145472,0.348199673,0.362735457,0.558438611,0.154020728,3.858701582,0.154020728,1.229820713,0.343426077,1.417075832,1
0.159417866,0.777350284,0.694546671,1.653051034,1.485279358,0.177484108,0.228839077,0.340414854,0.171462027,1.584240487,0.24288425,2.450314591,0.176570458,0.322515892,2.724322516,0.256774841,0.472585639,0.398962864,0.174305788,0.183860981,0.183506189,0.169180066,0.319839411,0.341755718,0.568660741,0.103565365,3.269488123,0.103565365,1.060021971,0.316159251,1.307795249,1
0.178669883,0.814093728,0.742074431,1.653808878,1.662129566,0.185561682,0.232253618,0.348897312,0.179186768,1.524229502,0.226788137,2.407927893,0.18918395,0.332012405,2.77911785,0.266884907,0.482942431,0.422294969,0.171088904,0.189571622,0.19314266,0.167183563,0.339593384,0.348032564,0.540027137,0.143438651,3.38800827,0.143438651,1.008528785,0.339076499,1.372157133,1
0.163182738,0.838334457,0.771915037,1.607118742,1.805461902,0.195718139,0.243256912,0.383513149,0.181557653,1.507282724,0.204012733,2.390855599,0.191280023,0.358900877,2.754551585,0.280681052,0.507668564,0.435603506,0.165037087,0.193112762,0.1908294,0.193016302,0.340357384,0.358830906,0.523198611,0.14642616,3.46072151,0.14642616,1.075528118,0.343391773,1.334962913,1
0.189577718,0.784591195,0.676774483,1.739865311,1.335804133,0.188230009,0.250449236,0.372192273,0.17228212,1.434174039,0.203089925,2.397068533,0.149214314,0.325696316,2.618598383,0.272012579,0.548395616,0.437556155,0.204402516,0.165984418,0.206199461,0.16585237,0.347484277,0.315858973,0.564769576,0.122540605,2.919811321,0.122540605,0.826752938,0.311769991,1.26819407,1
0.201524322,0.779197489,0.674288276,1.718461944,1.355973997,0.196144362,0.251288949,0.352387357,0.180452813,1.445088228,0.207137214,2.384382407,0.161443245,0.327953374,2.672046626,0.272360457,0.549644456,0.418516028,0.207800941,0.182775876,0.204662632,0.175138267,0.343196593,0.327495391,0.553858309,0.128127469,2.955615333,0.128127469,0.843824072,0.317193454,1.260479713,1
0.172201452,0.773477018,0.680888498,1.690157637,1.342643501,0.193534198,0.248955355,0.354519463,0.177039806,1.408133528,0.215127832,2.325606041,0.175519936,0.316692325,2.64438091,0.270288102,0.546165055,0.421376732,0.182757862,0.181083587,0.196613152,0.172340707,0.337585221,0.34560869,0.543780633,0.126506822,2.937101386,0.126506822,0.880646443,0.329228062,1.288102045,1
0.202349869,0.765796345,0.628720627,1.73015873,1.25770235,0.21227154,0.248041775,0.323759791,0.174673629,1.667989418,0.21577381,2.406084656,0.176752646,0.325587467,2.548563969,0.278590078,0.527116402,0.425326371,0.221148825,0.197089947,0.204960836,0.169808201,0.352480418,0.322089947,0.638558201,0.131944444,2.707571802,0.131944444,0.826388889,0.307049608,1.29843342,1
0.195979899,0.798201534,0.617297011,1.633585331,1.343824385,0.207352552,0.266860619,0.353874636,0.181433483,1.588064983,0.193501689,2.368988258,0.183850732,0.350965353,2.633430309,0.291721767,0.529676693,0.466543243,0.224543771,0.172912981,0.206559111,0.169213447,0.340650622,0.325719801,0.637767412,0.131253016,2.783655118,0.131253016,0.825961074,0.316053954,1.302036498,1
0.197131682,0.766883963,0.646153846,1.613042782,1.342633638,0.201564537,0.25684485,0.349674055,0.190612777,1.597019708,0.194520109,2.292741548,0.191956417,0.347327249,2.612516297,0.302477184,0.509053036,0.450847458,0.212255541,0.180740266,0.200521512,0.169524115,0.349413299,0.331998077,0.60390963,0.129626662,2.796870926,0.129626662,0.821182503,0.322033898,1.24589309,1
0.136385199,0.721062619,0.904055977,1.817861857,1.171963947,0.144568311,0.194852941,0.277514231,0.146940228,2.06855844,0.261328641,2.396539082,0.149508726,0.318785579,3.391129032,0.251897533,0.45035929,0.331593928,0.158325427,0.173852471,0.17955408,0.158747617,0.293643264,0.337366183,0.719167033,0.138143423,3.389231499,0.138143423,1.282226133,0.283088235,1.063804554,1
0.139058794,0.775683435,0.94669829,1.769404892,1.253401573,0.152415429,0.206715766,0.297091499,0.156409936,2.050894487,0.266447609,2.373932092,0.157429719,0.334290351,3.513543877,0.241168393,0.444249726,0.352015978,0.170640369,0.172690763,0.189239795,0.158086893,0.31456747,0.323475721,0.697042716,0.136911281,3.553488953,0.136911281,1.27192406,0.296217701,1.12570216,1
0.141020841,0.765755647,0.985648321,1.723144672,1.302758018,0.157494072,0.207412954,0.305129165,0.15849245,1.978559053,0.247256714,2.327461738,0.14719896,0.338325222,3.511543741,0.242730563,0.435677159,0.360539124,0.168601023,0.17412648,0.181579933,0.159688132,0.319231249,0.367239388,0.68697661,0.134709789,3.616622988,0.134709789,1.231374531,0.298390116,1.140771247,1
0.149201833,0.756756757,0.851272325,1.682969895,1.17053896,0.159159159,0.231863442,0.311363996,0.174174174,1.871810718,0.238456785,2.323386598,0.144521939,0.342342342,3.867235657,0.240872451,0.413701775,0.381223329,0.174648333,0.166769665,0.183657342,0.149995586,0.314683104,0.315264412,0.664606692,0.137724022,3.181444602,0.137724022,1.113975457,0.291923502,1.077287814,1
0.1406545,0.741976086,0.846601636,1.753591759,1.189112649,0.159219635,0.221680302,0.317809943,0.168974198,1.89446101,0.251377971,2.380771664,0.167976868,0.34219635,3.844398993,0.248269352,0.410228608,0.369572058,0.172592826,0.176109153,0.175739459,0.158850637,0.313876652,0.323393874,0.72097226,0.142314991,3.142857143,0.142314991,1.113038764,0.294052863,1.085745752,1
0.143673599,0.771709795,0.885061121,1.72409726,1.287505953,0.157485315,0.219399905,0.330052389,0.175583426,1.89602613,0.268463074,2.352476864,0.166213028,0.341959041,3.859183997,0.251309732,0.407729995,0.370852516,0.184632481,0.173561967,0.180346087,0.16231174,0.322590887,0.331700236,0.664217021,0.139539104,3.308937927,0.139539104,1.167392488,0.302428957,1.098745833,1
0.15795701,0.751331098,0.761782686,1.626290753,1.078682706,0.168802997,0.231315322,0.323802011,0.188917373,1.730363151,0.245156051,2.274277758,0.169857292,0.337803195,3.681325182,0.257345691,0.370808679,0.38315914,0.182015382,0.155586495,0.18339578,0.153382063,0.318674818,0.317438218,0.637428936,0.133658197,2.68329718,0.133658197,0.954751131,0.289489253,1.012817985,1
0.157853506,0.74951038,0.774383079,1.61497516,1.093811203,0.193497846,0.242068155,0.325303564,0.189385037,1.751715164,0.244144784,2.264726757,0.174000473,0.335487662,3.69800235,0.25342734,0.381476224,0.406580494,0.179984332,0.176129643,0.180963572,0.158977999,0.318448884,0.31996688,0.661580317,0.139105749,2.676654916,0.139105749,0.985923823,0.292792793,0.999216608,1
0.150848765,0.763117284,0.78125,1.586359293,1.156828704,0.171103395,0.228780864,0.330246914,0.188078704,1.750477783,0.246536073,2.285355948,0.171882465,0.325810185,3.71412037,0.257137346,0.372551362,0.372878086,0.183256173,0.175346393,0.175154321,0.161490683,0.323302469,0.326684185,0.659818442,0.139154324,2.718364198,0.139154324,1.031772575,0.294753086,0.984375,1
0.179756896,0.771154745,0.697054698,1.538291402,1.033426835,0.176951847,0.239831697,0.359747546,0.201963534,1.614735969,0.247580868,2.175006912,0.170030412,0.333333333,3.471482001,0.269518467,0.340060824,0.381954184,0.193080879,0.156068565,0.184431978,0.155792093,0.316503039,0.319878352,0.623030135,0.140586121,2.422627396,0.140586121,0.87572574,0.290088827,0.988312295,1
0.163640542,0.761204321,0.704895426,1.577964912,1.012640772,0.17789014,0.236497357,0.339921857,0.193288899,1.635508772,0.255578947,2.188631579,0.186526316,0.335784877,3.416226155,0.257871754,0.341052632,0.377384509,0.19030108,0.154245614,0.176281315,0.163087719,0.323833601,0.315087719,0.63522807,0.14077193,2.413468168,0.14077193,0.903578947,0.288899104,0.959089864,1
0.160626607,0.784428338,0.729717091,1.547757181,1.097030629,0.179565116,0.240589198,0.375964461,0.213467384,1.643837555,0.249610867,2.227253431,0.197113344,0.338788871,3.452887538,0.255552958,0.346257252,0.386953472,0.185644143,0.172916372,0.17512275,0.158200085,0.32592939,0.314419131,0.636620914,0.142210273,2.539396773,0.142210273,0.945804443,0.301847089,0.975450082,1
