pc1,pc2,cluster,pc1_variance,pc2_variance
-1.6163269,0.20149285,9,32.406555,12.119713
2.4065301,-0.38607365,0,32.406555,12.119713
-0.7595042,-0.27319816,9,32.406555,12.119713
-0.41253054,0.52735907,3,32.406555,12.119713
-0.6747149,0.14409645,3,32.406555,12.119713
-1.8260555,1.1471353,9,32.406555,12.119713
-0.46009293,0.46067634,9,32.406555,12.119713
-0.75326645,2.4254625,10,32.406555,12.119713
2.5698795,-0.8720979,0,32.406555,12.119713
1.9248738,-0.11599411,2,32.406555,12.119713
2.7376904,0.048981782,0,32.406555,12.119713
-0.7987981,-0.98767346,9,32.406555,12.119713
-3.062001,-0.7270003,7,32.406555,12.119713
1.1939578,0.42964196,0,32.406555,12.119713
2.481788,0.3288547,2,32.406555,12.119713
-0.7515257,2.2673771,10,32.406555,12.119713
2.433242,-0.08987254,2,32.406555,12.119713
-0.3489956,0.1608334,9,32.406555,12.119713
-1.6434494,-0.7109595,9,32.406555,12.119713
2.8767211,0.071158685,2,32.406555,12.119713
-4.952619,-3.1546981,5,32.406555,12.119713
-3.4925878,2.1749601,1,32.406555,12.119713
-3.8221076,1.0457994,1,32.406555,12.119713
-2.6596656,1.3616343,7,32.406555,12.119713
1.1767762,0.30627748,2,32.406555,12.119713
2.0890324,0.08599451,2,32.406555,12.119713
-0.4726026,0.76935303,9,32.406555,12.119713
2.2025423,-0.24916913,0,32.406555,12.119713
-0.59594446,0.12737414,9,32.406555,12.119713
1.7236261,0.22382912,2,32.406555,12.119713
0.75366,0.097608365,3,32.406555,12.119713
-8.317737,-11.513299,4,32.406555,12.119713
-0.8443013,0.033217095,9,32.406555,12.119713
2.6579266,0.10278241,2,32.406555,12.119713
0.56683403,-0.24227197,11,32.406555,12.119713
-0.7364802,1.4279846,9,32.406555,12.119713
0.5711657,1.2713376,3,32.406555,12.119713
2.290211,-0.18051979,2,32.406555,12.119713
1.8791366,0.06471218,2,32.406555,12.119713
-3.2012894,3.718283,7,32.406555,12.119713
-2.9818976,-0.9017828,1,32.406555,12.119713
-1.8965801,0.45288402,1,32.406555,12.119713
1.0154353,-0.77555734,0,32.406555,12.119713
1.9568079,-0.83271813,0,32.406555,12.119713
-1.8943249,-1.125166,6,32.406555,12.119713
2.179452,0.092763975,2,32.406555,12.119713
-0.91912264,1.6254653,3,32.406555,12.119713
-2.9163575,1.2670153,1,32.406555,12.119713
-1.378444,-3.2528849,6,32.406555,12.119713
-0.32251164,0.26492426,3,32.406555,12.119713
-2.1959646,0.5955167,7,32.406555,12.119713
-0.4207704,-0.9405248,9,32.406555,12.119713
2.6511862,-0.66555864,0,32.406555,12.119713
1.2255954,-0.4058637,0,32.406555,12.119713
3.2027533,-0.58241546,0,32.406555,12.119713
-5.277586,-2.123662,8,32.406555,12.119713
0.15195465,-0.18513238,9,32.406555,12.119713
-1.0956968,0.7349112,3,32.406555,12.119713
0.31825328,0.17182174,9,32.406555,12.119713
0.74733216,-0.6238782,11,32.406555,12.119713
0.19515593,0.15610412,9,32.406555,12.119713
-5.4942927,-3.09643,5,32.406555,12.119713
-0.30841506,0.78911257,3,32.406555,12.119713
1.6082262,0.1763257,2,32.406555,12.119713
-1.8453245,-0.3610724,9,32.406555,12.119713
-2.664697,-0.9933585,9,32.406555,12.119713
0.59407246,0.43266174,11,32.406555,12.119713
-1.7013111,-0.030074453,9,32.406555,12.119713
-2.3676965,0.10028694,1,32.406555,12.119713
-1.8768568,0.17393029,3,32.406555,12.119713
1.8718212,0.7569621,2,32.406555,12.119713
1.7274438,-0.9263508,0,32.406555,12.119713
1.2118845,-0.53905195,0,32.406555,12.119713
-0.16082878,-0.21977375,3,32.406555,12.119713
1.6085433,-0.36788628,2,32.406555,12.119713
1.7505902,-0.9218457,0,32.406555,12.119713
2.631664,-0.46009588,0,32.406555,12.119713
1.8305454,-0.18091738,0,32.406555,12.119713
-2.9650917,-0.71260303,1,32.406555,12.119713
1.6498003,-0.8667813,0,32.406555,12.119713
2.1894948,0.008793776,2,32.406555,12.119713
2.2051995,-0.15681322,0,32.406555,12.119713
0.16374402,-0.41189757,3,32.406555,12.119713
1.7410425,0.3948206,2,32.406555,12.119713
0.11310528,-0.034056593,11,32.406555,12.119713
-0.44791532,0.4171736,11,32.406555,12.119713
1.6598215,-0.041548032,0,32.406555,12.119713
-1.6721369,-0.20175043,9,32.406555,12.119713
-2.4738743,2.729489,10,32.406555,12.119713
-0.7391246,-1.5453142,6,32.406555,12.119713
-2.3184445,3.458693,10,32.406555,12.119713
1.6704504,-0.3289211,2,32.406555,12.119713
-0.08164022,1.4518437,10,32.406555,12.119713
1.7322885,-0.32690507,0,32.406555,12.119713
2.5078955,-0.4754303,0,32.406555,12.119713
-0.7299585,0.15654367,9,32.406555,12.119713
1.8789456,-0.15783554,0,32.406555,12.119713
0.48588732,2.1347241,11,32.406555,12.119713
0.76152366,0.4250973,3,32.406555,12.119713
2.3445518,-0.09639664,2,32.406555,12.119713
-1.5497484,-0.1598357,9,32.406555,12.119713
0.82647336,-0.734635,0,32.406555,12.119713
2.175615,-0.27427444,0,32.406555,12.119713
1.6589265,0.0415219,2,32.406555,12.119713
-2.4614112,2.0649643,12,32.406555,12.119713
-1.0685534,-1.0132817,6,32.406555,12.119713
0.96502155,-0.3646704,2,32.406555,12.119713
2.0220397,0.16543457,2,32.406555,12.119713
2.4843984,-0.26342392,0,32.406555,12.119713
-2.346788,0.84531057,1,32.406555,12.119713
1.4310427,2.6195326,10,32.406555,12.119713
-1.0302696,-0.3354657,9,32.406555,12.119713
-1.0910062,-0.6489264,9,32.406555,12.119713
0.35893175,-0.4268022,3,32.406555,12.119713
2.3653479,-0.13618968,2,32.406555,12.119713
1.9204847,-0.15185392,2,32.406555,12.119713
-0.5421093,-1.4685072,6,32.406555,12.119713
1.2454146,-0.87494916,11,32.406555,12.119713
1.6449589,-0.35008827,0,32.406555,12.119713
-0.5774256,-0.27764562,9,32.406555,12.119713
-1.8236827,0.35011783,3,32.406555,12.119713
2.3172498,0.06724959,2,32.406555,12.119713
2.0295587,-0.72844225,0,32.406555,12.119713
-2.7286623,3.4080384,12,32.406555,12.119713
1.716642,-0.32056653,0,32.406555,12.119713
1.5941932,0.67245007,2,32.406555,12.119713
-2.7571528,1.2498808,1,32.406555,12.119713
1.7156931,0.33054698,2,32.406555,12.119713
2.8772423,-0.53168064,0,32.406555,12.119713
-0.22819346,0.35758114,11,32.406555,12.119713
0.061781082,1.569169,10,32.406555,12.119713
-3.5715423,0.92199403,1,32.406555,12.119713
0.11997145,0.10121859,3,32.406555,12.119713
0.52155817,0.12713493,9,32.406555,12.119713
-1.6161494,2.6861057,10,32.406555,12.119713
2.0505116,-0.2200319,2,32.406555,12.119713
-0.055530973,-0.55580837,11,32.406555,12.119713
2.1281078,0.05288968,2,32.406555,12.119713
1.6355948,-0.34429008,0,32.406555,12.119713
-0.9561797,2.4547205,10,32.406555,12.119713
1.8394533,-0.2507889,0,32.406555,12.119713
0.90701777,-1.470256,0,32.406555,12.119713
-2.3293834,0.32936826,10,32.406555,12.119713
-0.5707947,0.13037744,9,32.406555,12.119713
-0.16672964,-0.19042765,9,32.406555,12.119713
-4.1839905,-0.7371911,7,32.406555,12.119713
-3.1535444,-2.1416955,6,32.406555,12.119713
1.3956835,-0.79116637,0,32.406555,12.119713
-1.5355672,0.26040113,3,32.406555,12.119713
0.26471436,0.29547057,9,32.406555,12.119713
1.7892723,-0.42179263,2,32.406555,12.119713
1.2109944,-0.32229108,2,32.406555,12.119713
-2.6037536,-0.84815663,1,32.406555,12.119713
-1.1445489,-0.31571057,9,32.406555,12.119713
2.1812356,-1.1555439,0,32.406555,12.119713
2.803856,-0.3615724,0,32.406555,12.119713
-5.3625064,1.0762547,1,32.406555,12.119713
2.216436,-0.21698922,2,32.406555,12.119713
0.2709373,0.19422461,3,32.406555,12.119713
-0.4864665,0.11101062,9,32.406555,12.119713
-1.7095243,0.2925815,3,32.406555,12.119713
1.7900629,0.27282664,2,32.406555,12.119713
2.1944635,0.008395201,2,32.406555,12.119713
2.0660949,-0.44173062,2,32.406555,12.119713
1.8566272,-0.40165302,0,32.406555,12.119713
1.0380836,0.235999,2,32.406555,12.119713
2.9688833,-0.15791976,0,32.406555,12.119713
1.7630116,-0.79448366,0,32.406555,12.119713
-2.652135,-1.2441167,5,32.406555,12.119713
1.7590166,-0.11031758,2,32.406555,12.119713
-0.118381776,0.44683775,11,32.406555,12.119713
1.7321551,-0.3786095,0,32.406555,12.119713
-2.9516907,-0.3553569,7,32.406555,12.119713
1.6339674,-0.14600281,2,32.406555,12.119713
-5.107858,0.682028,1,32.406555,12.119713
-2.6105468,3.443778,10,32.406555,12.119713
-0.57799065,-0.6978442,9,32.406555,12.119713
-2.1567051,0.3962969,7,32.406555,12.119713
1.6467288,0.5241475,2,32.406555,12.119713
1.7835269,0.22091152,0,32.406555,12.119713
2.3939078,0.08552021,0,32.406555,12.119713
-3.392207,-0.66206163,5,32.406555,12.119713
-0.8850171,0.3694887,9,32.406555,12.119713
1.7819474,-0.19258137,0,32.406555,12.119713
-4.7493734,-0.8456303,7,32.406555,12.119713
-0.71371007,0.12607796,3,32.406555,12.119713
0.9801303,-1.0219858,0,32.406555,12.119713
-1.438128,0.4397847,9,32.406555,12.119713
-1.735837,-0.69702667,9,32.406555,12.119713
0.84195673,0.16962275,3,32.406555,12.119713
-2.3297653,-2.1679075,6,32.406555,12.119713
2.1674879,-0.3930077,0,32.406555,12.119713
-4.980688,0.6328254,1,32.406555,12.119713
-2.412442,0.11212605,1,32.406555,12.119713
-7.9176636,-2.5072365,5,32.406555,12.119713
1.9025433,-0.21387687,2,32.406555,12.119713
2.662485,-0.6663766,0,32.406555,12.119713
-0.15908082,-0.028562833,9,32.406555,12.119713
-0.17623723,-0.2794782,3,32.406555,12.119713
-1.119012,-0.91307384,9,32.406555,12.119713
0.5601165,-0.41758078,11,32.406555,12.119713
