feature_77,feature_47,feature_12,feature_18,feature_44,feature_62,feature_9,feature_32,feature_49,feature_40,feature_66,feature_2,feature_27,feature_31,feature_50,feature_45,diagnosis
1.68242681,0.935244724,0.334969995,1.868248773,0.228912928,0.329525683,0.197081288,2.539416258,0.514411075,0.507092199,1.227929495,0.703491544,0.267321331,0.413120567,2.231333686,1.229820713,0
1.653051034,0.950364526,0.322515892,1.485279358,0.214021772,0.30740038,0.183506189,2.254934761,0.472585639,0.446637671,1.347248577,0.62295082,0.254934761,0.382234861,1.628383102,1.060021971,0
1.653808878,0.921593332,0.332012405,1.662129566,0.21302578,0.342798992,0.19314266,2.324603722,0.482942431,0.477084769,1.313529754,0.6404204,0.267229497,0.408511371,1.799476643,1.008528785,0
1.607118742,0.953795698,0.358900877,1.805461902,0.210957847,0.362207003,0.1908294,2.322993931,0.507668564,0.496797033,1.30529565,0.640761969,0.262643291,0.4045853,2.126844796,1.075528118,0
1.739865311,0.894361548,0.325696316,1.335804133,0.194770897,0.306087416,0.206199461,2.037511231,0.548395616,0.442722372,1.413706589,0.58378257,0.279649596,0.426100629,1.650864915,0.826752938,0
1.718461944,0.907426916,0.327953374,1.355973997,0.19291546,0.324993416,0.204662632,2.059403721,0.549644456,0.445415826,1.43705557,0.596951356,0.279309572,0.404841964,1.643271003,0.843824072,0
1.690157637,0.90952444,0.316692325,1.342643501,0.191151146,0.357928202,0.196613152,1.991422916,0.546165055,0.447327909,1.369850311,0.577083792,0.270508027,0.372773257,1.648032852,0.880646443,0
1.73015873,0.940806878,0.325587467,1.25770235,0.185350529,0.353505291,0.204960836,1.950652742,0.527116402,0.420626632,1.512070106,0.590861619,0.279112272,0.365535248,1.42989418,0.826388889,0
1.633585331,0.905742319,0.350965353,1.343824385,0.183850732,0.327006595,0.206559111,1.969584766,0.529676693,0.45517059,1.473218594,0.573657762,0.285109759,0.355461518,1.380408557,0.825961074,0
1.613042782,0.88831918,0.347327249,1.342633638,0.190674571,0.366768146,0.200521512,1.960886571,0.509053036,0.433376793,1.402820061,0.583311604,0.285528031,0.352542373,1.359557763,0.821182503,0
1.817861857,0.892726206,0.318785579,1.171963947,0.223273207,0.28977856,0.17955408,2.063211575,0.45035929,0.457542694,1.273427189,0.555621442,0.245967742,0.3721537,1.785159114,1.282226133,0
1.769404892,0.876159182,0.334290351,1.253401573,0.217597663,0.317196057,0.189239795,2.184621146,0.444249726,0.481462988,1.215991238,0.582698789,0.240294595,0.392085882,1.78094195,1.27192406,0
1.723144672,0.874314178,0.338325222,1.302758018,0.218307826,0.300750794,0.181579933,2.227754898,0.435677159,0.489579433,1.274978342,0.576313491,0.238737052,0.391364033,1.755775339,1.231374531,0
1.682969895,0.861657985,0.342342342,1.17053896,0.196433301,0.290721285,0.183657342,2.066698277,0.413701775,0.465307413,1.290103293,0.540698593,0.251936147,0.406827881,1.437891763,1.113975457,0
1.753591759,0.860124695,0.34219635,1.189112649,0.202674618,0.311737598,0.175739459,2.056324733,0.410228608,0.471837634,1.339025933,0.524386407,0.247010699,0.391126495,1.46814855,1.113038764,0
1.72409726,0.87143894,0.341959041,1.287505953,0.201415351,0.322355289,0.180346087,2.105254802,0.407729995,0.489125258,1.295953547,0.555484998,0.240514367,0.384187966,1.490655054,1.167392488,0
1.626290753,0.828170321,0.337803195,1.078682706,0.186680589,0.310592876,0.18339578,1.845395386,0.370808679,0.464602642,1.334725606,0.500887399,0.247288503,0.381187143,1.20025525,0.954751131,0
1.61497516,0.859593092,0.335487662,1.093811203,0.186184055,0.316181689,0.180963572,1.859968664,0.381476224,0.464943204,1.307546723,0.504504505,0.247356052,0.375636506,1.251951739,0.985923823,0
1.586359293,0.883301481,0.325810185,1.156828704,0.181199236,0.329431438,0.175154321,1.865933642,0.372551362,0.470871914,1.286072623,0.493441358,0.237268519,0.367862654,1.281653129,1.031772575,0
1.538291402,0.830522532,0.333333333,1.033426835,0.162427426,0.303013547,0.184431978,1.691912108,0.340060824,0.467741935,1.34835499,0.47428705,0.252688172,0.384525479,1.076997512,0.87572574,0
1.577964912,0.871719298,0.335784877,1.012640772,0.174596491,0.31522807,0.176281315,1.797517812,0.341052632,0.453918639,1.335298246,0.477591358,0.248908297,0.378763503,1.124912281,0.903578947,0
1.547757181,0.854393661,0.338788871,1.097030629,0.166407245,0.321918777,0.17512275,1.736731354,0.346257252,0.468552724,1.313004104,0.480710779,0.239653963,0.385316811,1.166265742,0.945804443,0
1.392008639,0.821634269,0.349557522,1.049778761,0.144168467,0.308315335,0.192477876,1.622511062,0.302915767,0.499170354,1.362491001,0.470409292,0.248064159,0.396294248,0.958603312,0.841432685,0
1.379272727,0.873636364,0.354711674,1.080168776,0.154181818,0.334363636,0.192123769,1.667510549,0.330545455,0.496202532,1.381090909,0.473980309,0.263291139,0.409845288,0.956181818,0.813090909,0
1.374519495,0.884312649,0.346153846,1.10486995,0.151748124,0.360973824,0.184560044,1.642778085,0.300750503,0.497786386,1.308804686,0.472329828,0.259822911,0.441615938,0.990298371,0.859051803,0
1.627181412,1.862368101,0.321259843,2.231671041,0.242086039,0.348062094,0.23928259,2.578215223,0.54104099,0.361417323,1.139153815,0.828696413,0.246019248,0.441557305,2.159547484,1.061181006,0
1.562096053,1.692204435,0.342918455,2.330987124,0.242119916,0.365118823,0.221030043,2.538025751,0.539226409,0.360257511,1.227851248,0.841974249,0.242060086,0.437253219,2.167097544,1.063985284,0
1.571868376,1.654840012,0.328976226,1.952539696,0.241041688,0.3497527,0.222300202,2.609614878,0.561875442,0.374331082,1.226102756,0.852881832,0.251951926,0.443459953,2.182446755,1.059452912,0
1.646607633,2.027937141,0.311547579,2.297211875,0.208717885,0.31660015,0.194152839,2.311999097,0.466762285,0.345185687,1.05649788,0.755389999,0.234902359,0.407608082,1.795148416,0.969007234,0
1.607631121,1.969798658,0.315000564,2.477854164,0.212714392,0.340355456,0.194297306,2.320861039,0.491797166,0.346556971,1.132736764,0.757917277,0.23486983,0.411360307,1.763484961,0.972905792,0
1.506520119,1.960879285,0.306501893,2.374415498,0.212369598,0.332774466,0.193052772,2.272322423,0.483420268,0.351592073,1.176353701,0.761077711,0.234914273,0.409374304,1.744162941,0.985221063,0
1.54136263,1.998196278,0.296103896,1.906220096,0.178158564,0.306304829,0.190020506,2.11114149,0.393785357,0.334244703,1.115438223,0.666165414,0.223650034,0.379357485,1.460031155,0.794703616,0
1.485702513,2.015327565,0.281867846,2.098985432,0.188215904,0.320148331,0.163891779,2.021331946,0.409064689,0.342741935,1.141161928,0.629682622,0.220603538,0.367976067,1.430984755,0.807086939,0
1.509004104,2.050590502,0.288724832,2.094228188,0.19365106,0.354636067,0.173959732,2.090067114,0.418376748,0.341879195,1.188122958,0.655302013,0.22295302,0.379463087,1.472317615,0.844375576,0
1.397438567,2.045085381,0.288935756,1.74578196,0.168887963,0.311120367,0.147955873,1.704737184,0.359329446,0.325438027,1.040712203,0.543640493,0.228098637,0.329331603,1.273323615,0.735422741,0
1.388229167,2.053020833,0.29720507,1.75040624,0.172708333,0.331041667,0.165420864,1.725544361,0.374270833,0.335229119,1.103958333,0.548098798,0.23480663,0.369028274,1.206770833,0.712916667,0
1.405726919,2.039267291,0.300490998,1.717675941,0.170544268,0.328245078,0.167430442,1.714238953,0.365617433,0.34304419,1.133803558,0.563175123,0.231914894,0.334042553,1.315717444,0.777029161,0
0.820333253,1.875875392,0.279178528,1.641724278,0.153103115,0.207437817,0.135217568,1.543920293,0.226273847,0.349328996,0.750664091,0.504473363,0.2350549,0.353599024,0.715044675,0.344119778,0
0.788461538,1.843912223,0.279904306,1.489433812,0.148065125,0.212954224,0.137958533,1.593700159,0.244690892,0.344098884,0.811821614,0.465510367,0.196770335,0.349082935,0.716493629,0.359249646,0
0.790975289,1.843738809,0.276131358,1.727673208,0.149576221,0.224662767,0.142571085,1.494393272,0.264653217,0.334601522,0.856870001,0.471165398,0.210052062,0.352823388,0.840754447,0.471171064,0
1.633226837,2.533202261,0.302533664,1.998405386,0.220938806,0.346325879,0.233965273,2.700655563,0.620987958,0.377126152,1.078348489,0.641389086,0.238837704,0.416991495,1.077758663,1.057311379,0
1.582556173,2.353032133,0.304501085,2.157357195,0.217492148,0.347571877,0.237075199,2.719902386,0.602609326,0.370842372,1.110316502,0.672451193,0.246655821,0.442606652,1.163759362,1.076781831,0
1.567437992,2.426300083,0.301411744,2.214818811,0.215791791,0.362506727,0.236309684,2.707490334,0.623012573,0.37352756,1.136001174,0.642658034,0.245031922,0.429367863,1.252923047,1.134680299,0
1.606365055,2.47850234,0.284511785,2.071156004,0.189204368,0.32024961,0.201795735,2.24365881,0.578658346,0.333333333,1.021840874,0.518294052,0.221436588,0.371492705,0.95201248,0.930795632,0
1.396849625,2.412113072,0.280945915,2.138719167,0.18743513,0.310458514,0.197103417,2.296899751,0.574760364,0.334125368,1.051834666,0.549558724,0.227766463,0.379497624,1.027901581,0.970633128,0
1.593467212,2.418866989,0.287025496,2.145155807,0.188050081,0.325709681,0.194107649,2.296430595,0.586959217,0.336203966,1.036506756,0.550141643,0.23082153,0.383229462,1.126379075,0.995723317,0
1.593664236,2.464674978,0.264245014,1.776068376,0.168195719,0.301654513,0.164957265,1.835185185,0.526307535,0.31994302,1.026581981,0.454273504,0.202136752,0.333190883,0.890378734,0.846937975,0
1.537163208,2.494657789,0.254716981,1.829759863,0.173350883,0.313409724,0.159090909,1.846340766,0.526633633,0.319611206,1.058067513,0.457690109,0.204402516,0.348198971,0.894704243,0.861799319,0
1.540591419,2.506235783,0.267555023,1.895942506,0.164954114,0.309200722,0.167689774,1.957029495,0.51235391,0.351100464,1.042513138,0.475370564,0.215601138,0.357239108,1.026668758,0.912149973,0
1.386720322,2.386820926,0.25159129,1.624288107,0.155231388,0.291851107,0.155108878,1.670184255,0.467907445,0.319262982,1.021830986,0.394137353,0.205527638,0.321943049,0.764386318,0.767203219,0
1.373371781,2.348215174,0.251688049,1.624409183,0.157701104,0.301580988,0.150236327,1.682478055,0.471810679,0.327987846,1.037585761,0.406144497,0.203072248,0.337440918,0.818037188,0.782141792,0
1.370280638,2.371088229,0.251767546,1.640282807,0.158994549,0.300524934,0.151577858,1.730125884,0.475065617,0.335575099,1.049666869,0.426452837,0.202621142,0.345576824,0.871189178,0.810821724,0
1.153526971,2.243009201,0.234984985,1.465465465,0.131336821,0.315352697,0.138513514,1.458333333,0.406458596,0.320945946,1.042215407,0.359421922,0.186186186,0.319069069,0.679595887,0.713332131,0
1.14626705,2.202440775,0.227791285,1.51973069,0.142677674,0.322684853,0.140826632,1.4630634,0.410624551,0.316813166,1.051687006,0.361698148,0.188703946,0.315129979,0.66959799,0.710337401,0
1.060260886,2.196215322,0.223112768,1.493755825,0.139261437,0.330883704,0.135135135,1.450139795,0.413558699,0.313699907,1.062465552,0.37054986,0.191425909,0.315191053,0.729377182,0.700349072,0
1.712404385,0.924296191,0.332385151,1.288436922,0.214651841,0.284204716,0.227705874,2.620822074,0.5511395,0.419854928,1.170412428,0.596358982,0.251884511,0.411463519,1.246510528,1.190678969,0
1.616023181,0.927010729,0.331970679,1.284747674,0.210666458,0.281306289,0.22511982,2.557231463,0.542485708,0.415280519,1.122249197,0.600930364,0.250493375,0.397237102,1.313493617,1.186467225,0
1.670120215,0.931034483,0.333715761,1.317940628,0.213540019,0.284087314,0.222572781,2.613796071,0.574106295,0.423203786,1.147975324,0.635594436,0.253262584,0.402552703,1.4985764,1.217810819,0
1.576911423,0.974851025,0.319570871,1.141905072,0.196040804,0.277850722,0.2039987,2.265117035,0.542167458,0.40263329,1.18977881,0.569895969,0.247724317,0.374837451,1.035955964,1.105544894,0
1.558191403,0.965024331,0.322238781,1.239278026,0.199513382,0.279399838,0.203179334,2.279516476,0.541768045,0.387315781,1.166768045,0.580394105,0.247226362,0.375393277,1.180048662,1.084651257,0
1.585392807,0.951175407,0.330617787,1.249490835,0.185553546,0.281997187,0.211133741,2.39035981,0.526321077,0.399015614,1.143962226,0.584691107,0.249151392,0.384080109,1.243620655,1.111814346,0
1.530039012,0.963849155,0.310534591,1.089622642,0.174512354,0.286215865,0.210888365,2.081761006,0.485955787,0.381092767,1.203120936,0.514544025,0.245676101,0.362617925,0.94863459,0.986736021,0
1.590568764,0.972809668,0.334921292,1.141259321,0.179823985,0.295941153,0.202361226,2.257456504,0.50571391,0.399544325,1.194404308,0.56006628,0.249792875,0.378624689,1.017470117,0.970839354,0
1.571466106,0.97320021,0.333126036,1.164593698,0.178139779,0.295323174,0.213723051,2.215588723,0.511297951,0.42371476,1.204414083,0.540215589,0.254145937,0.387230514,1.150945875,0.96715712,0
1.459669885,0.984117097,0.312928386,0.917277239,0.164746185,0.300996574,0.199480028,1.754904278,0.474462784,0.371070669,1.220959203,0.463011108,0.235641692,0.349799102,0.866552476,0.960292744,0
1.498028702,0.992745624,0.349288169,0.970790378,0.161646428,0.310676549,0.206921944,1.820569465,0.491089733,0.393225331,1.213688693,0.480854197,0.245213549,0.367206676,0.946853809,0.959785523,0
1.500320924,1.008183569,0.329650565,1.054470709,0.168324775,0.315308087,0.206577595,1.926772867,0.476091142,0.406217883,1.235558408,0.516443988,0.284429599,0.386947585,1.019094994,0.925866496,0
1.455546147,1.023285351,0.361986913,0.927424152,0.148179509,0.3276884,0.226948245,1.760261749,0.437341236,0.425044616,1.313928874,0.491671624,0.255800119,0.436942296,0.856265876,0.900084674,0
1.405496119,1.004824837,0.348837209,0.902722632,0.145164674,0.322844556,0.237663074,1.711003971,0.471365639,0.380601248,1.278162366,0.475609756,0.275666478,0.406409529,0.89322425,0.882735473,0
1.423587329,1.015625,0.349522984,0.945649032,0.146190068,0.318707192,0.240242845,1.736918184,0.452696918,0.389129806,1.278253425,0.487424111,0.246892165,0.431627638,0.939640411,0.885916096,0
1.620141162,2.407528642,0.339359699,2.22354049,0.222790507,0.325900164,0.246986817,2.540301318,0.778590426,0.405461394,1.268975041,1.025423729,0.259510358,0.442749529,1.701462766,1.29705401,0
1.633793283,2.339442853,0.346764931,2.289146248,0.23228326,0.34032804,0.243587289,2.507369832,0.787034626,0.406967841,1.279822963,1.025459418,0.274023737,0.44754977,1.805050768,1.326633689,0
1.626736292,2.320365535,0.35127183,2.319286257,0.236449086,0.333368146,0.23443432,2.540812453,0.780678851,0.418280182,1.395039164,1.013382688,0.265470767,0.457099468,1.868772846,1.234464752,0
1.676654265,2.509699708,0.337742273,2.302514405,0.20954026,0.321219771,0.223022525,2.391566265,0.654398087,0.389863803,1.289131012,0.911733892,0.264536406,0.42234154,1.517472761,1.21465586,0
1.642885533,2.38891097,0.338736653,2.214460311,0.209459459,0.32763646,0.204940178,2.310304902,0.683028617,0.394699601,1.286830949,0.839186929,0.258458768,0.416698829,1.580882353,1.134340223,0
1.600065746,2.495397765,0.343017196,2.361907243,0.20348455,0.327350427,0.208051068,2.377410109,0.677120316,0.396560709,1.316831032,0.869723814,0.273710266,0.435904117,1.713346483,1.066863905,0
1.653171738,2.56377858,0.329211498,2.270756383,0.187553722,0.330754685,0.208286494,2.106792998,0.600309438,0.363577967,1.322245144,0.739200257,0.261763289,0.381082383,1.352243424,1.045040399,0
1.4021101,2.445673445,0.321182728,2.301470588,0.188802859,0.336935251,0.195869837,2.087765957,0.596273292,0.360607009,1.310388837,0.72324781,0.250625782,0.387046308,1.444992768,0.973538671,0
1.545307305,2.485124883,0.3229246,2.249961919,0.186684852,0.32870173,0.193602437,2.018126428,0.593470292,0.349276466,1.310970932,0.757044935,0.252703732,0.378827113,1.572585457,0.944591254,0
1.573832216,2.491351924,0.310612245,2.213877551,0.178609248,0.287563243,0.206938776,1.859591837,0.593010942,0.360612245,1.264384045,0.716734694,0.275714286,0.367959184,1.054476997,0.928697494,0
1.572645528,2.553241836,0.328245871,2.231026552,0.178419309,0.292948415,0.2226636,1.887727368,0.602934217,0.364833786,1.243019404,0.691825214,0.280158896,0.361906753,1.094060577,0.883932797,0
1.579311153,2.446813496,0.317749443,2.17243473,0.172563261,0.290885661,0.207447885,1.862780814,0.589034677,0.356203198,1.17373477,0.701477434,0.272819267,0.376846792,1.265581068,0.874531396,0
1.530497592,2.51540931,0.324423737,2.051986268,0.163402889,0.294542536,0.214320745,1.78077489,0.543338684,0.362432565,1.224398074,0.678273664,0.310446297,0.3575282,1.044622793,0.848154093,0
1.529964367,2.61159702,0.345184065,2.098587998,0.165046971,0.289439585,0.225163893,1.835854766,0.564949789,0.380231972,1.227243278,0.679021684,0.324004034,0.590015129,1.087463557,0.860382248,0
1.553157216,2.519974227,0.3171145,2.006535948,0.161887887,0.288498711,0.2050351,1.770999758,0.567976804,0.359719196,1.174774485,0.681675139,0.274267732,0.398450738,1.162048969,0.839561856,0
1.461403046,1.733958278,0.321345899,1.995039683,0.202050876,0.309875891,0.277695106,2.802662037,0.580186603,0.415674603,1.158524778,1.00380291,0.273726852,0.475777116,1.81176833,1.055584896,0
1.449597749,1.644304743,0.346307718,2.061510252,0.204070866,0.315514134,0.273795633,2.806467745,0.592034114,0.414485748,1.180243549,1.063760627,0.273795633,0.483580597,1.764012837,0.993273838,0
1.449485542,1.695937555,0.344509708,2.084189917,0.200638638,0.327434806,0.261951379,2.642600751,0.587945716,0.410344265,1.227159837,0.945994453,0.264969816,0.481236743,2.016187688,1.002173142,0
1.575913749,1.879391031,0.338965752,2.113290996,0.193531189,0.293584503,0.234633704,2.616012701,0.516971743,0.404853708,1.162727327,0.893513268,0.26650034,0.445339079,1.649428351,0.969729281,0
1.612305854,1.922939068,0.340061231,2.118834335,0.190561529,0.301075269,0.228937521,2.560607779,0.527060932,0.400498923,1.208841099,0.876063046,0.265449597,0.447443021,1.739545998,0.909737157,0
1.538328358,1.815343284,0.332965821,2.085667034,0.18561194,0.310149254,0.226681367,2.54432194,0.543223881,0.400441014,1.175880597,0.868687982,0.262183021,0.436383682,1.806447761,0.955462687,0
