feature_18,feature_76,feature_13,feature_68,feature_49,feature_45,feature_47,feature_77,feature_3,feature_33,feature_53,feature_21,feature_46,feature_9,feature_31,feature_66,target
1.956427426,,0.368386306,0.227445703,0.590310006,1.200436235,0.603165027,1.564924819,0.470055645,0.383853626,0.208975311,0.555031595,0.182244292,0.258794681,0.459964161,1.063393354,0
1.661240974,,0.335699425,0.207185323,0.598989964,1.15195295,0.724477402,1.68222208,0.393464692,0.342430547,0.202582625,0.493452454,0.166144601,0.209154326,0.406926937,1.291056703,0
1.861592565,,0.354684753,0.213443994,0.576849975,1.149328434,0.731500253,1.660352255,0.411203215,0.360085406,0.2093259,0.502260739,0.169221997,0.218538056,0.422381311,1.157121135,0
1.983516484,,0.365384615,0.222425685,0.529756455,1.118903742,0.73362632,1.61081609,0.421203796,0.366883117,0.214368553,0.501373626,0.172556919,0.221028971,0.43031968,1.186595862,0
1.594967046,,0.325344518,0.220722364,0.577617658,1.084002189,0.776267785,1.727380518,0.363541043,0.340023966,0.200109449,0.4691432,0.172382342,0.190832834,0.393499101,1.26286027,0
1.849892009,,0.344800987,0.206508463,0.520851509,1.026522422,0.740359449,1.650846275,0.385529158,0.350200555,0.207206421,0.45880901,0.169865643,0.200401111,0.415303919,1.269499215,0
1.995498991,,0.361011951,0.217879489,0.485214708,1.070797977,0.748350047,1.555326991,0.39158777,0.375756635,0.209651153,0.466552848,0.175366418,0.195405867,0.413161571,1.214451016,0
1.685093404,,0.344452917,0.223523899,0.551077788,0.983950328,0.785731022,1.655576382,0.370568052,0.356080823,0.202085286,0.474266108,0.181935333,0.208921083,0.417460923,1.380974695,0
1.856333774,,0.3518973,0.21987046,0.52475133,0.995373583,0.815752949,1.681702521,0.38436851,0.39116481,0.215244043,0.468378327,0.177423086,0.20841986,0.425901454,1.48912792,0
1.997731998,,0.371763372,0.225881057,0.442951542,0.99030837,0.780726872,1.585792952,0.383670384,0.3997354,0.219273128,0.467775468,0.179955947,0.208278208,0.425817426,1.375330396,0
1.623518687,,0.347082954,0.223418945,0.529549848,0.934824634,0.785832643,1.615575808,0.36030082,0.353691887,0.188207677,0.458523245,0.172604253,0.220601641,0.384229717,1.352112676,0
1.767787692,,0.360558225,0.220316269,0.482980434,0.951755562,0.778745645,1.561913696,0.371539693,0.373369938,0.187215224,0.468085106,0.173009917,0.244566461,0.382292382,1.426159207,0
1.915388087,,0.365072202,0.212156863,0.442745098,0.934901961,0.775163399,1.530457516,0.360785199,0.379738267,0.197254902,0.471344765,0.176601307,0.199232852,0.420126354,1.357385621,0
1.586725178,,0.324300603,0.219493154,0.534110017,1.327948595,0.900372328,1.680398751,0.40296215,0.337356007,0.205741052,0.398793198,0.177516214,0.198354361,0.414810752,1.244535191,0
1.745405405,,0.324864865,0.229048613,0.521085595,1.365404116,0.874500447,1.720906651,0.401297297,0.337621622,0.215090963,0.396756757,0.177214435,0.205081081,0.41372973,1.251297346,0
1.940245478,,0.336024978,0.229796528,0.519772388,1.31641568,0.848373376,1.645763881,0.417958656,0.351851852,0.20841476,0.403423773,0.184331532,0.210594315,0.42118863,1.168640074,0
1.601646435,,0.32928701,0.216361511,0.50377873,1.193611219,0.925126607,1.699259836,0.376029022,0.329426538,0.199532528,0.37449421,0.171562135,0.190037673,0.408120553,1.322399688,0
1.730094655,,0.33672049,0.228727077,0.498810711,1.231489296,0.910764981,1.705363309,0.381124722,0.339643653,0.212077035,0.384326281,0.176244917,0.198496659,0.415089087,1.228420164,0
1.868248773,,0.343426077,0.234359634,0.514411075,1.229820713,0.935244724,1.68242681,0.385842881,0.348199673,0.214917921,0.371658483,0.183145472,0.197081288,0.413120567,1.227929495,0
1.485279358,,0.316159251,0.216818136,0.472585639,1.060021971,0.950364526,1.653051034,0.342756775,0.319839411,0.192050335,0.351789896,0.169180066,0.183506189,0.382234861,1.347248577,0
1.662129566,,0.339076499,0.226788137,0.482942431,1.008528785,0.921593332,1.653808878,0.357512061,0.339593384,0.198197325,0.371640248,0.167183563,0.19314266,0.408511371,1.313529754,0
1.805461902,,0.343391773,0.237870165,0.507668564,1.075528118,0.953795698,1.607118742,0.361935266,0.340357384,0.205170252,0.360923803,0.193016302,0.1908294,0.4045853,1.30529565,0
1.335804133,,0.311769991,0.248646507,0.548395616,0.826752938,0.894361548,1.739865311,0.324573226,0.347484277,0.184867292,0.388814016,0.16585237,0.206199461,0.426100629,1.413706589,0
1.355973997,,0.317193454,0.262048986,0.549644456,0.843824072,0.907426916,1.718461944,0.338937458,0.343196593,0.180405583,0.38623627,0.175138267,0.204662632,0.404841964,1.43705557,0
1.342643501,,0.329228062,0.260564313,0.546165055,0.880646443,0.90952444,1.690157637,0.334286343,0.337585221,0.185190091,0.372113481,0.172340707,0.196613152,0.372773257,1.369850311,0
1.25770235,,0.307049608,0.260582011,0.527116402,0.826388889,0.940806878,1.73015873,0.308093995,0.352480418,0.168320106,0.369451697,0.169808201,0.204960836,0.365535248,1.512070106,0
1.343824385,,0.316053954,0.255589513,0.529676693,0.825961074,0.905742319,1.633585331,0.326368686,0.340650622,0.160688435,0.389050516,0.169213447,0.206559111,0.355461518,1.473218594,0
1.342633638,,0.322033898,0.24515302,0.509053036,0.821182503,0.88831918,1.613042782,0.331942634,0.349413299,0.157827271,0.386440678,0.169524115,0.200521512,0.352542373,1.402820061,0
1.171963947,,0.283088235,0.239624578,0.45035929,1.282226133,0.892726206,1.817861857,0.315109108,0.293643264,0.197023024,0.296133776,0.158747617,0.17955408,0.3721537,1.273427189,0
1.253401573,,0.296217701,0.232931727,0.444249726,1.27192406,0.876159182,1.769404892,0.333042067,0.31456747,0.194450529,0.311571589,0.158086893,0.189239795,0.392085882,1.215991238,0
1.302758018,,0.298390116,0.238160554,0.435677159,1.231374531,0.874314178,1.723144672,0.342568326,0.319231249,0.202570026,0.331086984,0.159688132,0.181579933,0.391364033,1.274978342,0
1.17053896,,0.291923502,0.227421206,0.413701775,1.113975457,0.861657985,1.682969895,0.322269638,0.314683104,0.17886466,0.316895843,0.149995586,0.183657342,0.406827881,1.290103293,0
1.189112649,,0.294052863,0.238547032,0.410228608,1.113038764,0.860124695,1.753591759,0.316708622,0.313876652,0.193548387,0.309471366,0.158850637,0.175739459,0.391126495,1.339025933,0
1.287505953,,0.302428957,0.240518962,0.407729995,1.167392488,0.87143894,1.72409726,0.32354342,0.322590887,0.198512067,0.319257025,0.16231174,0.180346087,0.384187966,1.295953547,0
1.078682706,,0.289489253,0.228564799,0.370808679,0.954751131,0.828170321,1.626290753,0.303490436,0.318674818,0.174034111,0.303293236,0.153382063,0.18339578,0.381187143,1.334725606,0
1.093811203,,0.292792793,0.23456352,0.381476224,0.985923823,0.859593092,1.61497516,0.30297689,0.318448884,0.194582446,0.300430866,0.158977999,0.180963572,0.375636506,1.307546723,0
1.156828704,,0.294753086,0.242355471,0.372551362,1.031772575,0.883301481,1.586359293,0.295910494,0.323302469,0.184663163,0.287037037,0.161490683,0.175154321,0.367862654,1.286072623,0
1.033426835,,0.290088827,0.227398396,0.340060824,0.87572574,0.830522532,1.538291402,0.296166433,0.316503039,0.167680398,0.315334268,0.155792093,0.184431978,0.384525479,1.34835499,0
1.012640772,,0.288899104,0.246315789,0.341052632,0.903578947,0.871719298,1.577964912,0.301080211,0.323833601,0.165473684,0.299701218,0.163087719,0.176281315,0.378763503,1.335298246,0
1.097030629,,0.301847089,0.241686713,0.346257252,0.945804443,0.854393661,1.547757181,0.310731821,0.32592939,0.171501344,0.291559504,0.158200085,0.17512275,0.385316811,1.313004104,0
1.049778761,,0.303926991,0.244780418,0.302915767,0.841432685,0.821634269,1.392008639,0.322732301,0.340431416,0.127069834,0.329922566,0.154967603,0.192477876,0.396294248,1.362491001,0
1.080168776,,0.315893108,0.251272727,0.330545455,0.813090909,0.873636364,1.379272727,0.318987342,0.361181435,0.163272727,0.338959212,0.165636364,0.192123769,0.409845288,1.381090909,0
1.10486995,,0.312396237,0.258282995,0.300750503,0.859051803,0.884312649,1.374519495,0.321250692,0.355838406,0.147904082,0.340066408,0.163646348,0.184560044,0.441615938,1.308804686,0
2.231671041,0.14351664,0.40656168,0.239752435,0.54104099,1.061181006,1.862368101,1.627181412,0.405861767,0.340857393,0.196124188,0.512773403,0.163758117,0.23928259,0.441557305,1.139153815,0
2.330987124,0.145719399,0.396909871,0.249030526,0.539226409,1.063985284,1.692204435,1.562096053,0.388583691,0.337682403,0.193347917,0.511502146,0.169981108,0.221030043,0.437253219,1.227851248,0
1.952539696,0.142878773,0.397929643,0.247955991,0.561875442,1.059452912,1.654840012,1.571868376,0.400561453,0.342398456,0.192237812,0.533204667,0.175229636,0.222300202,0.443459953,1.226102756,0
2.297211875,0.141681217,0.385822328,0.233225243,0.466762285,0.969007234,2.027937141,1.646607633,0.348346314,0.312111977,0.176976802,0.45919404,0.153778997,0.194152839,0.407608082,1.05649788,0
2.477854164,0.146408153,0.391524851,0.244469302,0.491797166,0.972905792,1.969798658,1.607631121,0.350050716,0.309478192,0.188105891,0.486306773,0.163062391,0.194297306,0.411360307,1.132736764,0
2.374415498,0.142138599,0.373747495,0.247516145,0.483420268,0.985221063,1.960879285,1.506520119,0.343910042,0.304720552,0.191381023,0.495769316,0.168219076,0.193052772,0.409374304,1.176353701,0
1.906220096,0.150856768,0.334791524,0.223661556,0.393785357,0.794703616,1.998196278,1.54136263,0.311961722,0.296924129,0.16454866,0.432125769,0.149462983,0.190020506,0.379357485,1.115438223,0
2.098985432,0.17000412,0.327783559,0.235929131,0.409064689,0.807086939,2.015327565,1.485702513,0.299947971,0.287200832,0.178986403,0.38280437,0.159373712,0.163891779,0.367976067,1.141161928,0
2.094228188,0.156126979,0.340939597,0.241645029,0.418376748,0.844375576,2.050590502,1.509004104,0.30590604,0.298120805,0.178993216,0.419731544,0.160901248,0.173959732,0.379463087,1.188122958,0
1.74578196,0.165660142,0.288935756,0.228342357,0.359329446,0.735422741,2.045085381,1.397438567,0.266223232,0.261680727,0.152332362,0.427968851,0.139629321,0.147955873,0.329331603,1.040712203,0
1.75040624,0.174166667,0.309554761,0.24125,0.374270833,0.712916667,2.053020833,1.388229167,0.262430939,0.269418265,0.161875,0.388852779,0.149166667,0.165420864,0.369028274,1.103958333,0
1.717675941,0.173702495,0.315548282,0.243078219,0.365617433,0.777029161,2.039267291,1.405726919,0.258428805,0.271522095,0.162438151,0.361538462,0.153489841,0.167430442,0.334042553,1.133803558,0
1.641724278,0.101787008,0.282025214,0.162641874,0.226273847,0.344119778,1.875875392,0.820333253,0.261285075,0.267385116,0.072325525,0.346685645,0.099975851,0.135217568,0.353599024,0.750664091,0
1.489433812,0.115148655,0.29685008,0.176852289,0.244690892,0.359249646,1.843912223,0.788461538,0.261164274,0.27053429,0.116918358,0.295055821,0.109249646,0.137958533,0.349082935,0.811821614,0
1.727673208,0.112689507,0.298157789,0.183717321,0.264653217,0.471171064,1.843738809,0.790975289,0.257909491,0.260913096,0.102303927,0.317180617,0.125462576,0.142571085,0.352823388,0.856870001,0
1.998405386,0.152813959,0.38253012,0.222904891,0.620987958,1.057311379,2.533202261,1.633226837,0.349929128,0.312189936,0.176259523,0.303951099,0.151388548,0.233965273,0.416991495,1.078348489,0
2.157357195,0.152452283,0.3890094,0.240541194,0.602609326,1.076781831,2.353032133,1.582556173,0.355206074,0.322758496,0.178835468,0.318962401,0.156172989,0.237075199,0.442606652,1.110316502,0
2.214818811,0.15371068,0.380631238,0.232278264,0.623012573,1.134680299,2.426300083,1.567437992,0.362377484,0.317687258,0.177437503,0.31220214,0.161489164,0.236309684,0.429367863,1.136001174,0
2.071156004,0.149079563,0.355443322,0.230390016,0.578658346,0.930795632,2.47850234,1.606365055,0.302132435,0.280583614,0.170483619,0.295510662,0.144024961,0.201795735,0.371492705,1.021840874,0
2.138719167,0.147383845,0.357207513,0.225044264,0.574760364,0.970633128,2.412113072,1.396849625,0.308327676,0.293957909,0.169241101,0.291242363,0.145918554,0.197103417,0.379497624,1.051834666,0
2.145155807,0.151171439,0.356260623,0.222387505,0.586959217,0.995723317,2.418866989,1.593467212,0.306515581,0.292351275,0.167720342,0.295864023,0.149931821,0.194107649,0.383229462,1.036506756,0
1.776068376,0.15643378,0.311538462,0.224104132,0.526307535,0.846937975,2.464674978,1.593664236,0.266096866,0.264814815,0.160589665,0.239031339,0.140672783,0.164957265,0.333190883,1.026581981,0
1.829759863,0.156937132,0.310748999,0.227392382,0.526633633,0.861799319,2.494657789,1.537163208,0.264008005,0.26815323,0.161427687,0.241280732,0.144239703,0.159090909,0.348198971,1.058067513,0
1.895942506,0.154835673,0.326246444,0.22276257,0.51235391,0.912149973,2.506235783,1.540591419,0.268153915,0.276089235,0.163934426,0.3031891,0.145893796,0.167689774,0.357239108,1.042513138,0
1.624288107,0.161871227,0.299329983,0.22334004,0.467907445,0.767203219,2.386820926,1.386720322,0.255778894,0.262646566,0.146277666,0.274539363,0.136217304,0.155108878,0.321943049,1.021830986,0
1.624409183,0.16436313,0.301823093,0.232276027,0.471810679,0.782141792,2.348215174,1.373371781,0.251350439,0.267555706,0.14835438,0.249155976,0.13542806,0.150236327,0.337440918,1.037585761,0
1.640282807,0.164849586,0.306432143,0.230062588,0.475065617,0.810821724,2.371088229,1.370280638,0.296085532,0.273840317,0.147284474,0.244697362,0.137088633,0.151577858,0.345576824,1.049666869,0
1.465465465,0.220638643,0.279654655,0.275482591,0.406458596,0.713332131,2.243009201,1.153526971,0.284346847,0.261824324,0.113296049,0.226539039,0.136749053,0.138513514,0.319069069,1.042215407,0
1.51973069,0.212491027,0.278847952,0.279612347,0.410624551,0.710337401,2.202440775,1.14626705,0.236207219,0.267065644,0.124910266,0.213390686,0.139267767,0.140826632,0.315129979,1.051687006,0
1.493755825,0.214771266,0.273252563,0.264743708,0.413558699,0.700349072,2.196215322,1.060260886,0.21584343,0.249394222,0.123461326,0.207642125,0.142384714,0.135135135,0.315191053,1.062465552,0
1.288436922,0.162684331,0.295263832,0.210156928,0.5511395,1.190678969,0.924296191,1.712404385,0.337220879,0.319015787,0.171910733,0.323993742,0.157795127,0.227705874,0.411463519,1.170412428,0
1.284747674,0.162424622,0.298844094,0.224136581,0.542485708,1.186467225,0.927010729,1.616023181,0.332252608,0.315900761,0.171822382,0.324358613,0.158039001,0.22511982,0.397237102,1.122249197,0
1.317940628,0.158177792,0.304603471,0.224454287,0.574106295,1.217810819,0.931034483,1.670120215,0.341173096,0.317797218,0.172097438,0.346192457,0.157545081,0.222572781,0.402552703,1.147975324,0
1.141905072,0.188162812,0.273894668,0.214826785,0.542167458,1.105544894,0.974851025,1.576911423,0.307379714,0.298439532,0.164023836,0.330136541,0.161296839,0.2039987,0.374837451,1.18977881,0
1.239278026,0.184813463,0.284153005,0.224959448,0.541768045,1.084651257,0.965024331,1.558191403,0.323729094,0.303361484,0.168187348,0.313959265,0.157137064,0.203179334,0.375393277,1.166768045,0
1.249490835,0.184348001,0.291072641,0.218002813,0.526321077,1.111814346,0.951175407,1.585392807,0.326544467,0.309572301,0.16114125,0.346401901,0.157926462,0.211133741,0.384080109,1.143962226,0
1.089622642,0.245123537,0.289504717,0.229128739,0.485955787,0.986736021,0.963849155,1.530039012,0.304048742,0.312106918,0.155916775,0.298545597,0.160078023,0.210888365,0.362617925,1.203120936,0
1.141259321,0.244712991,0.298881524,0.222514121,0.50571391,0.970839354,0.972809668,1.590568764,0.313173157,0.327671914,0.148167608,0.311723281,0.157099698,0.202361226,0.378624689,1.194404308,0
1.164593698,0.219259065,0.324834163,0.219784551,0.511297951,0.96715712,0.97320021,1.571466106,0.305140962,0.327321725,0.144771414,0.341003317,0.154755649,0.213723051,0.387230514,1.204414083,0
0.917277239,0.258953597,0.268494446,0.236374961,0.474462784,0.960292744,0.984117097,1.459669885,0.284329946,0.312692035,0.138118966,0.28882061,0.161476176,0.199480028,0.349799102,1.220959203,0
0.970790378,0.25185302,0.276877761,0.249329759,0.491089733,0.959785523,0.992745624,1.498028702,0.311242023,0.333087874,0.147768491,0.32425135,0.157546128,0.206921944,0.367206676,1.213688693,0
1.054470709,0.280166881,0.306526208,0.238767651,0.476091142,0.925866496,1.008183569,1.500320924,0.31012333,0.340184995,0.144415918,0.33299075,0.162387677,0.206577595,0.386947585,1.235558408,0
0.927424152,0.315198984,0.307257585,0.272861981,0.437341236,0.900084674,1.023285351,1.455546147,0.336109459,0.363176681,0.125317528,0.344140393,0.16299746,0.226948245,0.436942296,1.313928874,0
0.902722632,0.309838473,0.281905842,0.279001468,0.471365639,0.882735473,1.004824837,1.405496119,0.295235394,0.341179807,0.129431508,0.32387975,0.160478288,0.237663074,0.406409529,1.278162366,0
0.945649032,0.310145548,0.300664932,0.266909247,0.452696918,0.885916096,1.015625,1.423587329,0.331598728,0.347788378,0.126712329,0.378722174,0.157748288,0.240242845,0.431627638,1.278253425,0
2.22354049,,0.426365348,0.245448036,0.778590426,1.29705401,2.407528642,1.620141162,0.393314501,0.33079096,0.176043372,0.642843691,0.177526596,0.246986817,0.442749529,1.268975041,0
2.289146248,,0.440371363,0.239833377,0.787034626,1.326633689,2.339442853,1.633793283,0.394525268,0.330781011,0.181411091,0.632656968,0.178599323,0.243587289,0.44754977,1.279822963,0
2.319286257,,0.433181473,0.241409922,0.780678851,1.234464752,2.320365535,1.626736292,0.390470767,0.335041762,0.180156658,0.637718299,0.188355091,0.23443432,0.457099468,1.395039164,0
2.302514405,,0.409638554,0.230201967,0.654398087,1.21465586,2.509699708,1.676654265,0.369172342,0.322812991,0.171605102,0.586694605,0.169612012,0.223022525,0.42234154,1.289131012,0
2.214460311,,0.403705133,0.228736089,0.683028617,1.134340223,2.38891097,1.642885533,0.35777692,0.324585102,0.171966084,0.598481925,0.169316375,0.204940178,0.416698829,1.286830949,0
2.361907243,,0.417274622,0.224720579,0.677120316,1.066863905,2.495397765,1.600065746,0.350833768,0.324908807,0.177449047,0.606956748,0.169165023,0.208051068,0.435904117,1.316831032,0
2.270756383,,0.381403565,0.228382328,0.600309438,1.045040399,2.56377858,1.653171738,0.328569134,0.310582945,0.165893072,0.590332423,0.164603748,0.208286494,0.381082383,1.322245144,0
2.301470588,,0.372653317,0.232706543,0.596273292,0.973538671,2.445673445,1.4021101,0.331195244,0.293022528,0.165915086,0.557259074,0.156470688,0.195869837,0.387046308,1.310388837,0
2.249961919,,0.361309977,0.230756116,0.593470292,0.944591254,2.485124883,1.545307305,0.309215537,0.285300838,0.167760634,0.568316832,0.159577189,0.193602437,0.378827113,1.310970932,0
2.213877551,,0.382244898,0.264854689,0.593010942,0.928697494,2.491351924,1.573832216,0.310204082,0.303061224,0.161548417,0.552857143,0.165195905,0.206938776,0.367959184,1.264384045,0
2.231026552,,0.379259879,0.258637009,0.602934217,0.883932797,2.553241836,1.572645528,0.313192557,0.313819778,0.161736867,0.558227054,0.165404638,0.2226636,0.361906753,1.243019404,0
2.17243473,,0.368346489,0.262535145,0.589034677,0.874531396,2.446813496,1.579311153,0.335357215,0.303987047,0.150656045,0.569925116,0.162956888,0.207447885,0.376846792,1.17373477,0
2.051986268,,0.351152526,0.272873194,0.543338684,0.848154093,2.51540931,1.530497592,0.305296714,0.314860226,0.146869984,0.594654242,0.160192616,0.214320745,0.3575282,1.224398074,0
2.098587998,,0.37065053,0.281341108,0.564949789,0.860382248,2.61159702,1.529964367,0.323751891,0.31896117,0.155328798,0.512859304,0.168286362,0.225163893,0.590015129,1.227243278,0
2.006535948,,0.37714839,0.29494201,0.567976804,0.839561856,2.519974227,1.553157216,0.308157831,0.31033648,0.144652062,0.544662309,0.160921392,0.2050351,0.398450738,1.174774485,0
1.995039683,0.134363172,0.391286376,0.256183435,0.580186603,1.055584896,1.733958278,1.461403046,0.441881614,0.36235119,0.16948332,0.657324735,0.173796321,0.277695106,0.475777116,1.158524778,0
2.061510252,0.13610586,0.389398233,0.24236163,0.592034114,0.993273838,1.644304743,1.449597749,0.447824637,0.371561927,0.167978195,0.720703451,0.165384446,0.273795633,0.483580597,1.180243549,0
2.084189917,0.137085329,0.379507261,0.241928331,0.587945716,1.002173142,1.695937555,1.449485542,0.431228585,0.366944037,0.171678198,0.674335128,0.168174561,0.261951379,0.481236743,1.227159837,0
2.113290996,0.142112434,0.374347925,0.244120609,0.516971743,0.969729281,1.879391031,1.575913749,0.386822409,0.367203447,0.165689236,0.684168746,0.168651146,0.234633704,0.445339079,1.162727327,0
2.118834335,0.156391876,0.373171561,0.244205496,0.527060932,0.909737157,1.922939068,1.612305854,0.387912462,0.347545073,0.168518519,0.637600635,0.166308244,0.228937521,0.447443021,1.208841099,0
2.085667034,0.153014925,0.363836825,0.237074627,0.543223881,0.955462687,1.815343284,1.538328358,0.381477398,0.34707828,0.16841791,0.660639471,0.168179104,0.226681367,0.436383682,1.175880597,0
2.033160208,0.147699197,0.342788654,0.244827054,0.477995676,0.941862261,1.978304509,1.599830142,0.363164203,0.311093355,0.171479308,0.619256892,0.16344966,0.210280996,0.402050872,1.1571958,0
1.974816789,0.151024558,0.340306462,0.257078054,0.486782418,0.91780072,2.016815267,1.537384639,0.344836775,0.313790806,0.175660879,0.579746835,0.162677929,0.207728181,0.411725516,1.179727827,0
2.015117057,0.15725775,0.336856187,0.234949637,0.489419849,0.866947763,1.968376669,1.510111658,0.351973244,0.334046823,0.166081049,0.578862876,0.166471461,0.204949833,0.4109699,1.189427657,0
