feature_6,feature_26,feature_29,feature_56,feature_1,feature_19,feature_68,feature_45,feature_14,feature_62,feature_24,feature_57,feature_37,feature_61,target
0.02932,0.01482,0.01519,0.01087,0,0.0127,0.00157,0.02485,0.03228,0.02024,0.02142,0.01649,0.02393,0.00915,1
0.0162,0.00995,0.0076,0.00613,0,0.01281,0.00074,0.0137,0.02069,0.03318,0.00933,0.00555,0.00972,0.00924,1
0.0419,0.10155,0.01133,0.00906,0,0.00151,0.00038,0.02114,0.03209,0.00378,0.01133,0.04304,0.00982,0.00189,1
0.01498,0.01998,0.00721,0.00499,0,0.01332,0.00166,0.00999,0.01942,0.03496,0.00388,0.00222,0.00222,0.01165,1
0.01772,0.01227,0.01159,0.01431,0,0.01431,0.00068,0.01772,0.01568,0.02795,0.02318,0.01295,0.01159,0.01227,1
0.02625,0.00262,0.00444,0.00424,0,0.01433,0.00101,0.01736,0.01757,0.04482,0.00384,0.00323,0.00868,0.01454,1
0.00785,0.02007,0.01222,0.01047,0,0.00175,0.00087,0.01483,0.02618,0.02443,0.00175,0.01134,0.00262,0.0096,1
0.03433,0.01388,0.01398,0.01009,0,0.00441,3e-05,0.01894,0.02441,0.02207,0.00871,0.01942,0.00637,0.00754,1
0.02105,0.01236,0.0151,0.00275,0,0.01693,0.0,0.02563,0.01831,0.0238,0.00915,0.00641,0.00366,0.01236,1
0.02228,0.01205,0.01455,0.00273,0,0.01046,0.0,0.02319,0.02001,0.0241,0.0091,0.00682,0.00455,0.01364,1
0.01554,0.03292,0.02299,0.0027,0,0.01554,0.00092,0.01731,0.01355,0.01831,0.00646,0.00468,0.00532,0.011,1
0.01217,0.02169,0.01146,0.01238,0,0.01743,0.00137,0.01014,0.01456,0.0333,0.01359,0.01121,0.0134,0.01123,1
0.02973,0.01511,0.00682,0.01121,0,0.01105,0.00081,0.02486,0.02453,0.02307,0.02648,0.01024,0.01966,0.01284,1
0.02046,0.01347,0.01409,0.00346,0,0.0084,0.0,0.02084,0.02019,0.02823,0.0091,0.00739,0.00513,0.01212,1
0.0171,0.0029,0.01291,0.00516,0,0.01355,0.0,0.01452,0.01646,0.03485,0.01,0.00387,0.00452,0.01291,1
0.0182,0.0166,0.01478,0.01146,0,0.01192,0.00109,0.0193,0.02006,0.02136,0.01554,0.02001,0.01272,0.00702,1
0.02122,0.00276,0.01424,0.0059,0,0.0097,0.0,0.0135,0.01162,0.03415,0.00612,0.00528,0.00358,0.01512,1
0.02818,0.02098,0.01385,0.00719,0,0.003,0.00139,0.02287,0.02395,0.00878,0.0516,0.04124,0.02598,0.00368,1
0.01989,0.03114,0.01075,0.00232,0,0.00826,0.00047,0.02478,0.02222,0.01338,0.01021,0.01039,0.00705,0.01247,1
0.02832,0.02814,0.01228,0.00543,0,0.00606,0.00155,0.01977,0.03504,0.02218,0.03234,0.01315,0.01617,0.01365,1
0.01905,0.01708,0.03088,0.00788,0,0.01117,0.00854,0.00986,0.01643,0.01248,0.00788,0.00854,0.0092,0.01314,1
0.02401,0.0223,0.03173,0.00858,0,0.00943,0.00086,0.00901,0.01844,0.01072,0.00515,0.01072,0.01329,0.01415,1
0.01901,0.01719,0.01153,0.01072,0,0.00647,0.00081,0.01901,0.01072,0.04186,0.01759,0.01476,0.00688,0.02487,1
0.03,0.01887,0.00896,0.00422,0,0.00229,0.00132,0.02929,0.02474,0.00967,0.04695,0.0386,0.02324,0.00634,1
0.01537,0.01876,0.00745,0.00427,0,0.00596,0.00061,0.02932,0.01625,0.00982,0.04761,0.03752,0.01503,0.0044,1
0.0189,0.01272,0.00723,0.00906,0,0.00953,0.00093,0.0292,0.0258,0.0266,0.01545,0.01498,0.02102,0.00366,1
0.01873,0.00949,0.00728,0.01078,0,0.01254,0.00065,0.03106,0.02542,0.03046,0.01148,0.00968,0.01572,0.00316,1
0.01569,0.01185,0.00822,0.00822,0,0.01132,0.00043,0.02754,0.02765,0.02658,0.02007,0.01302,0.02562,0.00491,1
0.01393,0.00317,0.00507,0.01377,0,0.01789,0.00032,0.01377,0.01472,0.04781,0.00617,0.00443,0.0076,0.00697,1
0.03048,0.01515,0.00971,0.01566,0,0.00749,0.00017,0.01328,0.02214,0.02844,0.01856,0.01294,0.01498,0.01107,1
0.0238,0.01101,0.0122,0.00922,0,0.01577,0.0006,0.03392,0.01755,0.02708,0.01071,0.00982,0.01012,0.00506,1
0.00951,0.00822,0.00919,0.00921,0,0.01602,0.00071,0.02013,0.01021,0.03294,0.0105,0.00673,0.00846,0.00518,1
0.0332,0.02804,0.01144,0.00763,0,0.01077,0.0009,0.02221,0.02423,0.01436,0.01593,0.0166,0.00381,0.00673,1
0.01552,0.00789,0.00795,0.01547,0,0.01445,0.00067,0.02258,0.01767,0.03351,0.01065,0.01219,0.01628,0.00176,1
0.0304,0.01049,0.01478,0.01073,0,0.01431,0.00107,0.01788,0.02027,0.02754,0.0093,0.00668,0.01335,0.00608,1
0.009,0.0105,0.00825,0.0105,0,0.0165,0.0,0.009,0.0105,0.03676,0.00375,0.0015,0.0105,0.003,1
0.01234,0.03023,0.01537,0.00327,0,0.00845,0.00112,0.02593,0.01749,0.00923,0.01705,0.00555,0.0091,0.04227,1
0.02551,0.01122,0.01188,0.01042,0,0.0177,0.00187,0.01619,0.02041,0.0307,0.01302,0.0065,0.01047,0.00705,1
0.02308,0.01046,0.00992,0.0092,0,0.02062,0.00055,0.01942,0.02404,0.02647,0.01385,0.00581,0.0081,0.00639,1
0.0151,0.02851,0.01231,0.00791,0,0.00985,0.00065,0.02119,0.01477,0.01568,0.01464,0.02022,0.00687,0.00888,1
0.01543,0.02347,0.01147,0.0053,0,0.00989,0.00094,0.02757,0.01215,0.0209,0.01484,0.02239,0.00621,0.00553,1
0.01948,0.0221,0.01279,0.00593,0,0.00965,0.00095,0.02209,0.01899,0.02568,0.01021,0.02136,0.00562,0.00993,1
0.01578,0.0198,0.01245,0.00946,0,0.01136,0.00102,0.02014,0.0151,0.02511,0.00891,0.01783,0.00551,0.0064,1
0.0171,0.01949,0.01261,0.0092,0,0.01128,0.00102,0.01945,0.01592,0.02543,0.00939,0.01898,0.00586,0.00707,1
0.01277,0.02091,0.01466,0.00851,0,0.00993,0.00322,0.01864,0.01145,0.01618,0.01041,0.01684,0.00833,0.00814,1
0.0227,0.02868,0.01271,0.00426,0,0.00777,0.00179,0.02245,0.02289,0.02073,0.01166,0.0269,0.00888,0.01024,1
0.01338,0.0171,0.01041,0.00818,0,0.01338,0.0,0.03271,0.00669,0.0342,0.00892,0.00967,0.00967,0.00595,1
0.01007,0.02302,0.01043,0.00432,0,0.01906,0.0,0.01727,0.00468,0.0259,0.01007,0.00971,0.00899,0.00504,1
0.00841,0.01908,0.01401,0.01401,0,0.01508,0.0012,0.01882,0.00761,0.02135,0.01361,0.01548,0.00667,0.00894,1
0.01925,0.03141,0.01254,0.00823,0,0.00804,0.00077,0.02308,0.01838,0.01637,0.01752,0.02844,0.00747,0.01015,1
0.01148,0.02666,0.01107,0.008,0,0.01094,0.00137,0.02085,0.01224,0.01777,0.01962,0.02666,0.00738,0.00909,1
0.01337,0.02185,0.01043,0.00359,0,0.00685,0.00065,0.0238,0.01043,0.01956,0.01109,0.01337,0.00554,0.00391,1
0.03051,0.02858,0.01447,0.00856,0,0.00965,0.00084,0.02677,0.02605,0.01869,0.0193,0.02328,0.0129,0.00941,1
0.01774,0.0195,0.01279,0.00941,0,0.01137,0.00095,0.02004,0.01577,0.02566,0.00887,0.01807,0.00609,0.00657,1
0.01136,0.0,0.00568,0.01705,0,0.00568,0.00568,0.00568,0.01705,0.02841,0.00568,0.0,0.00568,0.0,1
0.00893,0.00081,0.00568,0.01705,0,0.00487,0.00162,0.00487,0.01786,0.03328,0.00649,0.0,0.00406,0.00162,1
0.00126,0.0,0.00568,0.01263,0,0.02588,0.00379,0.01705,0.01894,0.03093,0.01641,0.00442,0.00947,0.0,1
0.02356,0.02764,0.01468,0.00934,0,0.01044,0.00126,0.02662,0.02177,0.01863,0.02214,0.02124,0.01088,0.00999,1
0.0141,0.01371,0.01867,0.00686,0,0.01486,0.00152,0.01676,0.00495,0.02933,0.00457,0.00571,0.00571,0.00952,1
0.01088,0.01489,0.01403,0.0063,0,0.01374,0.00057,0.0146,0.00744,0.02806,0.00544,0.0063,0.00344,0.01603,1
0.01009,0.01321,0.01541,0.00789,0,0.01101,0.00128,0.01247,0.00495,0.0332,0.00385,0.00734,0.00477,0.01156,1
0.0094,0.01144,0.01471,0.00654,0,0.01267,0.00123,0.01063,0.00572,0.02861,0.00327,0.00981,0.00736,0.01308,1
0.01286,0.01506,0.0191,0.00735,0,0.01065,0.0022,0.0147,0.00771,0.03159,0.00735,0.00845,0.00588,0.01323,1
0.01319,0.01209,0.01612,0.00769,0,0.01209,0.00293,0.00952,0.00769,0.02637,0.01062,0.00806,0.00769,0.01648,1
0.00608,0.00793,0.01057,0.00859,0,0.01632,0.00013,0.01103,0.00575,0.03547,0.0031,0.00588,0.00317,0.01334,1
0.01136,0.01667,0.01591,0.00871,0,0.01174,0.00114,0.01667,0.00833,0.02462,0.00795,0.00795,0.00455,0.02197,1
0.00896,0.00855,0.01181,0.00489,0,0.01792,0.00081,0.01018,0.00611,0.03868,0.00448,0.00489,0.00407,0.01425,1
0.01497,0.01064,0.01891,0.00788,0,0.01458,0.00276,0.01221,0.00788,0.02994,0.00591,0.00709,0.00355,0.01418,1
0.00552,0.01868,0.01613,0.00849,0,0.0157,0.00085,0.01401,0.00382,0.02632,0.00552,0.00891,0.00255,0.01104,1
0.00326,0.00672,0.01487,0.0055,0,0.02669,0.00041,0.00672,0.00122,0.02791,0.0057,0.00631,0.00224,0.01019,1
0.00911,0.01986,0.01636,0.0014,0,0.01706,0.00257,0.01005,0.00374,0.02921,0.0007,0.00164,0.0,0.0222,1
0.00286,0.00735,0.0143,0.00654,0,0.03023,0.00041,0.00368,0.00123,0.02859,0.00449,0.00408,0.00531,0.00776,1
0.00253,0.01922,0.01113,0.01113,0,0.0258,0.0,0.00658,0.00455,0.02833,0.00455,0.0086,0.00354,0.00556,1
0.00836,0.01216,0.0076,0.01064,0,0.01444,0.0,0.00608,0.01064,0.03647,0.00304,0.0076,0.00228,0.01216,1
0.00619,0.00713,0.01426,0.01295,0,0.02383,0.00019,0.00901,0.00094,0.03452,0.00225,0.00356,0.00394,0.01313,1
0.00218,0.00524,0.01309,0.00917,0,0.02182,0.00087,0.0048,0.00087,0.04103,0.00306,0.00567,0.00262,0.00655,1
0.00393,0.00575,0.01392,0.00908,0,0.02633,0.00061,0.00938,0.00575,0.02966,0.00151,0.00121,0.00091,0.00817,1
0.00342,0.00941,0.01583,0.01283,0,0.02352,0.00043,0.00599,0.00171,0.03422,0.00385,0.00428,0.00513,0.01155,1
0.01204,0.01275,0.01204,0.00992,0,0.01452,0.00142,0.01382,0.00886,0.02869,0.0085,0.01027,0.0039,0.01984,1
0.00336,0.01009,0.0162,0.00917,0,0.02079,0.00061,0.00764,0.00153,0.03088,0.0052,0.00764,0.00336,0.00642,1
0.00461,0.01049,0.0151,0.00713,0,0.02391,0.00042,0.00587,0.00294,0.02391,0.00629,0.00545,0.00294,0.00755,1
0.00276,0.01132,0.01463,0.01408,0,0.02567,0.00055,0.00414,0.00304,0.03837,0.00304,0.00552,0.00386,0.00938,1
0.00679,0.00815,0.01189,0.00781,0,0.01529,0.00102,0.01087,0.00374,0.03431,0.00543,0.00747,0.00374,0.01664,1
0.00066,0.00793,0.01586,0.00925,0,0.03106,0.00066,0.00727,0.00132,0.02842,0.0033,0.00397,0.00066,0.01124,1
0.00647,0.00566,0.01028,0.01167,0,0.02033,0.00012,0.00878,0.00647,0.03072,0.00416,0.00485,0.00762,0.00912,1
0.00857,0.00892,0.0132,0.00571,0,0.01713,0.00107,0.01106,0.00964,0.0414,0.00393,0.00749,0.00607,0.01606,1
0.00439,0.01078,0.01557,0.00679,0,0.02515,0.0008,0.00439,0.00279,0.03154,0.00559,0.00719,0.0024,0.00798,1
0.00885,0.00885,0.0127,0.00693,0,0.01539,0.00077,0.00693,0.00731,0.03617,0.00346,0.00539,0.00423,0.01693,1
0.00212,0.00551,0.01525,0.00466,0,0.02119,0.00212,0.00805,0.00466,0.04322,0.00381,0.00975,0.00339,0.01186,1
0.00535,0.007,0.01317,0.00741,0,0.02346,0.00165,0.007,0.00494,0.03909,0.0037,0.00782,0.00329,0.01235,1
0.00423,0.00803,0.0131,0.00803,0,0.01944,0.00042,0.00719,0.00465,0.03508,0.00507,0.0093,0.0038,0.01352,1
0.00536,0.00804,0.01302,0.00689,0,0.01379,0.00038,0.00613,0.00383,0.03562,0.00421,0.00919,0.00498,0.01264,1
0.00385,0.00983,0.01581,0.01026,0,0.02692,0.00085,0.00983,0.0,0.03205,0.00385,0.00427,0.00256,0.01068,1
0.02095,0.00511,0.01226,0.00996,0,0.01048,0.00077,0.01405,0.01763,0.02555,0.01099,0.00588,0.00664,0.02836,1
0.00779,0.01185,0.01693,0.01016,0,0.01794,0.00034,0.00982,0.00203,0.03419,0.00745,0.01185,0.00372,0.01016,1
0.00467,0.01019,0.01401,0.00637,0,0.02037,0.00127,0.00806,0.00212,0.03353,0.00382,0.00849,0.0034,0.01655,1
0.0081,0.00729,0.01377,0.00688,0,0.02267,0.00162,0.0081,0.00567,0.04089,0.00445,0.00648,0.00243,0.01336,1
0.00625,0.00742,0.01366,0.0039,0,0.01717,0.00117,0.00937,0.00546,0.04762,0.00273,0.0039,0.00156,0.01015,1
0.0025,0.01026,0.01376,0.00901,0,0.02327,0.0005,0.00826,0.001,0.02928,0.0015,0.00751,0.00425,0.01401,1
0.00091,0.0082,0.01367,0.01048,0,0.02233,0.00137,0.00501,0.00273,0.04057,0.00684,0.00593,0.0041,0.01185,1
0.00309,0.00618,0.01274,0.00772,0,0.02123,0.00154,0.00888,0.00347,0.03975,0.00309,0.00695,0.00502,0.01582,1
0.01454,0.01498,0.01426,0.00331,0,0.00907,0.00115,0.01008,0.00576,0.03427,0.00648,0.00821,0.00374,0.01267,1
0.01877,0.01598,0.01059,0.01747,0,0.02137,0.0,0.01226,0.01022,0.02936,0.01003,0.01096,0.00855,0.01356,1
0.00837,0.0119,0.01763,0.0,0,0.01498,0.0,0.02071,0.00705,0.03305,0.00044,0.0022,0.0,0.01278,1
0.00984,0.01475,0.01421,0.00219,0,0.01366,0.00219,0.01257,0.00874,0.03279,0.00273,0.00164,0.00055,0.01694,1
0.00492,0.01092,0.01641,0.00172,0,0.02503,0.0,0.00992,0.0006,0.03887,0.0,0.0011,1e-05,0.01895,1
0.00476,0.0076,0.01607,0.00161,0,0.01436,9e-05,0.01095,0.00278,0.03275,0.00057,0.00054,0.0,0.01912,1
0.00216,0.01016,0.01848,0.00272,0,0.01446,0.00051,0.01365,0.00049,0.03736,7e-05,0.00332,0.0,0.02225,1
0.0118,0.00056,0.01068,0.00393,0,0.01349,0.00112,0.0118,0.01349,0.0371,0.00618,0.0045,0.00506,0.00281,1
0.01352,0.01469,0.012,0.00877,0,0.01426,0.00057,0.01486,0.01472,0.02686,0.00977,0.00994,0.00589,0.01252,1
0.01313,0.04362,0.01485,0.00829,0,0.00532,0.00031,0.01329,0.01141,0.01704,0.01423,0.0147,0.00578,0.01767,1
0.01584,0.01867,0.01584,0.00875,0,0.00461,0.00095,0.02009,0.02092,0.01785,0.01371,0.01383,0.0039,0.01076,1
0.01478,0.02117,0.01778,0.0016,0,0.01778,0.0004,0.01438,0.00679,0.03056,0.00399,0.00439,0.0016,0.01218,1
0.016,0.01902,0.01816,0.00173,0,0.01729,0.00043,0.0147,0.00649,0.02897,0.00562,0.00476,0.00173,0.01297,1
0.02064,0.00584,0.00804,0.00402,0,0.01059,0.00219,0.01607,0.02447,0.03232,0.00329,0.0011,0.00511,0.00913,1
0.01812,0.00213,0.01137,0.0032,0,0.01457,0.00036,0.01386,0.02168,0.03163,0.00213,0.00249,0.00213,0.00853,1
0.01548,0.00264,0.01057,0.00264,0,0.01435,0.00076,0.01548,0.01586,0.03021,0.00076,0.00264,0.0034,0.00944,1
0.02051,0.01777,0.02119,0.01299,0,0.00752,0.00068,0.01777,0.01504,0.02529,0.01504,0.02529,0.01162,0.01914,1
0.02203,0.00405,0.01169,0.0018,0,0.01439,0.00045,0.01304,0.03282,0.03372,0.00405,0.00315,0.0018,0.01214,1
0.01298,0.00319,0.01319,0.00191,0,0.01979,0.00052,0.01211,0.01273,0.04622,0.0018,0.00124,0.00201,0.0067,1
0.02437,0.01701,0.01425,0.00552,0,0.00828,0.0,0.02437,0.02161,0.02621,0.00966,0.01011,0.00644,0.01379,1
0.02253,0.01471,0.01425,0.00598,0,0.00782,0.0,0.02161,0.02069,0.02759,0.01149,0.00874,0.00736,0.01609,1
0.03539,0.02868,0.036,0.00671,0,0.00915,0.00122,0.00488,0.01769,0.0061,0.00732,0.0061,0.01403,0.0061,1
0.02638,0.02335,0.03317,0.00848,0,0.00872,0.00068,0.00946,0.0199,0.00805,0.00608,0.01005,0.01044,0.01232,1
0.03092,0.00716,0.02284,0.01599,0,0.00624,0.0,0.0166,0.01447,0.03701,0.00792,0.00624,0.00609,0.01462,1
0.01013,0.00875,0.01565,0.00138,0,0.01335,0.0,0.01888,0.01059,0.03085,0.00645,0.00506,0.00138,0.01243,1
0.00584,0.00097,0.01071,0.00049,0,0.02142,0.00097,0.01168,0.00779,0.03505,0.00146,0.0,0.00146,0.00633,1
0.0179,0.02328,0.01282,0.00663,0,0.0095,0.00118,0.02004,0.01834,0.02549,0.01156,0.02298,0.00611,0.00958,1
0.01444,0.00258,0.01031,0.01444,0,0.01392,0.00155,0.01857,0.01083,0.04126,0.01805,0.00825,0.01289,0.01702,1
0.01301,0.00186,0.0237,0.00046,0,0.01487,0.0,0.02742,0.02045,0.01952,0.01301,0.00418,0.01255,0.00929,1
0.00163,0.00023,0.02578,0.00117,0,0.02481,3e-05,0.00288,0.00196,0.04166,0.00444,0.00178,0.00156,0.00033,1
0.00216,0.0,0.02658,0.00072,0,0.02083,0.0,0.00431,0.00287,0.03448,0.00431,0.00287,0.00287,0.0,1
0.0079,0.00141,0.0314,0.00087,0,0.01342,0.00011,0.02003,0.0066,0.0196,0.00585,0.00422,0.00141,0.00325,1
0.00227,0.0172,0.01883,0.0038,0,0.02257,0.0,0.0148,0.00171,0.01927,0.00105,0.00502,0.00066,0.00327,1
0.01624,0.0188,0.02778,0.00641,0,0.01368,0.0,0.01838,0.01111,0.02265,0.01239,0.00855,0.00598,0.01325,1
0.02143,0.02421,0.02241,0.00654,0,0.00474,0.00065,0.02715,0.02012,0.01374,0.01521,0.009,0.01259,0.00507,1
0.02124,0.0045,0.01931,0.00644,0,0.0296,0.0,0.00708,0.0103,0.03411,0.00322,0.00257,0.00193,0.00579,1
0.01675,0.0223,0.01312,0.00773,0,0.0103,0.00093,0.02002,0.01805,0.02517,0.01081,0.02212,0.00544,0.01017,1
0.0275,0.01811,0.0161,0.01408,0,0.01207,0.0,0.01744,0.02079,0.02616,0.01274,0.00805,0.01006,0.0228,1
0.01897,0.01721,0.01128,0.0105,0,0.0106,0.00029,0.02286,0.01926,0.03054,0.00817,0.00175,0.01011,0.03336,1
0.02114,0.01583,0.02557,0.00419,0,0.01496,0.00105,0.02326,0.02337,0.03037,0.0048,0.00782,0.01029,0.01284,1
0.02175,0.00971,0.0156,0.01915,0,0.01218,0.00068,0.01423,0.01929,0.02627,0.00903,0.00698,0.01888,0.01423,1
0.0281,0.01128,0.02122,0.02084,0,0.00956,0.00096,0.02791,0.02543,0.02791,0.00841,0.00841,0.00574,0.01166,1
0.02871,0.01261,0.01541,0.01331,0,0.0112,0.0014,0.01261,0.02101,0.02591,0.0098,0.0077,0.01541,0.01821,1
0.01452,0.00592,0.01637,0.01134,0,0.01497,0.00078,0.01251,0.02005,0.04072,0.01625,0.00709,0.01179,0.00877,1
0.01686,0.007,0.01599,0.01272,0,0.01288,0.00072,0.01467,0.0187,0.03899,0.01896,0.00715,0.0139,0.00889,1
0.01676,0.0076,0.01587,0.01368,0,0.01211,0.00065,0.01392,0.01822,0.03979,0.01881,0.00629,0.01217,0.00929,1
0.01405,0.00767,0.01721,0.01412,0,0.01248,0.0013,0.01121,0.01714,0.04103,0.01486,0.00795,0.0157,0.01111,1
0.02257,0.01276,0.01276,0.00981,0,0.00294,0.00196,0.01766,0.03042,0.02552,0.05986,0.02552,0.01374,0.0157,1
0.01496,0.0046,0.00987,0.01007,0,0.01352,0.00086,0.01342,0.02157,0.04036,0.02924,0.00594,0.01208,0.01016,1
0.01954,0.00606,0.00943,0.01011,0,0.01617,0.00067,0.00741,0.02224,0.0465,0.02628,0.00876,0.01011,0.0128,1
0.0101,0.00184,0.00826,0.00643,0,0.02204,0.0,0.01745,0.00826,0.04316,0.01102,0.00367,0.00918,0.00551,1
0.01038,0.00097,0.01257,0.00413,0,0.01811,0.00097,0.01011,0.00695,0.04529,0.0058,0.00132,0.00756,0.00668,1
0.01046,0.00085,0.0106,0.00396,0,0.02063,0.00071,0.01258,0.00664,0.04324,0.00707,0.00198,0.0065,0.00678,1
0.00488,0.01432,0.02103,0.00305,0,0.01951,0.00061,0.00457,0.00762,0.03901,0.00305,0.00244,0.00213,0.01128,1
0.00704,0.0012,0.01456,0.00524,0,0.02377,0.00127,0.01187,0.00825,0.04202,0.00664,0.00094,0.00726,0.00381,1
0.01425,0.00221,0.00819,0.00753,0,0.01425,0.00082,0.01155,0.01327,0.04447,0.00753,0.00262,0.00377,0.00508,1
0.01159,0.00329,0.01625,0.0024,0,0.02083,0.00031,0.00754,0.00843,0.04331,0.00486,0.0014,0.00472,0.00329,1
0.01303,0.0,0.01389,0.00564,0,0.02301,0.00174,0.02258,0.01216,0.03821,0.00738,0.0013,0.00695,0.00347,1
0.01089,0.00093,0.01669,0.0029,0,0.02519,0.00156,0.01514,0.00726,0.0422,0.0085,0.00073,0.00757,0.00384,1
0.01167,0.00055,0.01167,0.00456,0,0.02315,0.00073,0.01495,0.01094,0.04758,0.00565,0.00128,0.00255,0.00474,1
0.01512,0.00034,0.01798,0.00302,0,0.01831,0.0,0.01008,0.0121,0.04486,0.00252,0.00168,0.00722,0.00857,1
0.01134,0.00157,0.01299,0.00494,0,0.02332,0.00086,0.01089,0.00816,0.03931,0.00891,0.0018,0.00779,0.00576,1
0.00888,0.0,0.01514,0.00627,0,0.02298,0.00157,0.01044,0.00627,0.0329,0.00992,0.00313,0.00522,0.00313,1
0.00491,0.0007,0.01331,0.0028,0,0.02313,0.0007,0.01261,0.00841,0.03854,0.00701,0.0007,0.00701,0.00561,1
0.01509,0.00443,0.0078,0.00629,0,0.02203,0.0004,0.01293,0.01886,0.03928,0.01127,0.00357,0.01102,0.01197,1
0.01656,0.008,0.00685,0.0134,0,0.01423,0.00094,0.01302,0.01594,0.04487,0.00419,0.00272,0.0049,0.00272,1
0.01834,0.00745,0.00708,0.0089,0,0.01308,0.00036,0.00726,0.02325,0.04577,0.00218,0.00109,0.00726,0.00454,1
0.01847,0.01345,0.00512,0.00523,0,0.01334,0.00043,0.0253,0.02082,0.02989,0.01494,0.00352,0.01035,0.01356,1
