pc1,pc2,cluster,pc1_variance,pc2_variance
9.361143,-3.4619086,2,12.962002,9.390044
3.499459,-7.778419,4,12.962002,9.390044
-10.630758,4.820263,6,12.962002,9.390044
0.840612,11.117937,3,12.962002,9.390044
3.2606971,-4.1605062,4,12.962002,9.390044
18.371523,2.3615315,2,12.962002,9.390044
8.343507,1.4502438,2,12.962002,9.390044
-0.93821543,6.9035344,0,12.962002,9.390044
-2.1178033,0.7877875,3,12.962002,9.390044
-22.401386,-0.23904805,6,12.962002,9.390044
16.596415,-13.754192,5,12.962002,9.390044
-9.542216,8.282817,3,12.962002,9.390044
-11.079533,0.18293974,6,12.962002,9.390044
-7.907416,4.402153,0,12.962002,9.390044
-2.8472366,7.881117,0,12.962002,9.390044
5.715352,12.391876,3,12.962002,9.390044
13.524337,4.359578,2,12.962002,9.390044
-0.09739136,0.22843112,0,12.962002,9.390044
-10.86688,0.6734508,6,12.962002,9.390044
10.607806,-1.8228285,2,12.962002,9.390044
12.193629,-6.5342994,2,12.962002,9.390044
6.7527547,4.6125607,3,12.962002,9.390044
-9.891172,8.198021,6,12.962002,9.390044
3.363417,11.968273,3,12.962002,9.390044
-8.71736,-0.76846564,4,12.962002,9.390044
0.86746085,5.621388,0,12.962002,9.390044
10.34791,-1.7165476,2,12.962002,9.390044
17.090666,0.01552334,2,12.962002,9.390044
9.501645,-1.5178195,2,12.962002,9.390044
6.0787873,-5.9028544,2,12.962002,9.390044
-10.800611,-3.2072546,6,12.962002,9.390044
-5.5258174,-9.2724,4,12.962002,9.390044
-14.350471,-0.18080369,6,12.962002,9.390044
-2.0912023,2.6619093,0,12.962002,9.390044
12.941413,-4.0186663,2,12.962002,9.390044
-7.843014,1.1794395,0,12.962002,9.390044
5.13141,0.3351628,2,12.962002,9.390044
0.9690801,11.153306,3,12.962002,9.390044
-10.21804,15.389711,0,12.962002,9.390044
6.1995354,-6.926696,2,12.962002,9.390044
-5.132283,5.1917477,0,12.962002,9.390044
16.095768,15.677018,3,12.962002,9.390044
11.219933,0.19075353,2,12.962002,9.390044
5.7031293,7.063682,0,12.962002,9.390044
-6.854687,-0.2573106,0,12.962002,9.390044
1.6565613,-0.2563381,0,12.962002,9.390044
9.876818,4.002229,2,12.962002,9.390044
13.85648,-6.2150035,2,12.962002,9.390044
5.78422,14.841551,3,12.962002,9.390044
3.3543398,-15.099752,4,12.962002,9.390044
5.1734257,4.524327,2,12.962002,9.390044
-11.756146,-21.712278,4,12.962002,9.390044
-18.204016,-6.25104,6,12.962002,9.390044
-0.50872314,9.824894,0,12.962002,9.390044
-3.8930013,6.5513062,0,12.962002,9.390044
-10.067981,-3.087789,3,12.962002,9.390044
6.699852,-2.1105864,2,12.962002,9.390044
-3.9986098,5.410289,0,12.962002,9.390044
-0.7930704,5.9622927,0,12.962002,9.390044
4.171958,5.532984,0,12.962002,9.390044
6.9672527,15.231955,0,12.962002,9.390044
2.1345387,3.5351999,0,12.962002,9.390044
-3.8285136,3.1709683,0,12.962002,9.390044
-2.4815984,2.2909281,0,12.962002,9.390044
-12.360947,-9.120958,6,12.962002,9.390044
15.208624,-2.4563408,2,12.962002,9.390044
-8.450906,-2.7059379,6,12.962002,9.390044
-16.685625,4.1774697,6,12.962002,9.390044
15.640096,-14.498503,5,12.962002,9.390044
1.6989871,10.852941,3,12.962002,9.390044
12.765214,3.2900784,2,12.962002,9.390044
-8.257263,2.3894446,0,12.962002,9.390044
7.129274,-5.1977654,2,12.962002,9.390044
8.2341,4.5467057,2,12.962002,9.390044
4.149724,4.713762,0,12.962002,9.390044
-6.166323,2.3000288,0,12.962002,9.390044
7.9593267,-7.046562,2,12.962002,9.390044
-11.584764,0.7812607,6,12.962002,9.390044
-10.20026,-10.324681,6,12.962002,9.390044
1.2748747,-15.492104,4,12.962002,9.390044
12.25423,-0.7849244,2,12.962002,9.390044
5.840021,-3.4028566,1,12.962002,9.390044
-11.677787,-16.714933,4,12.962002,9.390044
-27.037098,-1.823248,6,12.962002,9.390044
9.603974,1.9443464,2,12.962002,9.390044
5.4937825,-5.566002,4,12.962002,9.390044
-2.8061578,-9.649985,4,12.962002,9.390044
17.900541,1.447363,2,12.962002,9.390044
9.842364,-1.3221979,2,12.962002,9.390044
-19.68721,-4.061123,6,12.962002,9.390044
1.7023809,-8.608534,4,12.962002,9.390044
4.50098,-12.71557,4,12.962002,9.390044
8.915909,16.029634,3,12.962002,9.390044
2.086943,7.2274156,3,12.962002,9.390044
-11.648698,4.1767683,6,12.962002,9.390044
-7.846916,1.7894286,0,12.962002,9.390044
10.124647,-0.79534835,2,12.962002,9.390044
3.9404118,-8.233201,4,12.962002,9.390044
-11.26843,3.848988,6,12.962002,9.390044
4.7831798,-4.397194,4,12.962002,9.390044
5.141779,-4.4669614,2,12.962002,9.390044
2.9198604,3.9189606,0,12.962002,9.390044
7.1736817,-5.4040837,2,12.962002,9.390044
8.014113,7.382591,2,12.962002,9.390044
4.5936203,-10.688215,4,12.962002,9.390044
2.9686706,14.170888,3,12.962002,9.390044
-0.9763614,4.622077,0,12.962002,9.390044
17.252563,-17.507183,5,12.962002,9.390044
-20.47033,-9.496505,6,12.962002,9.390044
4.850864,17.544966,3,12.962002,9.390044
6.2989388,-5.040078,2,12.962002,9.390044
-1.2666631,-0.4218816,0,12.962002,9.390044
-9.043544,-21.702942,4,12.962002,9.390044
3.8072994,11.605917,3,12.962002,9.390044
-1.6749886,-16.848555,4,12.962002,9.390044
-3.737597,7.2568746,0,12.962002,9.390044
-4.5082927,8.17232,0,12.962002,9.390044
3.1835222,14.585626,0,12.962002,9.390044
4.115541,-4.1336308,4,12.962002,9.390044
-1.5100403,-11.037703,4,12.962002,9.390044
10.434387,3.7196403,2,12.962002,9.390044
-3.7997584,6.657315,0,12.962002,9.390044
-0.62456286,-7.715151,4,12.962002,9.390044
-14.663714,-2.338487,6,12.962002,9.390044
6.412456,0.29267177,2,12.962002,9.390044
-8.792643,-5.6782517,4,12.962002,9.390044
8.857509,12.280697,3,12.962002,9.390044
0.47273302,7.951139,0,12.962002,9.390044
-3.3938081,10.86577,0,12.962002,9.390044
-6.3884287,9.249122,0,12.962002,9.390044
6.177998,4.92046,2,12.962002,9.390044
1.6410402,-15.978567,4,12.962002,9.390044
-0.7215728,6.96544,0,12.962002,9.390044
-9.050563,-2.114531,0,12.962002,9.390044
4.2052794,3.658509,3,12.962002,9.390044
-0.91533804,-13.331529,4,12.962002,9.390044
3.3888009,-1.4727656,2,12.962002,9.390044
-6.956574,2.5476515,0,12.962002,9.390044
-0.4608912,13.417289,3,12.962002,9.390044
8.420496,-6.394304,2,12.962002,9.390044
2.0609565,-11.265288,4,12.962002,9.390044
3.7876174,5.9264913,0,12.962002,9.390044
-13.477084,-1.5674639,6,12.962002,9.390044
-13.082281,-1.006101,6,12.962002,9.390044
-14.869607,-6.631806,6,12.962002,9.390044
9.143511,8.834639,3,12.962002,9.390044
-9.685147,9.57846,0,12.962002,9.390044
-2.2690866,11.07454,0,12.962002,9.390044
-19.842476,-1.6265068,6,12.962002,9.390044
5.623194,-4.876766,4,12.962002,9.390044
-4.523156,-0.725621,0,12.962002,9.390044
13.585458,-4.7633085,2,12.962002,9.390044
-5.5010185,-15.647996,4,12.962002,9.390044
-3.398786,-0.9745367,6,12.962002,9.390044
11.780669,-4.3013153,2,12.962002,9.390044
-3.124965,6.3640656,0,12.962002,9.390044
1.8816093,-2.4086673,4,12.962002,9.390044
5.00761,7.2479978,0,12.962002,9.390044
16.088745,0.3424486,2,12.962002,9.390044
4.4940643,1.7580936,3,12.962002,9.390044
10.251644,14.224793,3,12.962002,9.390044
0.7869826,5.02436,0,12.962002,9.390044
-6.0531034,10.337826,0,12.962002,9.390044
17.590275,1.4747416,2,12.962002,9.390044
1.2011293,-1.5039688,0,12.962002,9.390044
2.8587697,-10.823207,4,12.962002,9.390044
9.682183,13.734629,3,12.962002,9.390044
-6.2692976,-21.21999,1,12.962002,9.390044
4.041265,3.8826978,0,12.962002,9.390044
-5.2382107,7.2595067,3,12.962002,9.390044
13.879222,2.824012,2,12.962002,9.390044
-10.907268,6.4654517,0,12.962002,9.390044
-1.4939712,8.665481,0,12.962002,9.390044
20.156944,-12.525139,5,12.962002,9.390044
1.2060281,4.6557055,0,12.962002,9.390044
7.5713863,2.8717494,2,12.962002,9.390044
5.0571938,-14.612744,4,12.962002,9.390044
-2.1394434,7.884793,0,12.962002,9.390044
-5.5551667,1.4874372,0,12.962002,9.390044
-13.208174,4.021069,6,12.962002,9.390044
-3.7472055,1.9100474,0,12.962002,9.390044
-5.192688,0.5813059,0,12.962002,9.390044
0.5776457,-9.022265,4,12.962002,9.390044
5.4340734,-11.584386,4,12.962002,9.390044
3.7353632,-1.2749434,2,12.962002,9.390044
-13.619965,-16.304993,6,12.962002,9.390044
13.574372,-5.002221,2,12.962002,9.390044
-22.181114,-3.2042043,6,12.962002,9.390044
-5.0749974,5.0451407,0,12.962002,9.390044
-5.2836795,1.742998,3,12.962002,9.390044
0.8364918,7.835368,0,12.962002,9.390044
-15.002095,-1.6036029,6,12.962002,9.390044
15.563573,-1.3329332,2,12.962002,9.390044
10.680267,11.524887,3,12.962002,9.390044
4.865445,4.679228,0,12.962002,9.390044
-1.4835141,-6.317697,4,12.962002,9.390044
-12.961605,4.196331,6,12.962002,9.390044
-10.027737,2.6119833,6,12.962002,9.390044
32.042362,-16.901768,1,12.962002,9.390044
-10.645425,2.620438,6,12.962002,9.390044
-5.097355,-9.237982,4,12.962002,9.390044
-6.225137,2.5996664,3,12.962002,9.390044
15.892651,-2.4654284,2,12.962002,9.390044
21.33555,-12.261874,1,12.962002,9.390044
1.2534317,10.043104,3,12.962002,9.390044
-0.67589957,5.1338344,0,12.962002,9.390044
4.593814,-4.814753,4,12.962002,9.390044
11.466299,-0.10483999,2,12.962002,9.390044
-2.5685108,-4.5366406,4,12.962002,9.390044
14.037794,1.76098,2,12.962002,9.390044
-5.5009866,21.250525,7,12.962002,9.390044
-2.040351,7.305045,0,12.962002,9.390044
8.50003,2.5303285,2,12.962002,9.390044
10.034303,1.4731834,2,12.962002,9.390044
12.536795,2.265022,2,12.962002,9.390044
-4.393357,-6.561866,4,12.962002,9.390044
7.9147515,7.450669,2,12.962002,9.390044
4.8046,-0.6274692,2,12.962002,9.390044
4.827262,7.731123,0,12.962002,9.390044
-0.012398679,3.5964704,0,12.962002,9.390044
-9.114037,-0.87338006,4,12.962002,9.390044
-12.632608,0.6414308,6,12.962002,9.390044
-2.2943618,-9.691805,4,12.962002,9.390044
1.0319855,-5.591262,4,12.962002,9.390044
-1.1373444,7.850077,0,12.962002,9.390044
-0.88388485,-6.020118,4,12.962002,9.390044
