feature_2,feature_68,feature_14,feature_51,feature_1,feature_52,feature_29,feature_19,feature_11,feature_26,feature_39,feature_45,feature_55,feature_32,target
10834,0.00096,0.02543,0.01128,0,0.01453,0.02122,0.00956,0.00937,0.01128,0.00841,0.02791,0.03556,0.013,1
10838,0.0014,0.02101,0.0105,0,0.02451,0.01541,0.0112,0.0105,0.01261,0.01681,0.01261,0.03711,0.01611,1
10884,0.00078,0.02005,0.00452,0,0.01123,0.01637,0.01497,0.0143,0.00592,0.00955,0.01251,0.0196,0.02128,1
10885,0.00072,0.0187,0.00649,0,0.0118,0.01599,0.01288,0.01242,0.007,0.00894,0.01467,0.01921,0.01809,1
10886,0.00065,0.01822,0.00525,0,0.01457,0.01587,0.01211,0.01445,0.0076,0.00676,0.01392,0.02178,0.01932,1
10891,0.0013,0.01714,0.00676,0,0.01265,0.01721,0.01248,0.01219,0.00767,0.00897,0.01121,0.01784,0.02397,1
10893,0.00196,0.03042,0.01472,0,0.00687,0.01276,0.00294,0.01178,0.01276,0.01079,0.01766,0.01766,0.01472,1
10903,0.00086,0.02157,0.00546,0,0.01889,0.00987,0.01352,0.01275,0.0046,0.00892,0.01342,0.03212,0.02147,1
10906,0.00067,0.02224,0.00404,0,0.02089,0.00943,0.01617,0.0155,0.00606,0.01011,0.00741,0.03235,0.01617,1
10917,0.0,0.00826,0.0,0,0.00918,0.00826,0.02204,0.01837,0.00184,0.00092,0.01745,0.01745,0.01837,1
10922,0.00097,0.00695,0.00519,0,0.01178,0.01257,0.01811,0.01337,0.00097,0.00158,0.01011,0.0146,0.01917,1
10923,0.00071,0.00664,0.00268,0,0.01187,0.0106,0.02063,0.013,0.00085,0.00226,0.01258,0.01696,0.01766,1
109270,0.00061,0.00762,0.00213,0,0.02073,0.02103,0.01951,0.0125,0.01432,0.00457,0.00457,0.02042,0.02621,1
10941,0.00127,0.00825,0.00313,0,0.00831,0.01456,0.02377,0.01469,0.0012,0.00312,0.01187,0.01376,0.01899,1
10942,0.00082,0.01327,0.00369,0,0.01425,0.00819,0.01425,0.01384,0.00221,0.00459,0.01155,0.01499,0.01769,1
10943,0.00031,0.00843,0.00436,0,0.01156,0.01625,0.02083,0.00913,0.00329,0.00321,0.00754,0.00852,0.02368,1
10964,0.00174,0.01216,0.00738,0,0.00608,0.01389,0.02301,0.01389,0.0,0.0013,0.02258,0.01693,0.01737,1
10967,0.00156,0.00726,0.00415,0,0.00664,0.01669,0.02519,0.01617,0.00093,0.0029,0.01514,0.01255,0.02063,1
10968,0.00073,0.01094,0.00474,0,0.01385,0.01167,0.02315,0.01495,0.00055,0.00273,0.01495,0.01732,0.01878,1
10969,0.0,0.0121,0.01294,0,0.01546,0.01798,0.01831,0.01529,0.00034,0.00235,0.01008,0.01596,0.01764,1
10970,0.00086,0.00816,0.00367,0,0.0094,0.01299,0.02332,0.0161,0.00157,0.00303,0.01089,0.01258,0.01965,1
10971,0.00157,0.00627,0.00366,0,0.01097,0.01514,0.02298,0.01097,0.0,0.00313,0.01044,0.00888,0.02454,1
10978,0.0007,0.00841,0.00631,0,0.00491,0.01331,0.02313,0.02313,0.0007,0.0028,0.01261,0.01191,0.01822,1
10986,0.0004,0.01886,0.00407,0,0.01257,0.0078,0.02203,0.01142,0.00443,0.00664,0.01293,0.02379,0.02339,1
10990,0.00094,0.01594,0.00334,0,0.01816,0.00685,0.01423,0.01024,0.008,0.00892,0.01302,0.01745,0.01411,1
109981,0.00036,0.02325,0.00218,0,0.01744,0.00708,0.01308,0.01072,0.00745,0.00581,0.00726,0.0178,0.01217,1
109993,0.00043,0.02082,0.01025,0,0.00897,0.00512,0.01334,0.00769,0.01345,0.01164,0.0253,0.02978,0.01526,1
11005,0.00072,0.02922,0.00512,0,0.00581,0.01386,0.00659,0.0189,0.02165,0.01235,0.02442,0.03171,0.02493,1
11008,0.0,0.01167,0.00444,0,0.01361,0.01944,0.025,0.01639,0.00917,0.00639,0.02417,0.02389,0.01194,1
110195,3e-05,0.02471,0.00801,0,0.00259,0.0103,0.00527,0.00266,0.01852,0.00904,0.03,0.03482,0.01833,1
11020,0.00023,0.02176,0.02036,0,0.01053,0.01334,0.02083,0.01264,0.01428,0.01194,0.02481,0.0351,0.01849,1
11023,0.0,0.01509,0.03415,0,0.0135,0.01271,0.0135,0.00874,0.01589,0.0135,0.0278,0.03654,0.02224,1
11024,0.00081,0.02183,0.02668,0,0.01455,0.01374,0.01213,0.01374,0.01374,0.01051,0.02506,0.02991,0.02102,1
