feature_49,feature_56,feature_42,feature_68,feature_40,feature_1,feature_2,feature_37,feature_61,feature_33,feature_11,feature_52,feature_58,feature_29,target
0.03619,0.00359,0.02478,0.00065,0.02641,0,10534,0.00554,0.00391,0.00978,0.01565,0.0075,0.0013,0.01043,1
0.03425,0.00856,0.00784,0.00084,0.01423,0,10547,0.0129,0.00941,0.01182,0.01013,0.00917,0.01025,0.01447,1
0.02674,0.00941,0.01307,0.00095,0.02132,0,10548,0.00609,0.00657,0.00806,0.01252,0.00968,0.00907,0.01279,1
0.01705,0.01705,0.03383,0.00568,0.03487,0,105502,0.00568,0.0,0.0,0.02273,0.01188,0.0,0.00568,1
0.01623,0.01705,0.03003,0.00162,0.04708,0,105503,0.00406,0.00162,0.0,0.01786,0.01705,0.0,0.00568,1
0.00947,0.01263,0.04987,0.00379,0.03346,0,105506,0.00947,0.0,0.0,0.01768,0.00316,0.00568,0.00568,1
0.02919,0.00934,0.01011,0.00126,0.00966,0,10553,0.01088,0.00999,0.01635,0.00917,0.00905,0.00987,0.01468,1
0.01257,0.00686,0.02629,0.00152,0.02057,0,10559,0.00571,0.00952,0.01676,0.02057,0.01714,0.00533,0.01867,1
0.01632,0.0063,0.02605,0.00057,0.02519,0,10560,0.00344,0.01603,0.01832,0.01718,0.01403,0.00286,0.01403,1
0.01724,0.00789,0.02348,0.00128,0.0211,0,10561,0.00477,0.01156,0.01724,0.01046,0.01468,0.00734,0.01541,1
0.01471,0.00654,0.02002,0.00123,0.02329,0,10563,0.00736,0.01308,0.01553,0.01226,0.01308,0.00776,0.01471,1
0.0191,0.00735,0.02131,0.0022,0.02278,0,10564,0.00588,0.01323,0.02057,0.00808,0.01212,0.00257,0.0191,1
0.01209,0.00769,0.02381,0.00293,0.01905,0,10565,0.00769,0.01648,0.01868,0.01245,0.01209,0.00659,0.01612,1
0.01572,0.00859,0.03157,0.00013,0.01717,0,10566,0.00317,0.01334,0.00575,0.00964,0.01889,0.01044,0.01057,1
0.01174,0.00871,0.02992,0.00114,0.01818,0,10567,0.00455,0.02197,0.01932,0.01288,0.01439,0.00682,0.01591,1
0.01792,0.00489,0.02362,0.00081,0.02687,0,10568,0.00407,0.01425,0.01384,0.01262,0.01099,0.00651,0.01181,1
0.013,0.00788,0.02206,0.00276,0.02088,0,10569,0.00355,0.01418,0.02009,0.00867,0.01458,0.0063,0.01891,1
0.02122,0.00849,0.02122,0.00085,0.01231,0,10570,0.00255,0.01104,0.01952,0.00849,0.01231,0.00637,0.01613,1
0.01263,0.0055,0.04339,0.00041,0.01894,0,10573,0.00224,0.01019,0.0108,0.01426,0.01752,0.00591,0.01487,1
0.01075,0.0014,0.01028,0.00257,0.01963,0,10574,0.0,0.0222,0.01659,0.01636,0.01051,0.00023,0.01636,1
0.01634,0.00654,0.04044,0.00041,0.02533,0,10576,0.00531,0.00776,0.00858,0.01389,0.01879,0.00572,0.0143,1
0.01467,0.01113,0.0349,0.0,0.01568,0,10580,0.00354,0.00556,0.01265,0.0091,0.01366,0.00455,0.01113,1
0.01216,0.01064,0.03723,0.0,0.02204,0,10583,0.00228,0.01216,0.00988,0.01368,0.00988,0.0038,0.0076,1
0.01276,0.01295,0.05328,0.00019,0.01951,0,10585,0.00394,0.01313,0.00619,0.00994,0.01482,0.00525,0.01426,1
0.01179,0.00917,0.04147,0.00087,0.02357,0,10586,0.00262,0.00655,0.00611,0.00829,0.01528,0.00698,0.01309,1
0.01574,0.00908,0.03965,0.00061,0.01846,0,10587,0.00091,0.00817,0.00545,0.0112,0.02209,0.00787,0.01392,1
0.01411,0.01283,0.04063,0.00043,0.02609,0,10588,0.00513,0.01155,0.00813,0.01497,0.01411,0.00684,0.01583,1
0.017,0.00992,0.02267,0.00142,0.01984,0,10589,0.0039,0.01984,0.01842,0.01629,0.0124,0.00673,0.01204,1
0.01162,0.00917,0.03302,0.00061,0.02568,0,10591,0.00336,0.00642,0.0107,0.01376,0.01743,0.00581,0.0162,1
0.01846,0.00713,0.03691,0.00042,0.01678,0,10592,0.00294,0.00755,0.01133,0.00881,0.013,0.00587,0.0151,1
0.01104,0.01408,0.03809,0.00055,0.02263,0,10593,0.00386,0.00938,0.00966,0.00994,0.01656,0.00524,0.01463,1
0.01495,0.00781,0.03125,0.00102,0.01868,0,10594,0.00374,0.01664,0.01766,0.01223,0.01529,0.00679,0.01189,1
0.01388,0.00925,0.04098,0.00066,0.02247,0,10596,0.00066,0.01124,0.01124,0.00727,0.01718,0.00529,0.01586,1
0.01432,0.01167,0.03904,0.00012,0.01444,0,10598,0.00762,0.00912,0.00762,0.0201,0.02298,0.01444,0.01028,1
0.01035,0.00571,0.02748,0.00107,0.01927,0,10599,0.00607,0.01606,0.01285,0.00857,0.01428,0.00857,0.0132,1
0.01677,0.00679,0.04032,0.0008,0.01876,0,10600,0.0024,0.00798,0.01198,0.01717,0.01876,0.00479,0.01557,1
0.01539,0.00693,0.02847,0.00077,0.01885,0,10604,0.00423,0.01693,0.00923,0.01154,0.01693,0.00923,0.0127,1
0.01229,0.00466,0.03008,0.00212,0.02373,0,10606,0.00339,0.01186,0.00932,0.00593,0.01483,0.01017,0.01525,1
0.01152,0.00741,0.02675,0.00165,0.02305,0,10607,0.00329,0.01235,0.00947,0.00905,0.01523,0.01193,0.01317,1
0.01691,0.00803,0.02156,0.00042,0.02282,0,10608,0.0038,0.01352,0.01226,0.00888,0.01395,0.01183,0.0131,1
0.01187,0.00689,0.02758,0.00038,0.01992,0,10609,0.00498,0.01264,0.01149,0.01111,0.01417,0.01034,0.01302,1
0.01752,0.01026,0.03889,0.00085,0.02137,0,10611,0.00256,0.01068,0.01026,0.00812,0.01496,0.00385,0.01581,1
0.0161,0.00996,0.01329,0.00077,0.01661,0,106118,0.00664,0.02836,0.02044,0.0138,0.00945,0.00434,0.01226,1
0.01828,0.01016,0.02776,0.00034,0.02065,0,10614,0.00372,0.01016,0.0149,0.01422,0.01049,0.00711,0.01693,1
0.01316,0.00637,0.0365,0.00127,0.01613,0,10615,0.0034,0.01655,0.01273,0.01019,0.01825,0.00255,0.01401,1
0.0085,0.00688,0.02348,0.00162,0.02186,0,10616,0.00243,0.01336,0.01134,0.00972,0.01296,0.01012,0.01377,1
0.01132,0.0039,0.02498,0.00117,0.02303,0,10617,0.00156,0.01015,0.00781,0.00976,0.01405,0.00898,0.01366,1
0.01026,0.00901,0.03478,0.0005,0.01652,0,10618,0.00425,0.01401,0.01001,0.01627,0.02127,0.01702,0.01376,1
0.01003,0.01048,0.04011,0.00137,0.01869,0,10620,0.0041,0.01185,0.00729,0.01185,0.02142,0.0041,0.01367,1
0.01158,0.00772,0.03589,0.00154,0.01853,0,10621,0.00502,0.01582,0.01003,0.01158,0.01158,0.00965,0.01274,1
0.01872,0.00331,0.02722,0.00115,0.01526,0,10623,0.00374,0.01267,0.02247,0.01642,0.01123,0.00432,0.01426,1
0.01598,0.01747,0.02248,0.0,0.01152,0,10625,0.00855,0.01356,0.01226,0.02248,0.01208,0.0078,0.01059,1
0.01146,0.0,0.01851,0.0,0.01983,0,10626,0.0,0.01278,0.00881,0.01543,0.01366,0.00264,0.01763,1
0.01475,0.00219,0.0235,0.00219,0.02459,0,10627,0.00055,0.01694,0.01475,0.01038,0.01585,0.00055,0.01421,1
0.01234,0.00172,0.01971,0.0,0.02724,0,10629,1e-05,0.01895,0.01239,0.01675,0.01656,0.00053,0.01641,1
0.01389,0.00161,0.02112,9e-05,0.02097,0,10632,0.0,0.01912,0.01683,0.01093,0.0143,1e-05,0.01607,1
0.01525,0.00272,0.01569,0.00051,0.02792,0,10633,0.0,0.02225,0.01518,0.01083,0.01304,0.00016,0.01848,1
0.02361,0.00393,0.01799,0.00112,0.02642,0,106330,0.00506,0.00281,0.00618,0.01124,0.01855,0.00506,0.01068,1
0.02075,0.00877,0.02303,0.00057,0.01755,0,106331,0.00589,0.01252,0.012,0.01772,0.01326,0.00566,0.012,1
0.01563,0.00829,0.01517,0.00031,0.01188,0,106332,0.00578,0.01767,0.01798,0.00891,0.00954,0.00657,0.01485,1
0.02978,0.00875,0.02506,0.00095,0.01749,0,106333,0.0039,0.01076,0.02317,0.00496,0.00697,0.00343,0.01584,1
0.01358,0.0016,0.02716,0.0004,0.01518,0,10634,0.0016,0.01218,0.01817,0.03016,0.01598,0.00359,0.01778,1
0.01211,0.00173,0.02291,0.00043,0.01513,0,10636,0.00173,0.01297,0.01729,0.03156,0.016,0.00432,0.01816,1
0.02374,0.00402,0.01059,0.00219,0.01771,0,10640,0.00511,0.00913,0.00347,0.02082,0.0137,0.0042,0.00804,1
0.0199,0.0032,0.02772,0.00036,0.01102,0,10650,0.00213,0.00853,0.00284,0.0167,0.01102,0.0032,0.01137,1
0.02341,0.00264,0.02606,0.00076,0.01548,0,10651,0.0034,0.00944,0.00151,0.0219,0.00982,0.00264,0.01057,1
0.03008,0.01299,0.01025,0.00068,0.0164,0,106518,0.01162,0.01914,0.01299,0.00068,0.01162,0.00615,0.02119,1
0.01574,0.0018,0.02878,0.00045,0.01124,0,10653,0.0018,0.01214,0.00809,0.00989,0.01124,0.0018,0.01169,1
0.01845,0.00191,0.02334,0.00052,0.0221,0,10655,0.00201,0.0067,0.0035,0.0203,0.01608,0.00402,0.01319,1
0.02299,0.00552,0.01379,0.0,0.01379,0,106607,0.00644,0.01379,0.01379,0.01379,0.00828,0.00046,0.01425,1
0.02483,0.00598,0.01379,0.0,0.01471,0,106608,0.00736,0.01609,0.01103,0.01839,0.01103,0.00184,0.01425,1
0.02013,0.00671,0.02685,0.00122,0.01952,0,106820,0.01403,0.0061,0.0183,0.02502,0.00427,0.00427,0.036,1
0.01431,0.00848,0.014,0.00068,0.02079,0,106821,0.01044,0.01232,0.01861,0.01972,0.01248,0.00461,0.03317,1
0.0166,0.01599,0.02102,0.0,0.01538,0,106962,0.00609,0.01462,0.01432,0.01005,0.01797,0.00487,0.02284,1
0.02302,0.00138,0.01842,0.0,0.02348,0,106967,0.00138,0.01243,0.01013,0.00921,0.01105,0.00046,0.01565,1
0.02093,0.00049,0.04528,0.00097,0.01412,0,107324,0.00146,0.00633,0.00146,0.01996,0.01266,0.00243,0.01071,1
0.02711,0.00663,0.01149,0.00118,0.01775,0,107462,0.00611,0.00958,0.01333,0.00972,0.01053,0.00796,0.01282,1
0.02218,0.01444,0.00928,0.00155,0.01753,0,107804,0.01289,0.01702,0.0098,0.00619,0.01031,0.00619,0.01031,1
0.04461,0.00046,0.01812,0.0,0.02509,0,10784,0.01255,0.00929,0.01673,0.01255,0.00697,0.00836,0.0237,1
0.0181,0.00117,0.04184,3e-05,0.04056,0,10787,0.00156,0.00033,0.01055,0.00987,0.01772,0.00043,0.02578,1
0.01868,0.00072,0.04023,0.0,0.03807,0,10793,0.00287,0.0,0.00862,0.01006,0.01868,0.00072,0.02658,1
0.0315,0.00087,0.02642,0.00011,0.0315,0,10794,0.00141,0.00325,0.00801,0.01743,0.01158,0.00379,0.0314,1
0.02101,0.0038,0.02741,0.0,0.02857,0,10798,0.00066,0.00327,0.02146,0.01234,0.01838,0.00101,0.01883,1
0.02051,0.00641,0.01282,0.0,0.01581,0,10799,0.00598,0.01325,0.01966,0.01111,0.01026,0.00513,0.02778,1
0.03582,0.00654,0.00654,0.00065,0.0139,0,10804,0.01259,0.00507,0.01832,0.00147,0.00736,0.00311,0.02241,1
0.01609,0.00644,0.02059,0.0,0.03089,0,10809,0.00193,0.00579,0.00322,0.00837,0.01351,0.01094,0.01931,1
0.0253,0.00773,0.01181,0.00093,0.01835,0,108098,0.00544,0.01017,0.01272,0.00977,0.01086,0.00908,0.01312,1
0.03085,0.01408,0.0161,0.0,0.00939,0,10816,0.01006,0.0228,0.01207,0.00872,0.01945,0.00671,0.0161,1
0.01984,0.0105,0.01877,0.00029,0.01799,0,10817,0.01011,0.03336,0.0143,0.00584,0.01974,0.0107,0.01128,1
0.02312,0.00419,0.01257,0.00105,0.01298,0,10824,0.01029,0.01284,0.0145,0.00812,0.01268,0.00589,0.02557,1
0.02941,0.01915,0.0171,0.00068,0.01669,0,10829,0.01888,0.01423,0.00848,0.00834,0.01778,0.01012,0.0156,1
0.02504,0.02084,0.02007,0.00096,0.01835,0,10834,0.00574,0.01166,0.00937,0.00937,0.01453,0.00363,0.02122,1
0.02871,0.01331,0.01821,0.0014,0.01331,0,10838,0.01541,0.01821,0.01331,0.0105,0.02451,0.0077,0.01541,1
0.01609,0.01134,0.01888,0.00078,0.02234,0,10884,0.01179,0.00877,0.01084,0.0143,0.01123,0.00877,0.01637,1
0.01998,0.01272,0.01507,0.00072,0.02146,0,10885,0.0139,0.00889,0.01114,0.01242,0.0118,0.00925,0.01599,1
0.01676,0.01368,0.01489,0.00065,0.02121,0,10886,0.01217,0.00929,0.01044,0.01445,0.01457,0.00911,0.01587,1
0.01917,0.01412,0.01542,0.0013,0.02201,0,10891,0.0157,0.01111,0.011,0.01219,0.01265,0.0102,0.01721,1
0.01079,0.00981,0.01178,0.00196,0.00785,0,10893,0.01374,0.0157,0.01963,0.01178,0.00687,0.00883,0.01276,1
0.01198,0.01007,0.01515,0.00086,0.00805,0,10903,0.01208,0.01016,0.0115,0.01275,0.01889,0.01131,0.00987,1
0.01348,0.01011,0.01482,0.00067,0.00943,0,10906,0.01011,0.0128,0.01482,0.0155,0.02089,0.00809,0.00943,1
0.01561,0.00643,0.01377,0.0,0.0202,0,10917,0.00918,0.00551,0.00184,0.01837,0.00918,0.00459,0.00826,1
0.01724,0.00413,0.02559,0.00097,0.02972,0,10922,0.00756,0.00668,0.00325,0.01337,0.01178,0.00448,0.01257,1
0.01597,0.00396,0.02656,0.00071,0.02459,0,10923,0.0065,0.00678,0.00325,0.013,0.01187,0.00353,0.0106,1
0.01128,0.00305,0.02408,0.00061,0.02713,0,109270,0.00213,0.01128,0.01128,0.0125,0.02073,0.00884,0.02103,1
0.01329,0.00524,0.03358,0.00127,0.03144,0,10941,0.00726,0.00381,0.00226,0.01469,0.00831,0.00472,0.01456,1
0.01875,0.00753,0.02113,0.00082,0.02342,0,10942,0.00377,0.00508,0.00483,0.01384,0.01425,0.00893,0.00819,1
0.01321,0.0024,0.03141,0.00031,0.03873,0,10943,0.00472,0.00329,0.00299,0.00913,0.01156,0.00352,0.01625,1
0.00912,0.00564,0.0317,0.00174,0.03778,0,10964,0.00695,0.00347,0.00478,0.01389,0.00608,0.00478,0.01389,1
0.01472,0.0029,0.04158,0.00156,0.03276,0,10967,0.00757,0.00384,0.00301,0.01617,0.00664,0.00518,0.01669,1
0.01732,0.00456,0.03281,0.00073,0.02643,0,10968,0.00255,0.00474,0.00328,0.01495,0.01385,0.00456,0.01167,1
0.0131,0.00302,0.0205,0.0,0.02806,0,10969,0.00722,0.00857,0.00706,0.01529,0.01546,0.00504,0.01798,1
0.01846,0.00494,0.03073,0.00086,0.02557,0,10970,0.00779,0.00576,0.00412,0.0161,0.0094,0.00509,0.01299,1
0.01514,0.00627,0.02872,0.00157,0.03551,0,10971,0.00522,0.00313,0.00104,0.01097,0.01097,0.00104,0.01514,1
0.01542,0.0028,0.03364,0.0007,0.03714,0,10978,0.00701,0.00561,0.0028,0.02313,0.00491,0.0042,0.01331,1
0.0255,0.00629,0.0172,0.0004,0.02429,0,10986,0.01102,0.01197,0.00744,0.01142,0.01257,0.00478,0.0078,1
0.02412,0.0134,0.01355,0.00094,0.03129,0,10990,0.0049,0.00272,0.00068,0.01024,0.01816,0.00611,0.00685,1
0.01707,0.0089,0.02579,0.00036,0.01471,0,109981,0.00726,0.00454,0.00472,0.01072,0.01744,0.00545,0.00708,1
0.02391,0.00523,0.019,0.00043,0.01473,0,109993,0.01035,0.01356,0.01078,0.00769,0.00897,0.00224,0.00512,1
0.04087,0.00146,0.02397,0.00072,0.00786,0,11005,0.00367,0.01652,0.01923,0.0189,0.00581,0.00894,0.01386,1
0.02417,0.01056,0.0175,0.0,0.02833,0,11008,0.00944,0.01167,0.00778,0.01639,0.01361,0.00667,0.01944,1
0.03609,0.00748,0.01477,3e-05,0.01689,0,110195,0.0082,0.00602,0.01292,0.00266,0.00259,0.00172,0.0103,1
0.02293,0.00538,0.02223,0.00023,0.0124,0,11020,0.00842,0.01077,0.01147,0.01264,0.01053,0.00655,0.01334,1
0.02462,0.00397,0.0143,0.0,0.01589,0,11023,0.00953,0.0135,0.01747,0.00874,0.0135,0.00477,0.01271,1
0.01859,0.00485,0.02344,0.00081,0.01374,0,11024,0.00728,0.01293,0.01374,0.01374,0.01455,0.00485,0.01374,1
