feature_1,feature_9,feature_4,target
0.666667,70.0,116.0,0.584837
0.708333,75.0,93.0,0.604755
0.75,86.0,93.0,0.616997
0.791667,94.0,155.0,0.643846
0.833333,103.0,115.0,0.66232
0.875,81.0,75.0,0.668597
0.916667,80.0,65.0,0.644948
0.958333,77.0,57.0,0.631852
0.0,58.0,40.0,0.613545
0.0416667,31.0,27.0,0.589546
0.0833333,38.0,23.0,0.590134
0.125,-200.0,28.0,0.591312
0.166667,59.0,21.0,0.627962
0.208333,70.0,33.0,0.634077
0.25,75.0,40.0,0.616675
0.291667,103.0,279.0,0.614991
0.333333,134.0,743.0,0.574767
0.375,98.0,147.0,0.518424
0.416667,97.0,97.0,0.52222
0.458333,98.0,118.0,0.528509
0.5,78.0,91.0,0.540562
0.541667,83.0,146.0,0.551701
0.583333,92.0,139.0,0.544606
0.625,81.0,155.0,0.538658
0.666667,90.0,128.0,0.552247
0.708333,95.0,166.0,0.555795
0.75,114.0,299.0,0.568044
0.791667,106.0,163.0,0.583876
0.833333,99.0,154.0,0.573296
0.875,90.0,80.0,0.516996
0.916667,82.0,58.0,0.440453
0.958333,74.0,55.0,0.458317
0.0,76.0,33.0,0.402317
0.0416667,66.0,33.0,0.45954
0.0833333,73.0,32.0,0.544152
0.125,-200.0,25.0,0.529806
0.166667,69.0,29.0,0.527679
0.208333,71.0,26.0,0.503726
0.25,98.0,86.0,0.537602
0.291667,115.0,294.0,0.534098
0.333333,130.0,664.0,0.541559
0.375,150.0,695.0,0.530524
0.416667,159.0,735.0,0.574072
0.458333,146.0,649.0,0.552903
0.5,138.0,586.0,0.546307
0.541667,128.0,546.0,0.535185
0.583333,97.0,245.0,0.529483
0.625,91.0,178.0,0.57903
0.666667,81.0,130.0,0.629523
0.708333,99.0,151.0,0.678776
0.75,101.0,272.0,0.722792
0.791667,106.0,301.0,0.754053
0.833333,102.0,237.0,0.778996
0.875,84.0,95.0,0.783326
0.916667,81.0,68.0,0.757365
0.958333,91.0,101.0,0.730216
0.0,82.0,81.0,0.684988
0.0416667,64.0,50.0,0.681402
0.0833333,70.0,66.0,0.68339
0.125,-200.0,22.0,0.582314
0.166667,26.0,18.0,0.592817
0.208333,58.0,31.0,0.594701
0.25,93.0,57.0,0.6291
0.291667,110.0,342.0,0.912855
0.333333,115.0,644.0,0.925599
0.375,125.0,216.0,0.938425
0.416667,118.0,117.0,0.958211
0.458333,109.0,156.0,0.992366
0.5,123.0,332.0,1.04417
0.541667,114.0,232.0,1.04114
0.583333,114.0,295.0,1.07459
0.625,119.0,386.0,0.997441
0.666667,111.0,278.0,0.899677
0.708333,103.0,263.0,0.908741
0.75,103.0,322.0,0.888065
0.791667,107.0,226.0,0.858103
0.833333,105.0,221.0,0.844558
0.875,91.0,109.0,0.831531
0.916667,79.0,105.0,0.822377
0.958333,79.0,84.0,0.816387
0.0,86.0,106.0,0.859344
0.0416667,70.0,100.0,0.865156
0.0833333,55.0,71.0,0.862988
0.125,-200.0,72.0,0.839403
0.166667,49.0,44.0,0.829898
0.208333,50.0,45.0,0.832514
0.25,67.0,134.0,0.824264
0.291667,94.0,505.0,0.827329
0.333333,119.0,1042.0,0.845475
0.375,139.0,737.0,0.889207
0.416667,113.0,375.0,0.869266
0.458333,88.0,124.0,0.874324
0.5,73.0,137.0,0.879714
0.541667,73.0,179.0,0.87714
0.583333,72.0,222.0,-200.0
0.625,81.0,197.0,-200.0
0.666667,93.0,319.0,-200.0
0.708333,106.0,388.0,0.79126
0.75,132.0,589.0,0.881361
0.791667,164.0,840.0,0.887778
0.833333,161.0,655.0,0.849342
0.875,124.0,254.0,0.834144
0.916667,113.0,188.0,0.856884
0.958333,103.0,120.0,0.875669
0.0,104.0,157.0,0.870147
0.0416667,93.0,88.0,0.892212
0.0833333,60.0,68.0,0.922912
0.125,-200.0,57.0,0.886904
0.166667,52.0,36.0,0.877466
0.208333,66.0,51.0,0.973757
0.25,82.0,93.0,0.967106
0.291667,109.0,284.0,1.02537
0.333333,114.0,486.0,1.02209
0.375,139.0,798.0,1.01363
0.416667,127.0,524.0,1.00134
0.458333,127.0,468.0,0.985484
0.5,135.0,454.0,0.932237
0.541667,130.0,461.0,0.900129
0.583333,126.0,391.0,0.937099
0.625,121.0,337.0,0.910052
0.666667,122.0,297.0,0.82881
0.708333,138.0,588.0,0.779163
0.75,165.0,721.0,0.901216
0.791667,154.0,710.0,0.997833
0.833333,168.0,787.0,0.948254
0.875,146.0,415.0,0.90738
0.916667,124.0,245.0,0.946709
0.958333,124.0,294.0,1.01003
0.0,106.0,139.0,0.999041
0.0416667,88.0,98.0,0.993276
0.0833333,83.0,88.0,0.98857
0.125,-200.0,66.0,0.979645
0.166667,74.0,57.0,0.948831
0.208333,64.0,57.0,0.963083
0.25,69.0,60.0,0.940784
0.291667,91.0,200.0,0.939921
0.333333,96.0,451.0,0.948619
0.375,106.0,422.0,0.968369
0.416667,-200.0,-200.0,0.983671
0.458333,-200.0,-200.0,1.0092
0.5,-200.0,-200.0,1.00976
0.541667,-200.0,-200.0,0.88967
0.583333,-200.0,-200.0,0.832481
0.625,-200.0,-200.0,0.857509
0.666667,-200.0,-200.0,0.867486
0.708333,-200.0,-200.0,0.849571
0.75,-200.0,-200.0,0.827337
0.791667,-200.0,-200.0,0.968093
0.833333,-200.0,-200.0,1.09117
0.875,-200.0,-200.0,1.07724
0.916667,-200.0,-200.0,1.05874
0.958333,-200.0,-200.0,1.06481
0.0,-200.0,-200.0,1.06337
0.0416667,-200.0,-200.0,1.06349
0.0833333,-200.0,-200.0,1.07262
0.125,-200.0,-200.0,1.07656
0.166667,-200.0,-200.0,1.05939
0.208333,-200.0,-200.0,1.03927
0.25,-200.0,-200.0,1.02638
0.291667,-200.0,-200.0,1.01348
0.333333,-200.0,-200.0,1.01812
0.375,-200.0,-200.0,1.02723
0.416667,-200.0,-200.0,1.03013
0.458333,-200.0,-200.0,1.0457
0.5,-200.0,-200.0,1.05942
0.541667,-200.0,-200.0,1.03933
0.583333,-200.0,-200.0,1.01427
0.625,-200.0,-200.0,1.02533
0.666667,-200.0,-200.0,1.08499
0.708333,-200.0,-200.0,1.00531
0.75,-200.0,-200.0,1.03362
0.791667,-200.0,-200.0,1.02081
0.833333,-200.0,-200.0,1.03235
0.875,-200.0,-200.0,1.04808
0.916667,-200.0,-200.0,1.04639
0.958333,-200.0,-200.0,1.05007
0.0,-200.0,-200.0,1.07166
0.0416667,-200.0,-200.0,1.05839
0.0833333,-200.0,-200.0,1.0418
0.125,-200.0,-200.0,0.996067
0.166667,-200.0,-200.0,0.974204
0.208333,-200.0,-200.0,0.980866
0.25,-200.0,-200.0,0.968847
0.291667,-200.0,-200.0,0.958218
0.333333,-200.0,-200.0,0.963042
0.375,-200.0,-200.0,0.977288
0.416667,124.0,424.0,1.00754
0.458333,121.0,339.0,1.03821
0.5,114.0,445.0,1.04338
0.541667,114.0,535.0,1.05519
0.583333,106.0,278.0,1.06533
0.625,89.0,256.0,1.06055
0.666667,82.0,245.0,1.01059
0.708333,111.0,458.0,1.00533
0.75,132.0,710.0,1.03122
0.791667,121.0,678.0,1.01993
0.833333,116.0,436.0,1.00644
0.875,100.0,178.0,1.00898
0.916667,89.0,160.0,1.02303
0.958333,92.0,177.0,1.03635
0.0,71.0,101.0,1.04081
0.0416667,51.0,66.0,1.02236
0.0833333,39.0,40.0,1.00593
0.125,-200.0,54.0,1.00407
0.166667,35.0,39.0,0.988348
0.208333,64.0,62.0,0.971124
0.25,94.0,120.0,0.959389
0.291667,134.0,599.0,0.953788
0.333333,129.0,1084.0,0.957592
0.375,125.0,776.0,0.973438
0.416667,107.0,470.0,0.940681
0.458333,78.0,169.0,0.937012
0.5,91.0,304.0,0.893937
0.541667,116.0,405.0,0.822857
0.583333,131.0,297.0,0.781308
0.625,113.0,220.0,0.782876
0.666667,98.0,226.0,0.788301
0.708333,116.0,456.0,0.806811
0.75,120.0,470.0,0.842819
0.791667,126.0,503.0,0.87456
0.833333,126.0,459.0,0.89473
0.875,90.0,227.0,0.87679
0.916667,81.0,152.0,0.865316
0.958333,74.0,94.0,0.83246
0.0,67.0,93.0,0.812091
0.0416667,46.0,49.0,0.791959
0.0833333,30.0,30.0,0.782704
0.125,-200.0,30.0,0.77177
0.166667,19.0,30.0,0.806274
0.208333,32.0,32.0,0.861687
0.25,61.0,59.0,0.944347
0.291667,111.0,277.0,0.943075
0.333333,102.0,454.0,0.881651
0.375,116.0,211.0,0.95194
0.416667,96.0,196.0,0.967479
0.458333,97.0,110.0,0.829392
0.5,110.0,164.0,0.792178
0.541667,103.0,151.0,0.867927
0.583333,79.0,112.0,0.843334
0.625,104.0,117.0,0.995251
0.666667,69.0,120.0,0.881894
0.708333,96.0,251.0,0.759776
0.75,121.0,435.0,0.808944
0.791667,129.0,345.0,0.951399
0.833333,116.0,343.0,0.908663
0.875,71.0,62.0,0.870157
0.916667,85.0,70.0,0.879605
0.958333,101.0,114.0,0.908763
0.0,97.0,88.0,0.879866
0.0416667,89.0,95.0,0.882483
0.0833333,72.0,83.0,0.86719
0.125,-200.0,63.0,0.843736
0.166667,57.0,38.0,0.830208
0.208333,62.0,68.0,0.77977
0.25,64.0,59.0,0.760925
0.291667,80.0,226.0,0.76273
0.333333,118.0,802.0,0.785949
0.375,130.0,585.0,0.809028
0.416667,113.0,324.0,0.791212
0.458333,112.0,308.0,0.756572
0.5,96.0,238.0,0.694123
0.541667,125.0,301.0,0.632321
0.583333,128.0,294.0,0.543151
0.625,101.0,353.0,0.593064
0.666667,95.0,209.0,0.626435
0.708333,138.0,538.0,0.62025
0.75,154.0,808.0,0.635698
0.791667,171.0,974.0,0.673743
0.833333,136.0,544.0,0.709607
0.875,93.0,138.0,0.719443
0.916667,99.0,92.0,0.736281
0.958333,106.0,137.0,-200.0
0.0,109.0,189.0,-200.0
0.0416667,97.0,159.0,-200.0
0.0833333,83.0,80.0,-200.0
0.125,-200.0,66.0,-200.0
0.166667,79.0,87.0,-200.0
0.208333,84.0,79.0,-200.0
0.25,86.0,150.0,-200.0
0.291667,111.0,196.0,-200.0
0.333333,117.0,299.0,-200.0
0.375,122.0,254.0,-200.0
0.416667,119.0,226.0,-200.0
0.458333,121.0,262.0,-200.0
0.5,127.0,505.0,-200.0
0.541667,135.0,512.0,-200.0
0.583333,119.0,159.0,-200.0
0.625,137.0,337.0,-200.0
0.666667,139.0,357.0,-200.0
0.708333,117.0,194.0,-200.0
0.75,127.0,278.0,-200.0
0.791667,137.0,303.0,-200.0
0.833333,127.0,234.0,-200.0
0.875,107.0,128.0,-200.0
0.916667,102.0,160.0,-200.0
0.958333,95.0,169.0,0.952281
0.0,79.0,77.0,0.9336
0.0416667,78.0,98.0,0.950332
0.0833333,75.0,102.0,0.938961
0.125,-200.0,65.0,0.912766
0.166667,52.0,69.0,0.909196
0.208333,55.0,89.0,0.912858
0.25,65.0,134.0,0.914243
0.291667,72.0,157.0,0.92792
0.333333,76.0,167.0,0.920589
0.375,84.0,157.0,0.899293
0.416667,90.0,172.0,0.831264
0.458333,89.0,114.0,0.786204
0.5,87.0,166.0,0.721299
0.541667,88.0,94.0,0.613674
0.583333,81.0,108.0,0.528264
0.625,89.0,98.0,0.572219
0.666667,91.0,132.0,0.560522
0.708333,104.0,144.0,0.603967
0.75,111.0,165.0,0.656216
0.791667,129.0,210.0,0.637153
0.833333,133.0,277.0,0.692924
0.875,115.0,168.0,0.757719
0.916667,125.0,248.0,0.791611
0.958333,117.0,235.0,0.783266
0.0,84.0,84.0,0.746861
0.0416667,63.0,75.0,0.741804
0.0833333,68.0,62.0,0.753098
0.125,-200.0,66.0,0.750123
0.166667,52.0,49.0,0.746345
0.208333,49.0,38.0,0.746322
0.25,49.0,44.0,0.73465
0.291667,52.0,60.0,0.728292
0.333333,58.0,88.0,0.726664
0.375,51.0,70.0,0.711628
0.416667,77.0,94.0,0.698953
0.458333,90.0,126.0,0.682961
0.5,118.0,181.0,0.622425
0.541667,70.0,66.0,0.595514
0.583333,35.0,54.0,0.499267
0.625,46.0,48.0,0.496923
0.666667,58.0,66.0,0.578789
0.708333,61.0,65.0,0.61623
0.75,80.0,68.0,0.625844
0.791667,93.0,118.0,0.653225
0.833333,78.0,65.0,0.657514
0.875,76.0,63.0,0.643778
0.916667,74.0,61.0,0.642758
