feature_47,feature_17,feature_21,feature_16,feature_58,feature_46,feature_28,feature_14,feature_77,feature_3,feature_18,feature_38,feature_32,feature_12,feature_5,feature_41,diagnosis
1.902901531,1.297993108,0.346036894,0.449422258,0.119716701,0.173292209,0.262720454,0.271234543,1.613548092,0.327792418,1.756132171,0.343807014,1.957834989,0.290289884,3.66105818,0.323535374,1
2.001656021,1.250098155,0.323125245,0.443855516,0.115448308,0.180151408,0.281311347,0.26442874,1.722971374,0.355123675,1.690812721,0.326266196,1.887711033,0.27718885,3.466627405,0.319199058,1
1.904005525,1.226711325,0.384969646,0.417416789,0.126657459,0.167403315,0.256018422,0.256018422,1.426933702,0.312539251,1.737701486,0.353150513,1.749214988,0.272137325,3.349591794,0.332426209,1
1.972577697,1.197203982,0.343359458,0.41897903,0.123892561,0.170862045,0.25672527,0.262868036,1.500070314,0.31095107,1.686083457,0.337216691,1.770599449,0.284261809,3.349290405,0.321965685,1
1.959455587,1.158143356,0.351817622,0.410556582,0.118481375,0.161031519,0.242349558,0.279523516,1.613896848,0.344629287,1.655781475,0.323475046,1.710002054,0.266173752,3.287122612,0.336414048,1
0.94272786,1.897836008,0.537612248,0.790961284,0.13697479,0.191338074,0.28764905,0.29942588,1.297220427,0.377741793,1.711026056,0.540850876,2.620197262,0.355365818,6.067569557,0.407478286,1
0.963388704,1.753803596,0.555325035,0.727524205,0.136345515,0.193156146,0.259197787,0.250207469,1.363189369,0.351590595,1.525172891,0.478838174,2.422959889,0.331950207,5.595573997,0.36473029,1
0.975494178,1.757170436,0.528130171,0.742553778,0.133563499,0.196723531,0.275096525,0.243243243,1.404481451,0.350110314,1.521097628,0.457391065,2.415471594,0.326668505,5.548400441,0.35452289,1
0.9568065,1.711115256,0.520701231,0.730511003,0.130658266,0.189935334,0.283289817,0.264826557,1.170038136,0.356396867,1.654792988,0.503543454,2.328422231,0.358261843,4.975195822,0.4000373,1
0.97837566,1.469692058,0.487682334,0.613614263,0.14231833,0.193864722,0.239222042,0.230145867,1.272986338,0.312479741,1.333063209,0.409562399,2.00713128,0.306320908,4.313938412,0.337439222,1
1.000503482,1.563696485,0.504524887,0.667942917,0.131408912,0.186120668,0.255482074,0.248868778,1.279936226,0.319700661,1.403411069,0.416637661,2.112077967,0.324399582,4.571179951,0.342151062,1
0.954555482,1.655798789,0.492081975,0.692594318,0.130266931,0.19159497,0.266884024,0.321145785,1.178248401,0.387750349,1.671169073,0.505356311,2.078947368,0.343269679,4.449231486,0.433628319,1
0.963338973,1.580316742,0.473076923,0.654751131,0.14393683,0.190073322,0.264253394,0.27918552,1.219966159,0.349773756,1.516289593,0.446832579,2.043438914,0.34638009,4.229411765,0.413800905,1
0.937748784,1.475717905,0.39379223,0.615498311,0.129478107,0.18697479,0.244721284,0.236908784,1.246130031,0.308488176,1.347339527,0.406461149,1.910261824,0.317356419,4.020692568,0.349873311,1
0.98305548,1.424706204,0.469527193,0.614648811,0.099754031,0.190762503,0.258540585,0.269199235,1.077480186,0.320852692,1.393823449,0.494124078,1.766329598,0.334244329,3.558895873,0.441104127,1
0.929039301,1.640847297,0.498261144,0.699019918,0.133324236,0.193504367,0.306670882,0.346506481,1.144377729,0.384445147,1.531773633,0.550742966,2.034144799,0.402782169,4.109705975,0.5042681,1
0.958333333,1.352112676,0.445920808,0.588094605,0.137528153,0.192989865,0.247408982,0.292319957,1.238457207,0.304278501,1.216848259,0.439808663,1.705022588,0.317565772,3.381344672,0.410045177,1
0.902031816,1.222766218,0.430232558,0.551713586,0.117341314,0.17908332,0.238066095,0.243268054,0.981414396,0.29130967,1.260097919,0.486842105,1.421052632,0.301407589,2.873623011,0.485312118,1
0.853693636,1.261694058,0.40676359,0.555941846,0.13559322,0.180364567,0.248735777,0.268015171,0.994403582,0.316055626,1.213021492,0.500316056,1.512958281,0.300252845,2.978824273,0.455436157,1
0.890453578,1.205529954,0.421198157,0.532411674,0.128541019,0.183887342,0.238095238,0.292473118,1.030948092,0.287250384,1.125960061,0.470660522,1.421198157,0.280798771,2.847004608,0.428571429,1
0.605804827,2.128989861,0.534547503,1.008636876,0.119354361,0.172713362,0.322474653,0.245963199,1.649982724,0.446958318,1.603736388,0.538302666,2.747559144,0.348666917,5.915039429,0.368757041,1
0.61268288,2.196448918,0.550037979,1.04101785,0.124939444,0.167280302,0.332985188,0.260634258,1.63898847,0.464963919,1.854728447,0.563520699,2.801842005,0.353873908,5.975028485,0.388340296,1
0.603165027,2.238517401,0.555031595,1.056587758,0.120614442,0.182244292,0.340375365,0.259549184,1.564924819,0.470055645,1.956427426,0.598415543,2.856078468,0.361690088,5.927379044,0.405639913,1
0.724477402,1.949822543,0.493452454,0.86219557,0.122610752,0.166144601,0.292497858,0.250642516,1.68222208,0.393464692,1.661240974,0.468363725,2.418431037,0.337290417,5.808101824,0.354546567,1
0.731500253,1.998116051,0.502260739,0.897261994,0.131208819,0.169221997,0.308590806,0.270283848,1.660352255,0.411203215,1.861592565,0.503014318,2.564556644,0.34853052,6.006656619,0.387967847,1
0.73362632,2.035589411,0.501373626,0.933316683,0.128731002,0.172556919,0.321303696,0.268856144,1.61081609,0.421203796,1.983516484,0.538211788,2.576048951,0.359515485,6.368256743,0.406218781,1
0.776267785,1.760934691,0.4691432,0.752846016,0.135625684,0.172382342,0.284451768,0.253894548,1.727380518,0.363541043,1.594967046,0.44367885,2.225134811,0.326992211,5.191731576,0.357549431,1
0.740359449,1.850663376,0.45880901,0.802992903,0.145611586,0.169865643,0.301758716,0.26349892,1.650846275,0.385529158,1.849892009,0.476858994,2.366244986,0.363776612,5.495063252,0.387226165,1
0.748350047,1.91292876,0.466552848,0.842309483,0.126167824,0.175366418,0.321434115,0.276579233,1.555326991,0.39158777,1.995498991,0.518392053,2.387552382,0.345336024,5.987583424,0.412851156,1
0.785731022,1.821768967,0.474266108,0.759054518,0.144564199,0.181935333,0.309569196,0.284216546,1.655576382,0.370568052,1.685093404,0.445672894,2.191574533,0.347693481,4.947197865,0.39306138,1
0.815752949,1.8274495,0.468378327,0.77024731,0.144922508,0.177423086,0.295827827,0.287710025,1.681702521,0.38436851,1.856333774,0.482537285,2.240513498,0.352086086,5.101000566,0.407211629,1
0.780726872,1.857871858,0.467775468,0.812133812,0.137555066,0.179955947,0.307125307,0.298998299,1.585792952,0.383670384,1.997731998,0.508599509,2.207900208,0.360990361,5.601209601,0.434889435,1
0.785832643,1.718322698,0.458523245,0.710118505,0.132283899,0.172604253,0.295578851,0.283272562,1.615575808,0.36030082,1.623518687,0.433682771,2.076800365,0.353463993,4.5,0.383090246,1
0.778745645,1.765042324,0.468085106,0.741020361,0.122085232,0.173009917,0.306566003,0.308396248,1.561913696,0.371539693,1.767787692,0.454815832,2.132692748,0.356897735,4.652024708,0.412948982,1
0.775163399,1.757220217,0.471344765,0.753610108,0.13254902,0.176601307,0.324458484,0.310243682,1.530457516,0.360785199,1.915388087,0.48465704,2.082581227,0.368907942,5.008122744,0.436371841,1
0.900372328,2.129456939,0.398793198,0.864399342,0.130554888,0.177516214,0.281952825,0.24509051,1.680398751,0.40296215,1.586725178,0.485353812,2.662314866,0.333296764,6.31727921,0.336478332,1
0.874500447,2.107783784,0.396756757,0.887351351,0.133074858,0.177214435,0.284216216,0.238810811,1.720906651,0.401297297,1.745405405,0.496432432,2.665513514,0.332648649,6.306810811,0.344864865,1
0.848373376,2.102067183,0.403423773,0.91042205,0.127370962,0.184331532,0.295327304,0.253122308,1.645763881,0.417958656,1.940245478,0.54543497,2.683677864,0.338608958,6.766149871,0.366602067,1
0.925126607,2.0113018,0.37449421,0.796846658,0.132606155,0.171562135,0.282544998,0.255616018,1.699259836,0.376029022,1.601646435,0.45876936,2.538161016,0.327054556,5.917957304,0.345332775,1
0.910764981,2.051503341,0.384326281,0.820016704,0.140566255,0.176244917,0.278953229,0.260996659,1.705363309,0.381124722,1.730094655,0.469933185,2.542455457,0.334214922,6.066536748,0.35857461,1
0.935244724,2.032051282,0.371658483,0.834833606,0.128375823,0.183145472,0.288052373,0.262956901,1.68242681,0.385842881,1.868248773,0.502318603,2.539416258,0.334969995,6.318466994,0.370840153,1
0.950364526,1.835061894,0.351789896,0.694546671,0.140816938,0.169180066,0.266142523,0.256774841,1.653051034,0.342756775,1.485279358,0.425727668,2.254934761,0.322515892,5.307962529,0.340414854,1
0.921593332,1.91540317,0.371640248,0.742074431,0.142760225,0.167183563,0.303928325,0.266884907,1.653808878,0.357512061,1.662129566,0.448311509,2.324603722,0.332012405,5.468986906,0.348897312,1
0.953795698,1.922960216,0.360923803,0.771915037,0.145075721,0.193016302,0.280681052,0.280681052,1.607118742,0.361935266,1.805461902,0.467127444,2.322993931,0.358900877,5.787255563,0.383513149,1
0.894361548,1.663072776,0.388814016,0.676774483,0.122936749,0.16585237,0.276055705,0.272012579,1.739865311,0.324573226,1.335804133,0.347484277,2.037511231,0.325696316,4.320530099,0.372192273,1
0.907426916,1.696704775,0.38623627,0.674288276,0.138530419,0.175138267,0.282223717,0.272360457,1.718461944,0.338937458,1.355973997,0.379287155,2.059403721,0.327953374,4.260928043,0.352387357,1
0.90952444,1.683967451,0.372113481,0.680888498,0.133925023,0.172340707,0.283923466,0.270288102,1.690157637,0.334286343,1.342643501,0.393226303,1.991422916,0.316692325,4.482296019,0.354519463,1
0.940806878,1.590861619,0.369451697,0.628720627,0.135582011,0.169808201,0.283028721,0.278590078,1.73015873,0.308093995,1.25770235,0.33002611,1.950652742,0.325587467,4.051174935,0.323759791,1
0.905742319,1.620206295,0.389050516,0.617297011,0.134309152,0.169213447,0.293573129,0.291721767,1.633585331,0.326368686,1.343824385,0.372652737,1.969584766,0.350965353,4.036498281,0.353874636,1
0.88831918,1.667275098,0.386440678,0.646153846,0.131869893,0.169524115,0.324902216,0.302477184,1.613042782,0.331942634,1.342633638,0.373663625,1.960886571,0.347327249,4.066492829,0.349674055,1
0.892726206,1.704696395,0.296133776,0.904055977,0.127364716,0.158747617,0.258657495,0.251897533,1.817861857,0.315109108,1.171963947,0.370493359,2.063211575,0.318785579,4.887096774,0.277514231,1
0.876159182,1.773686182,0.311571589,0.94669829,0.127126689,0.158086893,0.272000999,0.241168393,1.769404892,0.333042067,1.253401573,0.402945949,2.184621146,0.334290351,5.211334415,0.297091499,1
0.874314178,1.818420067,0.331086984,0.985648321,0.123881028,0.159688132,0.268813179,0.242730563,1.723144672,0.342568326,1.302758018,0.413078747,2.227754898,0.338325222,5.326219893,0.305129165,1
0.861657985,1.663821716,0.316895843,0.851272325,0.124216474,0.149995586,0.258100205,0.240872451,1.682969895,0.322269638,1.17053896,0.374901217,2.066698277,0.342342342,4.799272957,0.311363996,1
0.860124695,1.652769037,0.309471366,0.846601636,0.13174302,0.158850637,0.262586532,0.248269352,1.753591759,0.316708622,1.189112649,0.398206419,2.056324733,0.34219635,4.582756451,0.317809943,1
0.87143894,1.699476107,0.319257025,0.885061121,0.134549084,0.16231174,0.263851405,0.251309732,1.72409726,0.32354342,1.287505953,0.395935863,2.105254802,0.341959041,4.806477219,0.330052389,1
0.828170321,1.548806941,0.303293236,0.761782686,0.122055923,0.153382063,0.256162493,0.257345691,1.626290753,0.303490436,1.078682706,0.370143956,1.845395386,0.337803195,4.102346677,0.323802011,1
0.859593092,1.519584802,0.300430866,0.774383079,0.125621008,0.158977999,0.262044653,0.25342734,1.61497516,0.30297689,1.093811203,0.384841363,1.859968664,0.335487662,4.128476302,0.325303564,1
0.883301481,1.514660494,0.287037037,0.78125,0.126851409,0.161490683,0.250771605,0.257137346,1.586359293,0.295910494,1.156828704,0.400655864,1.865933642,0.325810185,4.150655864,0.330246914,1
0.830522532,1.465638149,0.315334268,0.697054698,0.132844899,0.155792093,0.251051893,0.269518467,1.538291402,0.296166433,1.033426835,0.38569425,1.691912108,0.333333333,3.674146798,0.359747546,1
0.871719298,1.434153068,0.299701218,0.704895426,0.135719298,0.163087719,0.248448632,0.257871754,1.577964912,0.301080211,1.012640772,0.390025282,1.797517812,0.335784877,3.619627672,0.339921857,1
0.854393661,1.460603227,0.291559504,0.729717091,0.130465544,0.158200085,0.256254384,0.255552958,1.547757181,0.310731821,1.097030629,0.395838204,1.736731354,0.338788871,3.788636895,0.375964461,1
0.821634269,1.455199115,0.329922566,0.708794248,0.12562995,0.154967603,0.26465708,0.287887168,1.392008639,0.322732301,1.049778761,0.449668142,1.622511062,0.349557522,3.4375,0.38550885,1
0.873636364,1.482981716,0.338959212,0.720956399,0.136181818,0.165636364,0.281575246,0.281012658,1.379272727,0.318987342,1.080168776,0.454852321,1.667510549,0.354711674,3.457383966,0.391561181,1
0.884312649,1.482567792,0.340066408,0.727725512,0.155775215,0.163646348,0.27255119,0.259822911,1.374519495,0.321250692,1.10486995,0.449363586,1.642778085,0.346153846,3.499723298,0.379911455,1
1.862368101,1.925284339,0.512773403,1.099300087,0.128145292,0.163758117,0.305424322,0.255293088,1.627181412,0.405861767,2.231671041,0.431846019,2.578215223,0.321259843,5.167979003,0.321959755,1
1.692204435,1.89304721,0.511502146,1.078712446,0.134582878,0.169981108,0.300171674,0.270815451,1.562096053,0.388583691,2.330987124,0.429871245,2.538025751,0.342918455,5.19416309,0.296051502,1
1.654840012,1.91595754,0.533204667,1.094043337,0.12955486,0.175229636,0.345907536,0.26379507,1.571868376,0.400561453,1.952539696,0.441179051,2.609614878,0.328976226,5.350820247,0.29967541,1
2.027937141,1.755841517,0.45919404,0.924822215,0.119356448,0.153778997,0.274974602,0.241562253,1.646607633,0.348346314,2.297211875,0.391917824,2.311999097,0.311547579,4.727508748,0.286714076,1
1.969798658,1.744843908,0.486306773,0.938465006,0.128635347,0.163062391,0.270032683,0.254141778,1.607631121,0.350050716,2.477854164,0.38994703,2.320861039,0.315000564,4.735602389,0.290318945,1
1.960879285,1.740480962,0.495769316,0.925851703,0.125062096,0.168219076,0.292362503,0.27343576,1.506520119,0.343910042,2.374415498,0.389556892,2.272322423,0.306501893,4.764640392,0.288799822,1
1.998196278,1.609706083,0.432125769,0.819548872,0.115766172,0.149462983,0.24101162,0.232809296,1.54136263,0.311961722,1.906220096,0.361175666,2.11114149,0.296103896,4.256596036,0.284347232,1
2.015327565,1.529786681,0.38280437,0.779656608,0.124927895,0.159373712,0.229968783,0.230489074,1.485702513,0.299947971,2.098985432,0.357310094,2.021331946,0.281867846,4.150104058,0.302029136,1
2.050590502,1.615302013,0.419731544,0.827651007,0.124884831,0.160901248,0.240134228,0.231275168,1.509004104,0.30590604,2.094228188,0.373691275,2.090067114,0.288724832,4.33852349,0.293691275,1
2.045085381,1.356748864,0.427968851,0.647306944,0.10849646,0.139629321,0.238481506,0.247566515,1.397438567,0.266223232,1.74578196,0.328033744,1.704737184,0.288935756,3.387410772,0.304510058,1
2.053020833,1.341403965,0.388852779,0.647546311,0.121979167,0.149166667,0.262755931,0.245856354,1.388229167,0.262430939,1.75040624,0.33279168,1.725544361,0.29720507,3.459701007,0.312317192,1
2.039267291,1.331587561,0.361538462,0.659574468,0.128434572,0.153489841,0.241571195,0.286579378,1.405726919,0.258428805,1.717675941,0.356301146,1.714238953,0.300490998,3.542553191,0.322094926,1
1.875875392,1.239528264,0.346685645,0.592313949,0.08971263,0.099975851,0.217974786,0.23546157,0.820333253,0.261285075,1.641724278,0.354005693,1.543920293,0.279178528,3.061813745,0.293005287,1
1.843912223,1.237240829,0.295055821,0.586523126,0.103704578,0.109249646,0.185207337,0.255183413,0.788461538,0.261164274,1.489433812,0.347089314,1.593700159,0.279904306,3.016347687,0.331140351,1
1.843738809,1.213055667,0.317180617,0.5969163,0.118180733,0.125462576,0.18782539,0.25030036,0.790975289,0.257909491,1.727673208,0.357829395,1.494393272,0.276131358,2.938526231,0.341409692,1
2.533202261,1.692682495,0.303951099,0.714121191,0.109953305,0.151388548,0.270907158,0.278260099,1.633226837,0.349929128,1.998405386,0.395021262,2.700655563,0.302533664,4.190910702,0.27303331,1
2.353032133,1.723336949,0.318962401,0.737075199,0.112780865,0.156172989,0.314804772,0.246023138,1.582556173,0.355206074,2.157357195,0.394432393,2.719902386,0.304501085,4.379067245,0.275849602,1
2.426300083,1.712705692,0.31220214,0.724934808,0.11339954,0.161489164,0.266253035,0.24844888,1.567437992,0.362377484,2.214818811,0.396996673,2.707490334,0.301411744,4.443305458,0.273086953,1
2.47850234,1.487093154,0.295510662,0.620538721,0.106583463,0.144024961,0.233333333,0.228956229,1.606365055,0.302132435,2.071156004,0.329068462,2.24365881,0.284511785,3.706285073,0.256565657,1
2.412113072,1.507580901,0.291242363,0.623783661,0.108553636,0.145918554,0.228558497,0.228332202,1.396849625,0.308327676,2.138719167,0.323942068,2.296899751,0.280945915,3.817040054,0.254582485,1
2.418866989,1.512974504,0.295864023,0.622096317,0.110449981,0.149931821,0.229688385,0.225495751,1.593467212,0.306515581,2.145155807,0.333824363,2.296430595,0.287025496,3.843512748,0.251444759,1
2.464674978,1.267378917,0.239031339,0.513390313,0.102407277,0.140672783,0.1997151,0.212393162,1.593664236,0.266096866,1.776068376,0.289458689,1.835185185,0.264245014,3.161823362,0.246296296,1
2.494657789,1.261149228,0.241280732,0.505431675,0.109244348,0.144239703,0.200543168,0.208404803,1.537163208,0.264008005,1.829759863,0.294739851,1.846340766,0.254716981,3.103773585,0.254431103,1
2.506235783,1.333283426,0.3031891,0.532864201,0.110283159,0.145893796,0.207965264,0.214553077,1.540591419,0.268153915,1.895942506,0.328791735,1.957029495,0.267555023,3.307081898,0.264261117,1
2.386820926,1.197822446,0.274539363,0.488609715,0.095372233,0.136217304,0.194974874,0.200837521,1.386720322,0.255778894,1.624288107,0.30921273,1.670184255,0.25159129,2.85879397,0.259798995,1
2.348215174,1.208811614,0.249155976,0.477380149,0.104504325,0.13542806,0.194125591,0.210499662,1.373371781,0.251350439,1.624409183,0.313133018,1.682478055,0.251688049,2.854996624,0.264854828,1
2.371088229,1.236075185,0.244697362,0.487842732,0.110841914,0.137088633,0.230729436,0.205035351,1.370280638,0.296085532,1.640282807,0.323331609,1.730125884,0.251767546,2.968615278,0.268322125,1
2.243009201,1.071321321,0.226539039,0.435435435,0.107883817,0.136749053,0.177927928,0.203265766,1.153526971,0.284346847,1.465465465,0.318506006,1.458333333,0.234984985,2.554992492,0.280780781,1
2.202440775,1.07892276,0.213390686,0.437815598,0.126884422,0.139267767,0.175425472,0.197306901,1.14626705,0.236207219,1.51973069,0.315129979,1.4630634,0.227791285,2.545539555,0.279034973,1
2.196215322,1.07138863,0.207642125,0.423112768,0.123093882,0.142384714,0.191425909,0.189934762,1.060260886,0.21584343,1.493755825,0.312581547,1.450139795,0.223112768,2.52805219,0.279403541,1
0.924296191,1.874839994,0.323993742,0.732186033,0.123491838,0.157795127,0.258284739,0.255155739,1.712404385,0.337220879,1.288436922,0.348456834,2.620822074,0.332385151,5.048357275,0.283601195,1
0.927010729,1.823653792,0.324358613,0.727516211,0.122484141,0.158039001,0.27051029,0.240907809,1.616023181,0.332252608,1.284747674,0.344798421,2.557231463,0.331970679,4.967437271,0.279954891,1
0.931034483,1.856159472,0.346192457,0.762799369,0.120452388,0.157545081,0.258281945,0.243797505,1.670120215,0.341173096,1.317940628,0.349060663,2.613796071,0.333715761,5.231464219,0.284382619,1
0.974851025,1.660760728,0.330136541,0.621423927,0.124330876,0.161296839,0.229843953,0.232282185,1.576911423,0.307379714,1.141905072,0.323146944,2.265117035,0.319570871,4.448309493,0.272756827,1
0.965024331,1.684716013,0.313959265,0.628580891,0.126520681,0.157137064,0.237622123,0.23613181,1.558191403,0.323729094,1.239278026,0.330683888,2.279516476,0.322238781,4.566981288,0.267759563,1
0.951175407,1.748642227,0.346401901,0.663781399,0.121961021,0.157926462,0.272742702,0.24490835,1.585392807,0.326544467,1.249490835,0.331636117,2.39035981,0.330617787,4.56245757,0.282077393,1
0.963849155,1.518671384,0.298545597,0.597877358,0.124057217,0.160078023,0.235652516,0.245676101,1.530039012,0.304048742,1.089622642,0.315841195,2.081761006,0.310534591,4.002358491,0.275353774,1
0.972809668,1.637531069,0.311723281,0.64084507,0.124129778,0.157099698,0.265120133,0.285625518,1.590568764,0.313173157,1.141259321,0.341135046,2.257456504,0.334921292,4.258492129,0.29908865,1
0.97320021,1.661069652,0.341003317,0.633913765,0.124934314,0.154755649,0.251658375,0.260364842,1.571466106,0.305140962,1.164593698,0.347222222,2.215588723,0.333126036,4.006840796,0.289593698,1
0.984117097,1.356653273,0.28882061,0.552588041,0.133291809,0.161476176,0.230441976,0.22524226,1.459669885,0.284329946,0.917277239,0.303238005,1.754904278,0.312928386,3.203497991,0.29827464,1
0.992745624,1.400589102,0.32425135,0.543446244,0.127109289,0.157546128,0.242758959,0.278350515,1.498028702,0.311242023,0.970790378,0.323760432,1.820569465,0.349288169,3.077074129,0.302650957,1
1.008183569,1.474820144,0.33299075,0.588129496,0.131258023,0.162387677,0.256166495,0.265930113,1.500320924,0.31012333,1.054470709,0.345580678,1.926772867,0.329650565,3.496402878,0.32065776,1
1.023285351,1.41820345,0.344140393,0.586555622,0.142887384,0.16299746,0.267400357,0.283164783,1.455546147,0.336109459,0.927424152,0.345330161,1.760261749,0.361986913,2.999702558,0.360202261,1
1.004824837,1.355360182,0.32387975,0.551616563,0.134466121,0.160478288,0.283040272,0.277935337,1.405496119,0.295235394,0.902722632,0.328984685,1.711003971,0.348837209,2.969937606,0.321043676,1
1.015625,1.371783753,0.378722174,0.561723041,0.141909247,0.157748288,0.256432495,0.26452732,1.423587329,0.331598728,0.945649032,0.344897369,1.736918184,0.349522984,3.047123446,0.327551315,1
2.407528642,1.795574388,0.642843691,0.760922787,0.116612111,0.177526596,0.303954802,0.309416196,1.620141162,0.393314501,2.22354049,0.411676083,2.540301318,0.339359699,4.770715631,0.284463277,1
2.339442853,1.840735069,0.632656968,0.812308576,0.115959386,0.178599323,0.309437213,0.308097243,1.633793283,0.394525268,2.289146248,0.421037519,2.507369832,0.346764931,4.820444104,0.288093415,1
2.320365535,1.853929385,0.637718299,0.810364465,0.124334204,0.188355091,0.314920273,0.313591496,1.626736292,0.390470767,2.319286257,0.417425968,2.540812453,0.35127183,4.891419894,0.342160213,1
2.509699708,1.679544264,0.586694605,0.697485595,0.122375764,0.169612012,0.318098481,0.308538502,1.676654265,0.369172342,2.302514405,0.378077528,2.391566265,0.337742273,4.451807229,0.304609743,1
2.38891097,1.691367554,0.598481925,0.697285475,0.12572867,0.169316375,0.288820275,0.305030233,1.642885533,0.35777692,2.214460311,0.373086324,2.310304902,0.338736653,4.261675029,0.288305673,1
2.495397765,1.704533611,0.606956748,0.706096925,0.127021696,0.169165023,0.29064617,0.308233455,1.600065746,0.350833768,2.361907243,0.371156853,2.377410109,0.343017196,4.225768629,0.331422616,1
2.56377858,1.609442749,0.590332423,0.627589529,0.118102114,0.164603748,0.268989883,0.303035169,1.653171738,0.328569134,2.270756383,0.344146459,2.106792998,0.329211498,3.980568492,0.281194797,1
2.445673445,1.538642053,0.557259074,0.620150188,0.123287671,0.156470688,0.267365457,0.297090113,1.4021101,0.331195244,2.301470588,0.333854819,2.087765957,0.321182728,3.897371715,0.277221527,1
2.485124883,1.504798172,0.568316832,0.60624524,0.123604126,0.159577189,0.263214014,0.300380807,1.545307305,0.309215537,2.249961919,0.342269612,2.018126428,0.3229246,3.631073877,0.275095202,1
2.491351924,1.422857143,0.552857143,0.561836735,0.112836804,0.165195905,0.266530612,0.310612245,1.573832216,0.310204082,2.213877551,0.32,1.859591837,0.310612245,3.307142857,0.280816327,1
2.553241836,1.487769183,0.558227054,0.575371106,0.117250355,0.165404638,0.314865147,0.304411457,1.572645528,0.313192557,2.231026552,0.322600878,1.887727368,0.328245871,3.329082166,0.291239808,1
2.446813496,1.406800243,0.569925116,0.583889901,0.116096532,0.162956888,0.272819267,0.301153613,1.579311153,0.335357215,2.17243473,0.320785266,1.862780814,0.317749443,3.163124874,0.2825339,1
2.51540931,1.38131437,0.594654242,0.525747916,0.116853933,0.160192616,0.314615007,0.317312408,1.530497592,0.305296714,2.051986268,0.312408043,1.78077489,0.324423737,3.029671408,0.275380088,1
2.61159702,1.426878467,0.512859304,0.545637922,0.127793975,0.168286362,0.278870398,0.309884014,1.529964367,0.323751891,2.098587998,0.333333333,1.835854766,0.345184065,3.170196672,0.302571861,1
2.519974227,1.359477124,0.544662309,0.526506899,0.123550258,0.160921392,0.26724764,0.316388284,1.553157216,0.308157831,2.006535948,0.321955943,1.770999758,0.3171145,3.023238925,0.289518276,1
1.733958278,1.699570106,0.657324735,0.772900132,0.111785934,0.173796321,0.350859788,0.295965608,1.461403046,0.441881614,1.995039683,0.453290344,2.802662037,0.321345899,4.760085979,0.31588955,1
1.644304743,1.712868811,0.720703451,0.796299383,0.110256298,0.165384446,0.337639607,0.296632772,1.449597749,0.447824637,2.061510252,0.45674279,2.806467745,0.346307718,4.975745958,0.321386898,1
1.695937555,1.686164138,0.674335128,0.769782999,0.107637041,0.168174561,0.323054332,0.290177843,1.449485542,0.431228585,2.084189917,0.435062816,2.642600751,0.344509708,4.456110295,0.315875347,1
1.879391031,1.617827172,0.684168746,0.69097301,0.109827617,0.168651146,0.297459741,0.299047403,1.575913749,0.386822409,2.113290996,0.412224994,2.616012701,0.338965752,4.319006577,0.338738943,1
1.922939068,1.544959746,0.637600635,0.703934686,0.111947431,0.166308244,0.296859054,0.300600975,1.612305854,0.387912462,2.118834335,0.408776505,2.560607779,0.340061231,4.601655516,0.310125865,1
1.815343284,1.548070562,0.660639471,0.696582139,0.112179104,0.168179104,0.296361632,0.293495039,1.538328358,0.381477398,2.085667034,0.387320838,2.54432194,0.332965821,4.568467475,0.310253583,1
